"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.datemonth","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","clade","collection.original","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","profile.lab","cluster.genome","collection.tipdate","group","best_location_code","todrop"
"1","H5N8|EPI_ISL_2932619|Anseriformes|kazakhstan|1|2020-09-23","H5N8","EPI_ISL_2932619","a/swan/kazakhstan/1-267-20-b-talg-52/2020","2020-09-23","2020.73","2020-09","Anseriformes","Anatidae","cygnus sp.","swan sp.","bird","wild","central asia","kazakhstan","KZ","48.019573","66.923684","aqmola oblysy","KZ-AKM",NA,NA,NA,NA,NA,NA,"2.3.4.4b","Asia / Kazakhstan / Akmola / Birzhan sal district, Baymyrza, Shoshkaly lake / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-09-23","1","KZ-AKM","keep"
"2","H5N8|EPI_ISL_615073|Anseriformes|kazakhstan|1|2020-09-19","H5N8","EPI_ISL_615073","a/domestic_goose/kazakhstan/1-242_2-20-b/2020","2020-09-19","2020.72","2020-09","Anseriformes","Anatidae","anser sp. (domestic type)","domestic goose sp. (domestic type)","bird","domestic","central asia","kazakhstan","KZ","48.019573","66.923684","soltüstik quzaqstan oblysy","KZ-SEV",NA,NA,NA,NA,NA,NA,"2.3.4.4b","Asia / Kazakhstan / North Kazakhstan / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-09-19","1","KZ-SEV","keep"
"3","H5N8|EPI_ISL_1041180|Anseriformes|japan|10|2021-02-13","H5N8","EPI_ISL_1041180","a/whooper_swan/niigata/150212t/2021","2021-02-13","2021.12","2021-02","Anseriformes","Anatidae","cygnus cygnus","whooper swan","bird","wild","eastern asia","japan","JP","36.204824","138.252924","niigata","JP-15","37.9161924","139.0364126",NA,NA,NA,NA,"2.3.4.4b","Asia / Japan / Niigata / NA / NA","6","1","5","2","1","3","1","2","6_1_5_2_1_3_1_2","H5N8/2020/R1_Europe","10","2021-02-13","2","JP-15","keep"
"4","H5N8|EPI_ISL_666687|Anseriformes|south_korea|10|2020-10-24","H5N8","EPI_ISL_666687","a/madarin_duck/korea/k20-551-4/2020","2020-10-24","2020.81","2020-10","Anseriformes","Anatidae","aix galericulata","mandarin duck","bird","wild","eastern asia","south korea","KR","35.907757","127.766922","gyeonggido","KR-41","44.4957481","11.2946868",NA,NA,NA,NA,"2.3.4.4b","Asia / Korea / Gyeonggi-do / NA / NA","6","1","5","2","1","3","1","2","6_1_5_2_1_3_1_2","H5N8/2020/R1_Europe","10","2020-10-24","2","KR-41","keep"
"5","H5N8|EPI_ISL_985204|Anseriformes|south_korea|10|2020-12-23","H5N8","EPI_ISL_985204","a/duck/korea/h516/2020","2020-12-23","2020.98","2020-12","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","south korea","KR","35.907757","127.766922","jeonranamdo","KR-46","34.8679","126.991",NA,NA,NA,NA,"2.3.4.4b","Asia / Korea / JN / NA / NA","6","1","5","2","1","3","1","2","6_1_5_2_1_3_1_2","H5N8/2020/R1_Europe","10","2020-12-23","2","KR-46","keep"
"6","H5N8|EPI_ISL_1009700|Anseriformes|south_korea|16|2020-11-26","H5N8","EPI_ISL_1009700","a/spot-billed_duck/korea/wa854/2020","2020-11-26","2020.9","2020-11","Anseriformes","Anatidae","anas zonorhyncha","eastern spot-billed duck","bird","wild","eastern asia","south korea","KR","35.907757","127.766922","gyeonggido","KR-41","44.4957481","11.2946868",NA,NA,NA,NA,"2.3.4.4b","Asia / Korea / GG / NA / NA","9","1","5","2","1","3","1","2","9_1_5_2_1_3_1_2","H5N8/2020/R3_Asia","16","2020-11-26","2","KR-41","keep"
"7","H5N8|EPI_ISL_1009704|Anseriformes|south_korea|16|2020-12-01","H5N8","EPI_ISL_1009704","a/mandarin_duck/korea/wa899/2020","2020-12-01","2020.92","2020-12","Anseriformes","Anatidae","aix galericulata","mandarin duck","bird","wild","eastern asia","south korea","KR","35.907757","127.766922","chungcheongnamdo","KR-44","36.5184","126.8",NA,NA,NA,NA,"2.3.4.4b","Asia / Korea / CN / NA / NA","9","1","5","2","1","3","1","2","9_1_5_2_1_3_1_2","H5N8/2020/R3_Asia","16","2020-12-01","2","KR-44","keep"
"8","H5N8|EPI_ISL_985201|Anseriformes|south_korea|16|2020-12-22","H5N8","EPI_ISL_985201","a/duck/korea/h511/2020","2020-12-22","2020.97","2020-12","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","south korea","KR","35.907757","127.766922","jeonrabukdo","KR-45",NA,NA,NA,NA,NA,NA,"2.3.4.4b","Asia / Korea / JB / NA / NA","9","1","5","2","1","3","1","2","9_1_5_2_1_3_1_2","H5N8/2020/R3_Asia","16","2020-12-22","2","KR-45","keep"
"9","H5N8|EPI_ISL_15613491|Anseriformes|japan|NA|2021-01-24","H5N8","EPI_ISL_15613491","A/mallard/Miyazaki/4501C607-c6/2021","2021-01-24","2021.06","2021-01","Anseriformes","Anatidae","anas platyrhynchos","mallard","bird","wild","eastern asia","japan","JP","36.204824","138.252924","miyazaki","JP-45","31.9076736","131.4202411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-01-24","2","JP-45","keep"
"10","H5N8|EPI_ISL_17086344|Falconiformes|japan|NA|2020-12-04","H5N8","EPI_ISL_17086344","A/peregrine_falcon/Okayama/3312A007/2020","2020-12-04","2020.92","2020-12","Falconiformes","Falconidae","falco peregrinus","peregrine falcon","bird","wild","eastern asia","japan","JP","36.204824","138.252924","okayama","JP-33","34.6551456","133.9195019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-12-04","2","JP-33","keep"
