segment ...1 tipnames virus.subtype isolate.id isolate.name collection.date collection.datedecimal collection.datemonth host.class host.order host.family host.sciname host.commonname host.isbird host.isdomestic collection.region.name collection.country.name collection.country.code collection.country.lat collection.country.long collection.subdiv1.name collection.subdiv1.code collection.subdiv1.lat collection.subdiv1.long collection.subdiv2.name collection.subdiv2.code collection.subdiv2.lat collection.subdiv2.long clade.x collection.original profile profile.lab genome collection.tipdate group todrop clade tiplocation_lon tiplocation_lat cluster.segment cluster.number
N8 282 H5N8|EPI_ISL_625671|Anseriformes|china|1|2020-10-17 H5N8 EPI_ISL_625671 a/whooper_swan/inner_mongolia/w1-1/2020 2020-10-17 2020.79 2020-10 Anseriformes_wild Anseriformes Anatidae "cygnus cygnus" "whooper swan" bird wild "eastern asia" china CN 35.86166 104.195397 "nei mongol" CN-15 38.852843 105.7008601 NA NA NA NA 2.3.4.4b "Asia / China / Inner Mongolia Autonomous Region / NA / NA" 3_2_3_1_1_2_1_2 H5N8/2020/R2_Asia 1 2020-10-17 NA keep 2.3.4.4b 105.7008601 38.852843 n8 2
N8 310 H5N8|EPI_ISL_615065|Anseriformes|kazakhstan|1|2020-09-22 H5N8 EPI_ISL_615065 a/domestic_goose/kazakhstan/1-261_2-20-b/2020 2020-09-22 2020.72 2020-09 Anseriformes_domestic Anseriformes Anatidae "anser sp. (domestic type)" "domestic goose sp. (domestic type)" bird domestic "central asia" kazakhstan KZ 48.019573 66.923684 "qostanay oblysy" KZ-KUS 53.2147 63.6305 NA NA NA NA 2.3.4.4b "Asia / Kazakhstan / Kostanay / NA / NA" 3_2_3_1_1_2_1_2 H5N8/2020/R2_Asia 1 2020-09-22 NA keep 2.3.4.4b 63.6305 53.2147 n8 2
N8 215 H5N8|EPI_ISL_644122|Anseriformes|russia|1|2020-08-13 H5N8 EPI_ISL_644122 A/goose/Omsk/0002/2020 2020-08-13 2020.61 2020-08 Anseriformes_wild Anseriformes Anatidae "anatidae (goose sp.)" "goose sp." bird wild "central asia" russia RU 61.52401 105.318756 "omskaya oblast'" RU-OMS 54.9885 73.3242 NA NA NA NA 2.3.4.4b "Europe / Russia / Omsk Oblast / Omsk region / NA" 3_2_3_1_1_2_1_2 H5N8/2020/R2_Asia 1 2020-08-13 113 keep 2.3.4.4b 73.3242 54.9885 n8 2
N8 256 H5N8|EPI_ISL_644136|Anseriformes|russia|1|2020-08-17 H5N8 EPI_ISL_644136 A/goose/Omsk/011101/2020 2020-08-17 2020.63 2020-08 Anseriformes_wild Anseriformes Anatidae "anatidae (goose sp.)" "goose sp." bird wild "central asia" russia RU 61.52401 105.318756 "omskaya oblast'" RU-OMS 54.9885 73.3242 NA NA NA NA 2.3.4.4b "Europe / Russia / Omsk Oblast / Omsk / NA" 3_2_3_1_1_2_1_2 H5N8/2020/R2_Asia 1 2020-08-17 131 keep 2.3.4.4b 73.3242 54.9885 n8 2
N8 255 H5N8|EPI_ISL_654832|Anseriformes|russia|1|2020-09-03 H5N8 EPI_ISL_654832 A/goose/Omsk/30010/2020 2020-09-03 2020.67 2020-09 Anseriformes_wild Anseriformes Anatidae "anatidae (goose sp.)" "goose sp." bird wild "central asia" russia RU 61.52401 105.318756 "omskaya oblast'" RU-OMS 54.9885 73.3242 NA NA NA NA 2.3.4.4b "Europe / Russia / Omsk Oblast / Omsk / NA" 3_2_3_1_1_2_1_2 H5N8/2020/R2_Asia 1 2020-09-03 130 keep 2.3.4.4b 73.3242 54.9885 n8 2
N8 311 H5N8|EPI_ISL_2932614|Anseriformes|kazakhstan|1|2020-09-21 H5N8 EPI_ISL_2932614 a/swan/kazakhstan/9-20-b-talg-39/2020 2020-09-21 2020.72 2020-09 Anseriformes_wild Anseriformes Anatidae "cygnus sp." "swan sp." bird wild "central asia" kazakhstan KZ 48.019573 66.923684 "soltüstik quzaqstan oblysy" KZ-SEV 53.2804 69.3762 NA NA NA NA 2.3.4.4b "Asia / Kazakhstan / North Kazakhstan / Mamlyutsky district, Mamlyutsky, Mamlyutka village / NA" 3_2_3_1_1_2_1_2 H5N8/2020/R2_Asia 1 2020-09-21 NA keep 2.3.4.4b 69.3762 53.2804 n8 2
N8 248 H5N8|EPI_ISL_644124|Anseriformes|russia|1|2020-08-13 H5N8 EPI_ISL_644124 A/duck/Omsk/0004/2020 2020-08-13 2020.61 2020-08 Anseriformes_wild Anseriformes Anatidae "anatidae (duck sp.)" "duck sp." bird wild "central asia" russia RU 61.52401 105.318756 "omskaya oblast'" RU-OMS 54.9885 73.3242 NA NA NA NA 2.3.4.4b "Europe / Russia / Omsk Oblast / Omsk / NA" 3_2_3_1_1_2_1_2 H5N8/2020/R2_Asia 1 2020-08-13 126 keep 2.3.4.4b 73.3242 54.9885 n8 2
N8 249 H5N8|EPI_ISL_644121|Galliformes|russia|1|2020-08-13 H5N8 EPI_ISL_644121 A/turkey/Omsk/0001/2020 2020-08-13 2020.61 2020-08 Galliformes_domestic Galliformes Phasianidae "meleagris gallopavo (domestic type)" "wild turkey (domestic type)" bird domestic "central asia" russia RU 61.52401 105.318756 "omskaya oblast'" RU-OMS 54.9885 73.3242 NA NA NA NA 2.3.4.4b "Europe / Russia / Omsk Oblast / Omsk / NA" 3_2_3_1_1_2_1_2 H5N8/2020/R2_Asia 1 2020-08-13 126 keep 2.3.4.4b 73.3242 54.9885 n8 2
N8 246 H5N8|EPI_ISL_644160|Galliformes|russia|1|2020-08-06 H5N8 EPI_ISL_644160 A/chicken/Chelyabinsk/403/2020 2020-08-06 2020.6 2020-08 Galliformes_domestic Galliformes Phasianidae "gallus gallus (domestic type)" "red junglefowl (domestic type)" bird domestic "central asia" russia RU 61.52401 105.318756 "chelyabinskaya oblast'" RU-CHE 55.1512 61.4291 NA NA NA NA 2.3.4.4b "Europe / Russia / Chelyabinsk Oblast / Chelyabinsk / NA" 3_2_3_1_1_2_1_2 H5N8/2020/R2_Asia 1 2020-08-06 124 keep 2.3.4.4b 61.4291 55.1512 n8 2
N8 253 H5N8|EPI_ISL_654839|Anseriformes|russia|1|2020-08-27 H5N8 EPI_ISL_654839 A/goose/Kurgan/01/2020 2020-08-27 2020.65 2020-08 Anseriformes_wild Anseriformes Anatidae "anatidae (goose sp.)" "goose sp." bird wild "central asia" russia RU 61.52401 105.318756 "kurganskaya oblast'" RU-KGN 55.4312 65.3549 NA NA NA NA 2.3.4.4b "Europe / Russia / Kurgan region / NA / NA" 3_2_3_1_1_2_1_2 H5N8/2020/R2_Asia 1 2020-08-27 129 keep 2.3.4.4b 65.3549 55.4312 n8 2
