"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.datemonth","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","clade","collection.original","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","profile.lab","cluster.genome","collection.tipdate","group","best_location_code","todrop"
"1","H5N8|EPI_ISL_1760451|Anseriformes|china|1|2020-11-10","H5N8","EPI_ISL_1760451","a/whooper_swan/shanxi/sx16/2020","2020-11-10","2020.86","2020-11","Anseriformes","Anatidae","cygnus cygnus","whooper swan","bird","wild","eastern asia","china","CN","35.86166","104.195397","shanxi","CN-14","28.4560996","117.9215965",NA,NA,NA,NA,"2.3.4.4b","Asia / China / Shanxi Province / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-11-10","1","CN-14","keep"
"2","H5N8|EPI_ISL_625672|Anseriformes|china|1|2020-10-17","H5N8","EPI_ISL_625672","a/mute_swan/inner_mongolia/w2-1/2020","2020-10-17","2020.79","2020-10","Anseriformes","Anatidae","cygnus olor","mute swan","bird","wild","eastern asia","china","CN","35.86166","104.195397","nei mongol","CN-15","38.852843","105.7008601",NA,NA,NA,NA,"2.3.4.4b","Asia / China / Inner Mongolia Autonomous Region / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-10-17","1","CN-15","keep"
"3","H5N8|EPI_ISL_7381115|Anseriformes|china|1|2021-06","H5N8","EPI_ISL_7381115","a/goose/liaoning/21640/2021",NA,NA,"2021-06","Anseriformes","Anatidae","anatidae (goose sp.)","goose sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397","liaoning","CN-21","41.7315285","123.2575966",NA,NA,NA,NA,"2.3.4.4b","Asia / China / Liaoning Province / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2021-06","1","CN-21","keep"
"4","H5N8|EPI_ISL_5260470|Anseriformes|china|1|2021-01-23","H5N8","EPI_ISL_5260470","a/wild_goose/shandong/sc196/2021","2021-01-23","2021.06","2021-01","Anseriformes","Anatidae","anatidae (goose sp.)","goose sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397","shandong","CN-37","36.674306","117.059933",NA,NA,NA,NA,"2.3.4.4b","Asia / China / Shandong / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2021-01-23","1","CN-37","keep"
"5","H5N8|EPI_ISL_14823646|Anseriformes|china|1|2020-11-08","H5N8","EPI_ISL_14823646","a/whooper_swan/sanmenxia/y10/2020","2020-11-08","2020.85","2020-11","Anseriformes","Anatidae","cygnus cygnus","whooper swan","bird","wild","eastern asia","china","CN","35.86166","104.195397","henan","CN-41","32.1277675","114.0791925",NA,NA,NA,NA,"2.3.4.4b","Asia / China / Henan Province / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-11-08","1","CN-41","keep"
"6","H5N8|EPI_ISL_2713372|Anseriformes|china|1|2020-11-16","H5N8","EPI_ISL_2713372","a/bean_goose/hubei/bq11/2020","2020-11-16","2020.87","2020-11","Anseriformes","Anatidae","anser fabalis/serrirostris","taiga/tundra bean-goose","bird","wild","eastern asia","china","CN","35.86166","104.195397","hubei","CN-42","30.9894798","112.8721355",NA,NA,NA,NA,"2.3.4.4b","Asia / China / Hubei Province / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-11-16","1","CN-42","keep"
"7","H5N8|EPI_ISL_1009685|Anseriformes|south_korea|1|2020-12-30","H5N8","EPI_ISL_1009685","a/duck/korea/h549/2020","2020-12-30","2020.99","2020-12","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","south korea","KR","35.907757","127.766922","jeonrabukdo","KR-45",NA,NA,NA,NA,NA,NA,"2.3.4.4b","Asia / Korea / JB / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-12-30","1","KR-45","keep"
"8","H5N8|EPI_ISL_1009710|Anseriformes|south_korea|1|2020-11-17","H5N8","EPI_ISL_1009710","a/wild_duck/korea/h331/2020","2020-11-17","2020.88","2020-11","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","south korea","KR","35.907757","127.766922","jejudo","KR-49",NA,NA,NA,NA,NA,NA,"2.3.4.4b","Asia / Korea / JJ / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-11-17","1","KR-49","keep"
"9","H5N8|EPI_ISL_14823422|Anseriformes|china|NA|2021-01-27","H5N8","EPI_ISL_14823422","A/Wild_geese/Hubei/H549/2021","2021-01-27","2021.07","2021-01","Anseriformes","Anatidae","anatidae (goose sp.)","goose sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397","hubei","CN-42","30.9894798","112.8721355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-01-27","1","CN-42","keep"
"10","H5N8|EPI_ISL_14822452|Anseriformes|china|NA|2021-03-12","H5N8","EPI_ISL_14822452","A/Bar-headed_Goose/Tibet/P1910/2021","2021-03-12","2021.19","2021-03","Anseriformes","Anatidae","anser indicus","bar-headed goose","bird","wild","eastern asia","china","CN","35.86166","104.195397","xizang","CN-54","31.2255567","121.4802765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-03-12","1","CN-54","keep"
"11","H5N8|EPI_ISL_2555536|Charadriiformes|china|1|2020-11-16","H5N8","EPI_ISL_2555536","a/chlidonias_hybrida/hubei/55/2020","2020-11-16","2020.87","2020-11","Charadriiformes","Laridae","chlidonias hybrida","whiskered tern","bird","wild","eastern asia","china","CN","35.86166","104.195397","hubei","CN-42","30.9894798","112.8721355",NA,NA,NA,NA,"2.3.4.4b","Asia / China / Jiangxi Province / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-11-16","1","CN-42","keep"
"12","H5N8|EPI_ISL_985191|Galliformes|south_korea|1|2020-12-12","H5N8","EPI_ISL_985191","a/chicken/korea/h440/2020","2020-12-12","2020.95","2020-12","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","south korea","KR","35.907757","127.766922","gyeonggido","KR-41","44.4957481","11.2946868",NA,NA,NA,NA,"2.3.4.4b","Asia / Korea / GG / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-12-12","1","KR-41","keep"
"13","H5N8|EPI_ISL_1009689|Galliformes|south_korea|1|2021-01-03","H5N8","EPI_ISL_1009689","a/chicken/korea/h002/2021","2021-01-03","2021.01","2021-01","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","south korea","KR","35.907757","127.766922","chungcheongnamdo","KR-44","36.5184","126.8",NA,NA,NA,NA,"2.3.4.4b","Asia / Korea / CN / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2021-01-03","1","KR-44","keep"
"14","H5N8|EPI_ISL_5260466|Podicipediformes|china|1|2021-02-22","H5N8","EPI_ISL_5260466","a/grebe/shandong/sc184/2021","2021-02-22","2021.14","2021-02","Podicipediformes","Podicipedidae","podicipedidae sp.","grebe sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397","shandong","CN-37","36.674306","117.059933",NA,NA,NA,NA,"2.3.4.4b","Asia / China / Shandong / NA / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2021-02-22","1","CN-37","keep"
"15","H5N8|EPI_ISL_666687|Anseriformes|south_korea|10|2020-10-24","H5N8","EPI_ISL_666687","a/madarin_duck/korea/k20-551-4/2020","2020-10-24","2020.81","2020-10","Anseriformes","Anatidae","aix galericulata","mandarin duck","bird","wild","eastern asia","south korea","KR","35.907757","127.766922","gyeonggido","KR-41","44.4957481","11.2946868",NA,NA,NA,NA,"2.3.4.4b","Asia / Korea / Gyeonggi-do / NA / NA","6","1","5","2","1","3","1","2","6_1_5_2_1_3_1_2","H5N8/2020/R1_Europe","10","2020-10-24","2","KR-41","keep"
"16","H5N8|EPI_ISL_17805866|environment|japan|10|2020-11-16","H5N8","EPI_ISL_17805866","a/environment/japan/ku-h6/2020","2020-11-16","2020.87","2020-11","environment","environment","environment","environment","other","wild","eastern asia","japan","JP","36.204824","138.252924",NA,NA,NA,NA,NA,NA,NA,NA,"2.3.4.4b","Asia / Japan / NA / NA / NA","6","1","5","2","1","3","1","2","6_1_5_2_1_3_1_2","H5N8/2020/R1_Europe","10","2020-11-16","2","JP","keep"
"17","H5N8|EPI_ISL_16405652|environment|japan|10|2020-11-09","H5N8","EPI_ISL_16405652","a/environment/kagoshima/ku-j1/NA","2020-11-09","2020.86","2020-11","environment","environment","environment","environment","other","wild","eastern asia","japan","JP","36.204824","138.252924","kagoshima","JP-46","31.5965535","130.5571158",NA,NA,NA,NA,"2.3.4.4b","Asia / Japan / NA / NA / NA","6","1","5","2","1","3","1","2","6_1_5_2_1_3_1_2","H5N8/2020/R1_Europe","10","2020-11-09","2","JP-46","keep"
"18","H5N8|EPI_ISL_708701|Galliformes|japan|10|2020-12-01","H5N8","EPI_ISL_708701","a/chicken/kagawa/i1c/2020","2020-12-01","2020.92","2020-12","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","japan","JP","36.204824","138.252924","kagawa","JP-37","34.3429904","134.0376604",NA,NA,NA,NA,"2.3.4.4b","Asia / Japan / Kagawa / NA / NA","6","1","5","2","1","3","1","2","6_1_5_2_1_3_1_2","H5N8/2020/R1_Europe","10","2020-12-01","3","JP-37","keep"
