"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.datemonth","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","clade","collection.original","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","profile.lab","cluster.genome","collection.tipdate","group","best_location_code","todrop"
"1","H5N8|EPI_ISL_5102449|Accipitriformes|germany|1|2020-10-29","H5N8","EPI_ISL_5102449","A/white-tailed_eagle/Germany-SH/AI02170/2020","2020-10-29","2020.83","2020-10","Accipitriformes","Accipitridae","haliaeetus albicilla","white-tailed eagle","bird","wild","western europe","germany","DE","51.165691","10.4515260000001","schleswig-holstein","DE-SH","54.2193672","9.69611669999995",NA,NA,NA,NA,"2.3.4.4b","Europe / Germany / Schleswig-Holstein / Nordfriesland / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-10-29","1","DE-SH","keep"
"2","H5N8|EPI_ISL_1307720|Accipitriformes|sweden|1|2021-03-02","H5N8","EPI_ISL_1307720","A/northern_goshawk/Sweden/SVA210303SZ0381/KN000801/JO/2021","2021-03-02","2021.16","2021-03","Accipitriformes","Accipitridae","accipiter gentilis","eurasian goshawk","bird","wild","northern europe","sweden","SE","60.128161","18.643501","jönköpings län","SE-F","57.7817978","14.1585104000001",NA,NA,NA,NA,"2.3.4.4b","Europe / Sweden / Jonkopings Lan / Jonkopings Kommun / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2021-03-02","1","SE-F","keep"
"3","H5N8|EPI_ISL_1240717|Accipitriformes|sweden|1|2021-02-21","H5N8","EPI_ISL_1240717","A/northern_goshawk/Sweden/SVA210225SZ0302/KN000664/2021","2021-02-21","2021.14","2021-02","Accipitriformes","Accipitridae","accipiter gentilis","eurasian goshawk","bird","wild","northern europe","sweden","SE","60.128161","18.643501","kalmar län","SE-H","57.0942447","16.5435605",NA,NA,NA,NA,"2.3.4.4b","Europe / Sweden / Kalmar Lan / Kalmar Kommun / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2021-02-21","1","SE-H","keep"
"4","H5N8|EPI_ISL_1386249|Accipitriformes|sweden|1|2021-03-16","H5N8","EPI_ISL_1386249","A/western_marsh_harrier/Sweden/SVA210316SZ0486/KN001011/E/2021","2021-03-16","2021.2","2021-03","Accipitriformes","Accipitridae","circus aeruginosus","western marsh harrier","bird","wild","northern europe","sweden","SE","60.128161","18.643501","gotlands län","SE-I","57.649684","18.714468",NA,NA,NA,NA,"2.3.4.4b","Europe / Sweden / Ostergotlands Lan / Linkopings Kommun / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2021-03-16","1","SE-I","keep"
"5","H5N8|EPI_ISL_1239110|Accipitriformes|sweden|1|2021-02-22","H5N8","EPI_ISL_1239110","A/northern_goshawk/Sweden/SVA210224SZ0479/KN000627/2021","2021-02-22","2021.14","2021-02","Accipitriformes","Accipitridae","accipiter gentilis","eurasian goshawk","bird","wild","northern europe","sweden","SE","60.128161","18.643501","blekinge län","SE-K","56.143109","15.3666703",NA,NA,NA,NA,"2.3.4.4b","Europe / Sweden / Blekinge Lan / Karlshamns Kommun / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2021-02-22","1","SE-K","keep"
"6","H5N5|EPI_ISL_614399|Accipitriformes|germany|36|2020-10-29","H5N5","EPI_ISL_614399","A/buzzard/Germany-MV/AI02166/2020","2020-10-29","2020.83","2020-10","Accipitriformes","Accipitridae","buteo buteo","common buzzard","bird","wild","western europe","germany","DE","51.165691","10.4515260000001","mecklenburg-vorpommern","DE-MV","53.6126505","12.4295953",NA,NA,NA,NA,"2.3.4.4b","Europe / Germany / Mecklenburg-Vorpommern / NA / NA","3","2","2","1","1","7","1","2","3_2_2_1_1_7_1_2","H5N5/2020/R1_Europe","36","2020-10-29","1","DE-MV","keep"
"7","H5N8|EPI_ISL_7622862|Anseriformes|belgium|1|2020-12-26","H5N8","EPI_ISL_7622862","A/Anser_brachyrhynchus/Belgium/151/2020","2020-12-26","2020.98","2020-12","Anseriformes","Anatidae","anser brachyrhynchus","pink-footed goose","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996","west-vlaanderen","BE-VWV","51.30054","3.15300000000002",NA,NA,NA,NA,"2.3.4.4b","Europe / Belgium / Provincie West-Vlaanderen / Zedelgem / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-12-26","1","BE-VWV","keep"
"8","H5N8|EPI_ISL_5098138|Anseriformes|germany|1|2021-01-11","H5N8","EPI_ISL_5098138","A/wild_goose/Germany-NI/AI00626/2021","2021-01-11","2021.03","2021-01","Anseriformes","Anatidae","anatidae (goose sp.)","goose sp.","bird","wild","western europe","germany","DE","51.165691","10.4515260000001","niedersachsen","DE-NI","52.6367036","9.8450765",NA,NA,NA,NA,"2.3.4.4b","Europe / Germany / Lower Saxony / Harburg / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2021-01-11","1","DE-NI","keep"
"9","H5N8|EPI_ISL_5058432|Anseriformes|germany|1|2020-11-02","H5N8","EPI_ISL_5058432","A/barnacle_goose/Germany-SH/AI02190/2020","2020-11-02","2020.84","2020-11","Anseriformes","Anatidae","branta leucopsis","barnacle goose","bird","wild","western europe","germany","DE","51.165691","10.4515260000001","schleswig-holstein","DE-SH","54.2193672","9.69611669999995",NA,NA,NA,NA,"2.3.4.4b","Europe / Germany / Schleswig-Holstein / Nordfriesland / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-11-02","1","DE-SH","keep"
"10","H5N8|EPI_ISL_984691|Anseriformes|denmark|1|2020-11-06","H5N8","EPI_ISL_984691","A/common_buzzard/Denmark/14600-1/2020","2020-11-06","2020.85","2020-11","Anseriformes","Anatidae","anas crecca","green-winged teal","bird","wild","northern europe","denmark","DK","56.26392","9.50178500000004","syddanmark","DK-83","55.7051253","9.53321879999999",NA,NA,NA,NA,"2.3.4.4b","Europe / Denmark / Region Syddanmark / Abenra Kommune / NA","3","2","3","1","1","2","1","2","3_2_3_1_1_2_1_2","H5N8/2020/R2_Asia","1","2020-11-06","1","DK-83","keep"
