"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.datemonth","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","clade","collection.original","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","profile.lab","cluster.genome","collection.tipdate","group","best_location_code","todrop"
"1","H5N2|EPI_ISL_1760455|Anseriformes|china|286|2020-11-10","H5N2","EPI_ISL_1760455","a/whooper_swan/shanxi/sx116/2020","2020-11-10","2020.86","2020-11","Anseriformes","Anatidae","cygnus cygnus","whooper swan","bird","wild","eastern asia","china","CN","35.86166","104.195397","shanxi","CN-14","28.4560996","117.9215965",NA,NA,NA,NA,"2.3.4.4b","Asia / China / Shanxi Province / NA / NA","22","38","22","2","6","66","1","2","22_38_22_2_6_66_1_2",NA,"286","2020-11-10","1","CN-14","keep"
"2","H9N2|EPI_ISL_1760456|Anseriformes|china|NA|2020-11-10","H9N2","EPI_ISL_1760456","A/whooper_swan/Shanxi/SX126/2020","2020-11-10","2020.86","2020-11","Anseriformes","Anatidae","cygnus cygnus","whooper swan","bird","wild","eastern asia","china","CN","35.86166","104.195397","shanxi","CN-14","28.4560996","117.9215965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-11-10","1","CN-14","keep"
"3","H5N2|EPI_ISL_china_11|Anseriformes|china|101|2022-01-26","H5N2","EPI_ISL_china_11","a/duck/hunan/01.26_yywlp-o7/2022","2022-01-26","2022.07","2022-01","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397","hunan","CN-43","27.2498042","113.6176643",NA,NA,NA,NA,NA,"Asia / China / Hunan / NA / NA","3","14","3","1","15","22","1","2","3_14_3_1_15_22_1_2","H5N2/2021/R1_Asia","101","2022-01-26","2","CN-43","keep"
"4","H3N2|EPI_ISL_9572777|Anseriformes|viet_nam|NA|2020-07-29","H3N2","EPI_ISL_9572777","A/duck/Vietnam/HN6471/2020","2020-07-29","2020.57","2020-07","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","south-eastern asia","viet nam","VN","14.058324","108.277199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-07-29","3","VN","keep"
"5","H5N2|EPI_ISL_3229260|Anseriformes|china|NA|2018-12-25","H5N2","EPI_ISL_3229260","A/whooper_swan/Henan/Y127/2018","2018-12-25","2018.98","2018-12","Anseriformes","Anatidae","cygnus cygnus","whooper swan","bird","wild","eastern asia","china","CN","35.86166","104.195397","henan","CN-41","32.1277675","114.0791925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-12-25","4","CN-41","keep"
"6","H6N2|EPI_ISL_4071038|Anseriformes|south_korea|NA|2019-11-06","H6N2","EPI_ISL_4071038","Anas_crecca/South_Korea/KNU2019-69/2019","2019-11-06","2019.85","2019-11","Anseriformes","Anatidae","anas crecca","green-winged teal","bird","wild","eastern asia","south korea","KR","35.907757","127.766922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-11-06","5","KR","keep"
"7","H6N2|EPI_ISL_462611|Anseriformes|china|NA|2019-11-19","H6N2","EPI_ISL_462611","A/mallard/Anhui/2-682/2019","2019-11-19","2019.88","2019-11","Anseriformes","Anatidae","anas platyrhynchos","mallard","bird","wild","eastern asia","china","CN","35.86166","104.195397","anhui","CN-34","31.844419","117.254331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-11-19","6","CN-34","keep"
"8","H6N2|EPI_ISL_16886900|Anseriformes|south_korea|NA|2022-03-02","H6N2","EPI_ISL_16886900","A/Anser_albifrons/South_Korea/50/2022","2022-03-02","2022.16","2022-03","Anseriformes","Anatidae","anser albifrons","greater white-fronted goose","bird","wild","eastern asia","south korea","KR","35.907757","127.766922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-02","7","KR","keep"
"9","H9N2|EPI_ISL_9593362|Anseriformes|iran|NA|2019-10-01","H9N2","EPI_ISL_9593362","A/Greater_white-fronted_goose/Iran/C2382020/2019","2019-10-01","2019.75","2019-10","Anseriformes","Anatidae","anser albifrons/erythropus","greater/lesser white-fronted goose","bird","wild","southern asia","iran","IR","32.427908","53.688046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-10-01","8","IR","keep"
"10","NA|EPI_ISL_209117|Anseriformes|mongolia|NA|2015-08-30",NA,"EPI_ISL_209117","A/duck/Mongolia/154/2015","2015-08-30","2015.66","2015-08","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","mongolia","MN","46.862496","103.846656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-08-30","9","MN","keep"
