"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.dateweek","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","month.date","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","cluster.genome","date.year.month","collection.tipdate","group","best_location_code"
"1","H3N2|EPI_ISL_14776042|Anseriformes|bangladesh|NA|2020-10-22","H3N2","EPI_ISL_14776042","A/duck/Bangladesh/46090/2020","2020-10-22","2020.81","2020-43","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","southern asia","bangladesh","BD","23.684994","90.356331",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-22",NA,"BD"
"2","H6N2|EPI_ISL_244552|Anseriformes|china|NA|2014-12-22","H6N2","EPI_ISL_244552","A/Anser_fabalis/China/Anhui/L180/2014","2014-12-22","2014.97","2014-52","Anseriformes","Anatidae","anser fabalis/serrirostris","taiga/tundra bean-goose","bird","wild","eastern asia","china","CN","35.86166","104.195397",NA,NA,NA,NA,NA,NA,NA,NA,"2014-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-12-22",NA,"CN"
"3","H4N2|EPI_ISL_700932|NA|china|NA|2019-10-31","H4N2","EPI_ISL_700932","A/wild_bird/China/Y13/2019","2019-10-31","2019.83","2019-44","NA","NA","aves sp.","bird sp.","other","wild","eastern asia","china","CN","35.86166","104.195397",NA,NA,NA,NA,NA,NA,NA,NA,"2019-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-10-31",NA,"CN"
"4","H5N2|EPI_ISL_1760455|Anseriformes|china|286|2020-11-10","H5N2","EPI_ISL_1760455","a/whooper_swan/shanxi/sx116/2020","2020-11-10","2020.86","2020-46","Anseriformes","Anatidae","cygnus cygnus","whooper swan","bird","wild","eastern asia","china","CN","35.86166","104.195397","shanxi","CN-14","28.4560996","117.9215965",NA,NA,NA,NA,"2020-11",22,38,22,2,6,66,1,2,"22_38_22_2_6_66_1_2",286,"2020-11","2020-11-10",1,"CN-14"
"5","H9N2|EPI_ISL_1760456|Anseriformes|china|NA|2020-11-10","H9N2","EPI_ISL_1760456","A/whooper_swan/Shanxi/SX126/2020","2020-11-10","2020.86","2020-46","Anseriformes","Anatidae","cygnus cygnus","whooper swan","bird","wild","eastern asia","china","CN","35.86166","104.195397","shanxi","CN-14","28.4560996","117.9215965",NA,NA,NA,NA,"2020-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-11-10",1,"CN-14"
"6","H4N2|EPI_ISL_17811772|Anseriformes|china|NA|2019-11-09","H4N2","EPI_ISL_17811772","A/Eastern_Spot-billed_Duck/Shanghai/NH19798/2019","2019-11-09","2019.85","2019-45","Anseriformes","Anatidae","anas zonorhyncha","eastern spot-billed duck","bird","wild","eastern asia","china","CN","35.86166","104.195397","shanghai","CN-31","31.230393","121.473704",NA,NA,NA,NA,"2019-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-11-09",NA,"CN-31"
"7","H9N2|EPI_ISL_13156588|Charadriiformes|china|NA|2020-09-10","H9N2","EPI_ISL_13156588","A/Eurasian_curlew/Shanghai/CM090410/2020","2020-09-10","2020.69","2020-37","Charadriiformes","Scolopacidae","numenius arquata","eurasian curlew","bird","wild","eastern asia","china","CN","35.86166","104.195397","shanghai","CN-31","31.230393","121.473704",NA,NA,NA,NA,"2020-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-09-10",NA,"CN-31"
"8","H6N2|EPI_ISL_462611|Anseriformes|china|NA|2019-11-19","H6N2","EPI_ISL_462611","A/mallard/Anhui/2-682/2019","2019-11-19","2019.88","2019-47","Anseriformes","Anatidae","anas platyrhynchos","mallard","bird","wild","eastern asia","china","CN","35.86166","104.195397","anhui","CN-34","31.844419","117.254331",NA,NA,NA,NA,"2019-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-11-19",6,"CN-34"
"9","H6N2|EPI_ISL_462607|Anseriformes|china|NA|2019-11-19","H6N2","EPI_ISL_462607","A/mallard/Anhui/1-451/2019","2019-11-19","2019.88","2019-47","Anseriformes","Anatidae","anas platyrhynchos","mallard","bird","wild","eastern asia","china","CN","35.86166","104.195397","anhui","CN-34","31.844419","117.254331",NA,NA,NA,NA,"2019-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-11-19",NA,"CN-34"
"10","H5N2|EPI_ISL_3229260|Anseriformes|china|NA|2018-12-25","H5N2","EPI_ISL_3229260","A/whooper_swan/Henan/Y127/2018","2018-12-25","2018.98","2018-52","Anseriformes","Anatidae","cygnus cygnus","whooper swan","bird","wild","eastern asia","china","CN","35.86166","104.195397","henan","CN-41","32.1277675","114.0791925",NA,NA,NA,NA,"2018-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-12-25",4,"CN-41"
"11","H5N2|EPI_ISL_china_13|Anseriformes|china|101|2022-01-26","H5N2","EPI_ISL_china_13","a/duck/hunan/01.26_yywlp-o9/2022","2022-01-26","2022.07","2022-04","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397","hunan","CN-43","27.2498042","113.6176643",NA,NA,NA,NA,"2022-01",3,14,3,1,15,22,1,2,"3_14_3_1_15_22_1_2",101,"2022-01","2022-01-26",2,"CN-43"
"12","H9N2|EPI_ISL_9593364|Anseriformes|iran|NA|2019-10-01","H9N2","EPI_ISL_9593364","A/Eurasian_teal/Iran/C1632020/2019","2019-10-01","2019.75","2019-40","Anseriformes","Anatidae","anas crecca","green-winged teal","bird","wild","southern asia","iran","IR","32.427908","53.688046",NA,NA,NA,NA,NA,NA,NA,NA,"2019-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-10-01",8,"IR"
"13","H5N2|EPI_ISL_15732741|Passeriformes|japan|297|2022-10-28","H5N2","EPI_ISL_15732741","a/large-billed_crow/hokkaido/b003/2022","2022-10-28","2022.82","2022-43","Passeriformes","Corvidae","corvus macrorhynchos","large-billed crow","bird","wild","eastern asia","japan","JP","36.204824","138.252924","hokkaido","JP-01","44","143",NA,NA,NA,NA,"2022-10",60,1,78,1,1,78,1,1,"60_1_78_1_1_78_1_1",297,"2022-10","2022-10-28",NA,"JP-01"
"14","H5N2|EPI_ISL_14867043|Anseriformes|japan|NA|2020-09-01","H5N2","EPI_ISL_14867043","A/Northern_Pintail/Tottori/NIES1378/2020","2020-09-01","2020.67","2020-36","Anseriformes","Anatidae","anas acuta","northern pintail","bird","wild","eastern asia","japan","JP","36.204824","138.252924","tottori","JP-31","35.5011326","134.2350914",NA,NA,NA,NA,"2020-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-09-01",NA,"JP-31"
"15","H9N2|EPI_ISL_14867047|Anseriformes|japan|NA|2021-09-01","H9N2","EPI_ISL_14867047","A/Spotbill_duck/Nagasaki/NIES609/2021","2021-09-01","2021.67","2021-35","Anseriformes","Anatidae","anas poecilorhyncha","indian spot-billed duck","bird","wild","eastern asia","japan","JP","36.204824","138.252924","nagasaki","JP-42","32.7502856","129.877667",NA,NA,NA,NA,"2021-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-09-01",NA,"JP-42"
"16","H5N2|EPI_ISL_18284476|Galliformes|japan|NA|2023-01-17","H5N2","EPI_ISL_18284476","A/chicken/Oita/22A4T/2023","2023-01-17","2023.04","2023-03","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","japan","JP","36.204824","138.252924","oita","JP-44","33.2395578","131.609272",NA,NA,NA,NA,"2023-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-01-17",NA,"JP-44"
"17","H11N2|EPI_ISL_13439051|environment|japan|NA|2019-12-16","H11N2","EPI_ISL_13439051","A/environment/Kagoshima/KU-3c/2019","2019-12-16","2019.96","2019-51","environment","environment","environment","environment","other","wild","eastern asia","japan","JP","36.204824","138.252924","kagoshima","JP-46","31.5965535","130.5571158",NA,NA,NA,NA,"2019-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-12-16",NA,"JP-46"
"18","H6N2|EPI_ISL_4071038|Anseriformes|south_korea|NA|2019-11-06","H6N2","EPI_ISL_4071038","Anas_crecca/South_Korea/KNU2019-69/2019","2019-11-06","2019.85","2019-45","Anseriformes","Anatidae","anas crecca","green-winged teal","bird","wild","eastern asia","south korea","KR","35.907757","127.766922",NA,NA,NA,NA,NA,NA,NA,NA,"2019-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-11-06",5,"KR"
"19","H6N2|EPI_ISL_16886900|Anseriformes|south_korea|NA|2022-03-02","H6N2","EPI_ISL_16886900","A/Anser_albifrons/South_Korea/50/2022","2022-03-02","2022.16","2022-09","Anseriformes","Anatidae","anser albifrons","greater white-fronted goose","bird","wild","eastern asia","south korea","KR","35.907757","127.766922",NA,NA,NA,NA,NA,NA,NA,NA,"2022-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-02",7,"KR"
"20","H5N2|EPI_ISL_369324|Anseriformes|south_korea|NA|2017-10-26","H5N2","EPI_ISL_369324","A/mallard/Korea/A21-2/2017","2017-10-26","2017.82","2017-43","Anseriformes","Anatidae","anas platyrhynchos","mallard","bird","wild","eastern asia","south korea","KR","35.907757","127.766922",NA,NA,NA,NA,NA,NA,NA,NA,"2017-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-26",NA,"KR"
