"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.dateweek","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","month.date","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","cluster.genome","date.year.month","collection.tipdate","group","best_location_code"
"1","H5N8|EPI_ISL_644735|Anseriformes|belgium|1|2020-11-04","H5N8","EPI_ISL_644735","A/Cygnus_olor/Belgium/1001/NA","2020-11-04","2020.84","2020-45","Anseriformes","Anatidae","cygnus olor","mute swan","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2020-11",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2020-11","2020-11-04",110,"BE"
"2","H5N8|EPI_ISL_7590312|Anseriformes|belgium|1|2021-01-11","H5N8","EPI_ISL_7590312","A/Branta_canadensis/Belgium/500/2021","2021-01-11","2021.03","2021-02","Anseriformes","Anatidae","branta canadensis","canada goose","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2021-01",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-01","2021-01-11",118,"BE"
"3","H5N8|EPI_ISL_7591058|Anseriformes|belgium|1|2021-04-20","H5N8","EPI_ISL_7591058","A/Anas_platyrhynchos_domestica/Belgium/5517/2021","2021-04-20","2021.3","2021-16","Anseriformes","Anatidae","anas platyrhynchos","mallard","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2021-04",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-04","2021-04-20",NA,"BE"
"4","H5N8|EPI_ISL_7623299|Columbiformes|belgium|1|2021-03-01","H5N8","EPI_ISL_7623299","A/Columba_palumbus/Belgium/004/2021","2021-03-01","2021.16","2021-09","Columbiformes","Columbidae","columba palumbus","common wood-pigeon","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2021-03",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-03","2021-03-01",133,"BE"
"5","H5N8|EPI_ISL_7623303|Passeriformes|belgium|1|2021-03-01","H5N8","EPI_ISL_7623303","A/Garrulus_glandarius/Belgium/003/2021","2021-03-01","2021.16","2021-09","Passeriformes","Corvidae","garrulus glandarius","eurasian jay","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2021-03",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-03","2021-03-01",133,"BE"
"6","H5N8|EPI_ISL_7596571|Passeriformes|belgium|1|2020-11-13","H5N8","EPI_ISL_7596571","A/Pica_pica/Belgium/1005/2020","2020-11-13","2020.87","2020-46","Passeriformes","Corvidae","pica pica","eurasian magpie","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2020-11",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2020-11","2020-11-13",NA,"BE"
"7","H5N8|EPI_ISL_7623043|Charadriiformes|belgium|1|2021-01-11","H5N8","EPI_ISL_7623043","A/Larus_argentatus/Belgium/568/2021","2021-01-11","2021.03","2021-02","Charadriiformes","Laridae","larus argentatus","herring gull","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2021-01",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-01","2021-01-11",NA,"BE"
"8","H5N8|EPI_ISL_7623789|Galliformes|belgium|1|2021-07-12","H5N8","EPI_ISL_7623789","A/Gallus_gallus/Belgium/9247/2021","2021-07-12","2021.53","2021-28","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2021-07",3,32,3,1,1,2,1,2,"3_32_3_1_1_2_1_2",1,"2021-07","2021-07-12",NA,"BE"
"9","H5N8|EPI_ISL_7597827|Podicipediformes|belgium|1|2020-11-24","H5N8","EPI_ISL_7597827","A/Podiceps_cristatus/Belgium/10015/2020","2020-11-24","2020.9","2020-48","Podicipediformes","Podicipedidae","podiceps cristatus","great crested grebe","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2020-11",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2020-11","2020-11-24",NA,"BE"
"10","H5N8|EPI_ISL_644148|Galliformes|canada|1|2020-08-06","H5N8","EPI_ISL_644148","A/chicken/Chelyabinsk/404/2020","2020-08-06","2020.6","2020-32","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","northern america","canada","CA","56.130366","-106.346771","alberta","CA-AB","53.9332706","-116.5765035",NA,NA,NA,NA,"2020-08",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2020-08","2020-08-06",124,"CA-AB"
