"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.dateweek","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","month.date","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","cluster.genome","date.year.month","collection.tipdate","group","best_location_code"
"1","H5N1|EPI_ISL_17785730|Anseriformes|austria|3|2021-12-15","H5N1","EPI_ISL_17785730","A/mute_swan/Austria/21155360-001/2021","2021-12-15","2021.95","2021-50","Anseriformes","Anatidae","cygnus olor","mute swan","bird","wild","western europe","austria","AT","47.516231","14.550072",NA,NA,NA,NA,NA,NA,NA,NA,"2021-12",1,1,2,1,1,1,1,57,"1_1_2_1_1_1_1_57",3,"2021-12","2021-12-15",NA,"AT"
"2","H5N1|EPI_ISL_11211731|Anseriformes|bangladesh|19|2021-12-22","H5N1","EPI_ISL_11211731","a/duck/bangladesh/19d1818/2021","2021-12-22","2021.97","2021-51","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","southern asia","bangladesh","BD","23.684994","90.356331",NA,NA,NA,NA,NA,NA,NA,NA,"2021-12",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1",19,"2021-12","2021-12-22",3,"BD"
"3","H5N1|EPI_ISL_14886367|Anseriformes|bangladesh|19|2021-12-19","H5N1","EPI_ISL_14886367","a/duck/bangladesh/51602/2021","2021-12-19","2021.96","2021-50","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","southern asia","bangladesh","BD","23.684994","90.356331",NA,NA,NA,NA,NA,NA,NA,NA,"2021-12",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1",19,"2021-12","2021-12-19",10,"BD"
"4","H5N1|EPI_ISL_13243350|Anseriformes|bangladesh|19|2022-03-09","H5N1","EPI_ISL_13243350","a/duck/bangladesh/19d1874/2022","2022-03-09","2022.18","2022-10","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","southern asia","bangladesh","BD","23.684994","90.356331",NA,NA,NA,NA,NA,NA,NA,NA,"2022-03",59,1,1,1,1,1,1,1,"59_1_1_1_1_1_1_1",19,"2022-03","2022-03-09",NA,"BD"
"5","H5N1|EPI_ISL_13243696|Anseriformes|bangladesh|NA|2021-12-22","H5N1","EPI_ISL_13243696","A/duck/Bangladesh/19D1817/2021","2021-12-22","2021.97","2021-51","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","southern asia","bangladesh","BD","23.684994","90.356331",NA,NA,NA,NA,NA,NA,NA,NA,"2021-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-22",NA,"BD"
"6","H5N1|EPI_ISL_16838578|Anseriformes|canada|2|2021-08-08","H5N1","EPI_ISL_16838578","A/goose/Chelyabinsk/1341-3/2021","2021-08-08","2021.6","2021-31","Anseriformes","Anatidae","anatidae (goose sp.)","goose sp.","bird","wild","northern america","canada","CA","56.130366","-106.346771","alberta","CA-AB","53.9332706","-116.5765035",NA,NA,NA,NA,"2021-08",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1",2,"2021-08","2021-08-08",NA,"CA-AB"
"7","H5N1|EPI_ISL_16183656|Anseriformes|canada|9|2022-04-27","H5N1","EPI_ISL_16183656","A/Canada_Goose/AB/FAV-0505-19/2022","2022-04-27","2022.32","2022-17","Anseriformes","Anatidae","branta canadensis","canada goose","bird","wild","northern america","canada","CA","56.130366","-106.346771","alberta","CA-AB","53.9332706","-116.5765035",NA,NA,NA,NA,"2022-04",5,3,1,1,2,1,1,4,"5_3_1_1_2_1_1_4",9,"2022-04","2022-04-27",46,"CA-AB"
"8","H5N1|EPI_ISL_16023376|Carnivora|canada|9|2022-05-31","H5N1","EPI_ISL_16023376","A/Skunk/AB/FAV-0835-11/2022","2022-05-31","2022.41","2022-22","Carnivora","Mephitidae","NA","skunk","other","wild","northern america","canada","CA","56.130366","-106.346771","alberta","CA-AB","53.9332706","-116.5765035",NA,NA,NA,NA,"2022-05",5,3,1,1,2,1,1,4,"5_3_1_1_2_1_1_4",9,"2022-05","2022-05-31",46,"CA-AB"
"9","H5N1|EPI_ISL_16183504|Galliformes|canada|9|2022-05-16","H5N1","EPI_ISL_16183504","A/Chicken/AB/FAV-0222-01/2022","2022-05-16","2022.37","2022-20","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","northern america","canada","CA","56.130366","-106.346771","alberta","CA-AB","53.9332706","-116.5765035",NA,NA,NA,NA,"2022-05",5,3,1,1,2,1,1,4,"5_3_1_1_2_1_1_4",9,"2022-05","2022-05-16",46,"CA-AB"
"10","H5N1|EPI_ISL_16189912|Strigiformes|canada|9|2022-04-28","H5N1","EPI_ISL_16189912","A/Great_Horned_Owl/AB/FAV-0505-19/2022","2022-04-28","2022.32","2022-17","Strigiformes","Strigidae","bubo virginianus","great horned owl","bird","wild","northern america","canada","CA","56.130366","-106.346771","alberta","CA-AB","53.9332706","-116.5765035",NA,NA,NA,NA,"2022-04",5,3,1,1,2,1,1,4,"5_3_1_1_2_1_1_4",9,"2022-04","2022-04-28",46,"CA-AB"
"11","H5N1|EPI_ISL_15843373|Accipitriformes|canada|2|2022-02-03","H5N1","EPI_ISL_15843373","A/Bald_Eagle/BC/OTH-33-36/NA","2022-02-03","2022.09","2022-05","Accipitriformes","Accipitridae","haliaeetus leucocephalus","bald eagle","bird","wild","northern america","canada","CA","56.130366","-106.346771","british columbia","CA-BC","53.7266683","-127.6476206",NA,NA,NA,NA,"2022-02",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1",2,"2022-02","2022-02-03",NA,"CA-BC"
"12","H5N1|EPI_ISL_17051368|Accipitriformes|canada|NA|2022-06-17","H5N1","EPI_ISL_17051368","A/bald_eagle/BC/AIVPHL-184/2022","2022-06-17","2022.46","2022-24","Accipitriformes","Accipitridae","haliaeetus leucocephalus","bald eagle","bird","wild","northern america","canada","CA","56.130366","-106.346771","british columbia","CA-BC","53.7266683","-127.6476206",NA,NA,NA,NA,"2022-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-06-17",46,"CA-BC"
"13","H5N1|EPI_ISL_17051483|Anseriformes|canada|2|2023-01-16","H5N1","EPI_ISL_17051483","A/trumpeter_swan/BC/AIVPHL-364/2023","2023-01-16","2023.04","2023-03","Anseriformes","Anatidae","cygnus buccinator","trumpeter swan","bird","wild","northern america","canada","CA","56.130366","-106.346771","british columbia","CA-BC","53.7266683","-127.6476206",NA,NA,NA,NA,"2023-01",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1",2,"2023-01","2023-01-16",NA,"CA-BC"
"14","H5N1|EPI_ISL_17051351|Anseriformes|canada|NA|2022-05-31","H5N1","EPI_ISL_17051351","A/snow_goose/BC/AIVPHL-168/2022","2022-05-31","2022.41","2022-22","Anseriformes","Anatidae","anser caerulescens","snow goose","bird","wild","northern america","canada","CA","56.130366","-106.346771","british columbia","CA-BC","53.7266683","-127.6476206",NA,NA,NA,NA,"2022-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-31",46,"CA-BC"
"15","H5N1|EPI_ISL_17051432|Pelecaniformes|canada|NA|2022-11-28","H5N1","EPI_ISL_17051432","A/great_blue_heron/BC/AIVPHL-311/2022","2022-11-28","2022.91","2022-48","Pelecaniformes","Ardeidae","ardea herodias","great blue heron","bird","wild","northern america","canada","CA","56.130366","-106.346771","british columbia","CA-BC","53.7266683","-127.6476206",NA,NA,NA,NA,"2022-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-11-28",48,"CA-BC"
"16","H5N1|EPI_ISL_17051471|Passeriformes|canada|NA|2022-12-30","H5N1","EPI_ISL_17051471","A/american_crow/BC/AIVPHL-350/2022","2022-12-30","2022.99","2022-52","Passeriformes","Corvidae","corvus brachyrhynchos","american crow","bird","wild","northern america","canada","CA","56.130366","-106.346771","british columbia","CA-BC","53.7266683","-127.6476206",NA,NA,NA,NA,"2022-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-12-30",48,"CA-BC"
"17","H5N1|EPI_ISL_17051341|Pelecaniformes|canada|9|2022-06-02","H5N1","EPI_ISL_17051341","A/american_white_pelican/BC/AIVPHL-148/2022","2022-06-02","2022.42","2022-22","Pelecaniformes","Pelecanidae","pelecanus erythrorhynchos","american white pelican","bird","wild","northern america","canada","CA","56.130366","-106.346771","british columbia","CA-BC","53.7266683","-127.6476206",NA,NA,NA,NA,"2022-06",5,3,1,1,2,1,1,4,"5_3_1_1_2_1_1_4",9,"2022-06","2022-06-02",46,"CA-BC"
