"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.dateweek","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","month.date","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","cluster.genome","date.year.month","collection.tipdate","group","best_location_code"
"1","H5N8|EPI_ISL_3128534|Galliformes|albania|1|2021-06-04","H5N8","EPI_ISL_3128534","A/chicken/Albania/21VIR5387-2/2021","2021-06-04","2021.42","2021-22","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","southern europe","albania","AL","41.153332","20.168331",NA,NA,NA,NA,NA,NA,NA,NA,"2021-06",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-06","2021-06-04",NA,"AL"
"2","H5N8|EPI_ISL_1665257|Anseriformes|austria|1|2021-02-04","H5N8","EPI_ISL_1665257","A/mute_swan/Austria/210121VIR1085-2/2021","2021-02-04","2021.09","2021-05","Anseriformes","Anatidae","cygnus olor","mute swan","bird","wild","western europe","austria","AT","47.516231","14.550072",NA,NA,NA,NA,NA,NA,NA,NA,"2021-02",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-02","2021-02-04",114,"AT"
"3","H5N1|EPI_ISL_17785731|Anseriformes|austria|2|2022-01-03","H5N1","EPI_ISL_17785731","A/mute_swan/Austria/22000062-001/2022","2022-01-03","2022.01","2022-01","Anseriformes","Anatidae","cygnus olor","mute swan","bird","wild","western europe","austria","AT","47.516231","14.550072",NA,NA,NA,NA,NA,NA,NA,NA,"2022-01",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1",2,"2022-01","2022-01-03",68,"AT"
"4","H5N1|EPI_ISL_17785727|Galliformes|austria|2|2022-01-19","H5N1","EPI_ISL_17785727","A/laying_hen/Austria/22005859-001/2022","2022-01-19","2022.05","2022-03","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","western europe","austria","AT","47.516231","14.550072",NA,NA,NA,NA,NA,NA,NA,NA,"2022-01",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1",2,"2022-01","2022-01-19",68,"AT"
"5","H5N1|EPI_ISL_14886675|Anseriformes|bangladesh|19|2021-12-19","H5N1","EPI_ISL_14886675","a/duck/bangladesh/51601/2021","2021-12-19","2021.96","2021-50","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","southern asia","bangladesh","BD","23.684994","90.356331",NA,NA,NA,NA,NA,NA,NA,NA,"2021-12",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1",19,"2021-12","2021-12-19",53,"BD"
"6","H5N1|EPI_ISL_13243350|Anseriformes|bangladesh|19|2022-03-09","H5N1","EPI_ISL_13243350","a/duck/bangladesh/19d1874/2022","2022-03-09","2022.18","2022-10","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","southern asia","bangladesh","BD","23.684994","90.356331",NA,NA,NA,NA,NA,NA,NA,NA,"2022-03",59,1,1,1,1,1,1,1,"59_1_1_1_1_1_1_1",19,"2022-03","2022-03-09",NA,"BD"
"7","H5N1|EPI_ISL_13243696|Anseriformes|bangladesh|NA|2021-12-22","H5N1","EPI_ISL_13243696","A/duck/Bangladesh/19D1817/2021","2021-12-22","2021.97","2021-51","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","southern asia","bangladesh","BD","23.684994","90.356331",NA,NA,NA,NA,NA,NA,NA,NA,"2021-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-22",NA,"BD"
"8","H5N1|EPI_ISL_14388434|Accipitriformes|belgium|2|2021-12-24","H5N1","EPI_ISL_14388434","A/Buteo_buteo/belgium/3340013/2021","2021-12-24","2021.98","2021-51","Accipitriformes","Accipitridae","buteo buteo","common buzzard","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2021-12",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1",2,"2021-12","2021-12-24",68,"BE"
"9","H5N8|EPI_ISL_7622862|Anseriformes|belgium|1|2020-12-26","H5N8","EPI_ISL_7622862","A/Anser_brachyrhynchus/Belgium/151/2020","2020-12-26","2020.98","2020-52","Anseriformes","Anatidae","anser brachyrhynchus","pink-footed goose","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2020-12",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2020-12","2020-12-26",1,"BE"
"10","H5N8|EPI_ISL_7622619|Anseriformes|belgium|1|2020-12-03","H5N8","EPI_ISL_7622619","A/Anser_Brachyrhynchus_Anser_Anser/Belgium/13846/2020","2020-12-03","2020.92","2020-49","Anseriformes","Anatidae","anser brachyrhynchus","pink-footed goose","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2020-12",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2020-12","2020-12-03",NA,"BE"
"11","H5N1|EPI_ISL_16676477|Anseriformes|belgium|2|2022-01-17","H5N1","EPI_ISL_16676477","A/Anser_anser/Belgium/00939-0011/2022","2022-01-17","2022.04","2022-03","Anseriformes","Anatidae","anser anser","greylag goose","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2022-01",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1",2,"2022-01","2022-01-17",109,"BE"
"12","H2N3|EPI_ISL_502595|Anseriformes|belgium|NA|2018-10-09","H2N3","EPI_ISL_502595","A/Anas_platyrhynchos/Belgium/10409/2018","2018-10-09","2018.77","2018-41","Anseriformes","Anatidae","anas platyrhynchos","mallard","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2018-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-10-09",NA,"BE"
"13","H5N8|EPI_ISL_7596571|Passeriformes|belgium|1|2020-11-13","H5N8","EPI_ISL_7596571","A/Pica_pica/Belgium/1005/2020","2020-11-13","2020.87","2020-46","Passeriformes","Corvidae","pica pica","eurasian magpie","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2020-11",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2020-11","2020-11-13",148,"BE"
"14","H5N8|EPI_ISL_7623043|Charadriiformes|belgium|1|2021-01-11","H5N8","EPI_ISL_7623043","A/Larus_argentatus/Belgium/568/2021","2021-01-11","2021.03","2021-02","Charadriiformes","Laridae","larus argentatus","herring gull","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2021-01",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-01","2021-01-11",1,"BE"
"15","H5N1|EPI_ISL_14389133|Charadriiformes|belgium|2|2022-01-06","H5N1","EPI_ISL_14389133","A/Larus_argentatus/Belgium/5950008/2022","2022-01-06","2022.01","2022-01","Charadriiformes","Laridae","larus argentatus","herring gull","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2022-01",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1",2,"2022-01","2022-01-06",109,"BE"
"16","H5N8|EPI_ISL_9250718|Galliformes|belgium|1|2021-08-31","H5N8","EPI_ISL_9250718","A/Gallus_gallus/Belgium/10001/2021","2021-08-31","2021.66","2021-35","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2021-08",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-08","2021-08-31",140,"BE"
