"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.dateweek","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","month.date","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","cluster.genome","date.year.month","collection.tipdate","group","best_location_code"
"1","H2N3|EPI_ISL_333089|Anseriformes|bangladesh|NA|2017-01-23","H2N3","EPI_ISL_333089","A/duck/Bangladesh/18D775/2017","2017-01-23","2017.06","2017-04","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","southern asia","bangladesh","BD","23.684994","90.356331",NA,NA,NA,NA,NA,NA,NA,NA,"2017-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-23",NA,"BD"
"2","H10N3|EPI_ISL_1096153|environment|china|NA|2015-11-19","H10N3","EPI_ISL_1096153","A/Environment/Jiangxi/07531/2015","2015-11-19","2015.88","2015-47","environment","environment","environment","environment","other","wild","eastern asia","china","CN","35.86166","104.195397","jiangxi","CN-36","29.1557051","113.7157613",NA,NA,NA,NA,"2015-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-11-19",2,"CN-36"
"3","H7N3|EPI_ISL_387970|Anseriformes|egypt|NA|2016-03-17","H7N3","EPI_ISL_387970","A/teal/Egypt/MB-D-698C/2016","2016-03-17","2016.21","2016-11","Anseriformes","Anatidae","anatidae sp. (teal sp.)","teal sp.","bird","wild","northern africa","egypt","EG","26.820553","30.802498",NA,NA,NA,NA,NA,NA,NA,NA,"2016-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-03-17",1,"EG"
"4","H7N3|EPI_ISL_387968|Anseriformes|egypt|NA|2016-01-28","H7N3","EPI_ISL_387968","A/teal/Egypt/MB-D-487OP/2016","2016-01-28","2016.07","2016-04","Anseriformes","Anatidae","anatidae sp. (teal sp.)","teal sp.","bird","wild","northern africa","egypt","EG","26.820553","30.802498",NA,NA,NA,NA,NA,NA,NA,NA,"2016-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-28",NA,"EG"
"5","H7N3|EPI_ISL_706194|Anseriformes|south_korea|NA|2019-03-15","H7N3","EPI_ISL_706194","A/Spot-billed_duck/South_Korea/WKU2019-1/2019","2019-03-15","2019.2","2019-11","Anseriformes","Anatidae","anas zonorhyncha","eastern spot-billed duck","bird","wild","eastern asia","south korea","KR","35.907757","127.766922",NA,NA,NA,NA,NA,NA,NA,NA,"2019-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-03-15",NA,"KR"
"6","H7N3|EPI_ISL_328157|Anseriformes|mongolia|NA|2017-09-01","H7N3","EPI_ISL_328157","A/Duck/Mongolia/652/2017","2017-09-01","2017.67","2017-35","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","mongolia","MN","46.862496","103.846656",NA,NA,NA,NA,NA,NA,NA,NA,"2017-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-09-01",4,"MN"
"7","H2N3|EPI_ISL_209132|Anseriformes|mongolia|NA|2015-08-31","H2N3","EPI_ISL_209132","A/duck/Mongolia/655/2015","2015-08-31","2015.66","2015-36","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","mongolia","MN","46.862496","103.846656",NA,NA,NA,NA,NA,NA,NA,NA,"2015-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-08-31",NA,"MN"
"8","NA|EPI_ISL_328982|Charadriiformes|netherlands|NA|2016-07-15",NA,"EPI_ISL_328982","A/black-headed_gull/Netherlands/4/2016","2016-07-15","2016.54","2016-28","Charadriiformes","Laridae","chroicocephalus ridibundus","black-headed gull","bird","wild","western europe","netherlands","NL","52.132633","5.29126599999995",NA,NA,NA,NA,NA,NA,NA,NA,"2016-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-15",5,"NL"
"9","H7N3|EPI_ISL_331289|Anseriformes|russia|NA|2018-01-23","H7N3","EPI_ISL_331289","A/mallard/Dagestan/1050/2018","2018-01-23","2018.06","2018-04","Anseriformes","Anatidae","anas platyrhynchos","mallard","bird","wild","eastern europe","russia","RU","61.52401","105.318756","dagestan, respublika","RU-DA",NA,NA,NA,NA,NA,NA,"2018-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-01-23",NA,"RU-DA"
"10","H5N3|EPI_ISL_240680|Anseriformes|russia|NA|2014-09-11","H5N3","EPI_ISL_240680","A/mallard/Chany/126K/2014","2014-09-11","2014.69","2014-37","Anseriformes","Anatidae","anas platyrhynchos","mallard","bird","wild","eastern europe","russia","RU","61.52401","105.318756","novosibirskaya oblast'","RU-NVS",NA,NA,NA,NA,NA,NA,"2014-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-11",3,"RU-NVS"
"11","H1N3|EPI_ISL_339038|Anseriformes|russia|NA|2018-09-06","H1N3","EPI_ISL_339038","A/mallard/Chany_Lake/18/2018","2018-09-06","2018.68","2018-36","Anseriformes","Anatidae","anas platyrhynchos","mallard","bird","wild","eastern europe","russia","RU","61.52401","105.318756","novosibirskaya oblast'","RU-NVS",NA,NA,NA,NA,NA,NA,"2018-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-09-06",NA,"RU-NVS"
"12","H5N3|EPI_ISL_5863749|Anseriformes|united_states|289|2020-10-20","H5N3","EPI_ISL_5863749","a/green-winged-teal/georgia/dt-22894/2020","2020-10-20","2020.8","2020-43","Anseriformes","Anatidae","anas crecca","green-winged teal","bird","wild","northern america","united states","US","37.09024","-95.712891","georgia","US-GA","32.1574351","-82.907123",NA,NA,NA,NA,"2020-10",3,2,3,1,1,68,1,2,"3_2_3_1_1_68_1_2",289,"2020-10","2020-10-20",NA,"US-GA"
"13","H2N3|EPI_ISL_189729|Anseriformes|united_states|NA|2012-12-22","H2N3","EPI_ISL_189729","A/tufted_duck/Republic_of_Georgia/1/2012","2012-12-22","2012.97","2012-51","Anseriformes","Anatidae","aythya fuligula","tufted duck","bird","wild","northern america","united states","US","37.09024","-95.712891","georgia","US-GA","32.1574351","-82.907123",NA,NA,NA,NA,"2012-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-12-22",5,"US-GA"
"14","NA|EPI_ISL_387335|Anseriformes|viet_nam|NA|2016-02-10",NA,"EPI_ISL_387335","A/duck/Viet_Nam/HN-2633/2016","2016-02-10","2016.11","2016-06","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","south-eastern asia","viet nam","VN","14.058324","108.277199",NA,NA,NA,NA,NA,NA,NA,NA,"2016-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-02-10",NA,"VN"
