"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.dateweek","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","month.date","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","cluster.genome","date.year.month","collection.tipdate","group","best_location_code"
"1","H5N6|EPI_ISL_16209049|Anseriformes|canada|59|2020-09-12","H5N6","EPI_ISL_16209049","A/Duck/Cambodia/e10T241C18/2020","2020-09-12","2020.7","2020-37","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","northern america","canada","CA","56.130366","-106.346771","manitoba","CA-MB","53.7608608","-98.8138763",NA,NA,NA,NA,"2020-09",15,10,7,8,9,10,6,9,"15_10_7_8_9_10_6_9",59,"2020-09","2020-09-12",15,"CA-MB"
"2","H5N6|EPI_ISL_4071932|Anseriformes|china|NA|2020-08-12","H5N6","EPI_ISL_4071932","A/Muscovy_duck/China/H5N6/2020","2020-08-12","2020.61","2020-33","Anseriformes","Anatidae","cairina moschata","muscovy duck","bird","wild","eastern asia","china","CN","35.86166","104.195397",NA,NA,NA,NA,NA,NA,NA,NA,"2020-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-08-12",1,"CN"
"3","NA|EPI_ISL_16868591|Anseriformes|china|NA|2020-08-19",NA,"EPI_ISL_16868591","A/Duck/China/69361/2020","2020-08-19","2020.63","2020-34","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397",NA,NA,NA,NA,NA,NA,NA,NA,"2020-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-08-19",11,"CN"
"4","H5N6|EPI_ISL_6795233|Anseriformes|china|NA|2018-03-01","H5N6","EPI_ISL_6795233","A/duck/China/FJ18107/2018","2018-03-01","2018.16","2018-09","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397",NA,NA,NA,NA,NA,NA,NA,NA,"2018-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-03-01",14,"CN"
"5","H5N6|EPI_ISL_372817|Anseriformes|china|NA|2016-04-16","H5N6","EPI_ISL_372817","A/goose/China/GS42-6.seq/2016","2016-04-16","2016.29","2016-15","Anseriformes","Anatidae","anatidae (goose sp.)","goose sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397",NA,NA,NA,NA,NA,NA,NA,NA,"2016-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-04-16",NA,"CN"
"6","H5N6|EPI_ISL_16886862|Rodentia|china|309|2021-10-01","H5N6","EPI_ISL_16886862","A/Rattus_norvegicus/China/FS21/2021","2021-10-01","2021.75","2021-39","Rodentia","Muridae","rattus norvegicus","brown rat","other","wild","eastern asia","china","CN","35.86166","104.195397",NA,NA,NA,NA,NA,NA,NA,NA,"2021-10",26,23,46,58,13,50,2,30,"26_23_46_58_13_50_2_30",309,"2021-10","2021-10-01",NA,"CN"
"7","H5N6|EPI_ISL_14174522|Carnivora|china|NA|2018-04-05","H5N6","EPI_ISL_14174522","A/mink/China/456/2018","2018-04-05","2018.26","2018-14","Carnivora","Mustelidae","NA","mink sp.","other","wild","eastern asia","china","CN","35.86166","104.195397",NA,NA,NA,NA,NA,NA,NA,NA,"2018-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-04-05",NA,"CN"
"8","H5N6|EPI_ISL_368368|NA|china|NA|2018-11-06","H5N6","EPI_ISL_368368","A/China/Original/2018","2018-11-06","2018.85","2018-45","NA","NA","NA",NA,"other","wild","eastern asia","china","CN","35.86166","104.195397",NA,NA,NA,NA,NA,NA,NA,NA,"2018-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-11-06",20,"CN"
"9","H5N6|EPI_ISL_6760686|Galliformes|china|291|2021-06","H5N6","EPI_ISL_6760686","a/chicken/hebei/211021/2021",NA,NA,"2021-06","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","china","CN","35.86166","104.195397","hebei","CN-13","38.3905141","114.8555706",NA,NA,NA,NA,NA,55,42,70,1,39,25,1,39,"55_42_70_1_39_25_1_39",291,"2021-06","2021-06",4,"CN-13"
"10","H5N6|EPI_ISL_697841|Galliformes|china|NA|2018-12-01","H5N6","EPI_ISL_697841","A/chicken/Shanxi/12.01_TGRL025-C/2018","2018-12-01","2018.92","2018-48","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","china","CN","35.86166","104.195397","shanxi","CN-14","28.4560996","117.9215965",NA,NA,NA,NA,"2018-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-12-01",21,"CN-14"
"11","H5N6|EPI_ISL_718225|NA|china|203|2020-11-25","H5N6","EPI_ISL_718225","A/Jiangsu/1/NA","2020-11-25","2020.9","2020-48","NA","NA","NA",NA,"other","wild","eastern asia","china","CN","35.86166","104.195397","jiangsu","CN-32","32.0922799","118.6126374",NA,NA,NA,NA,"2020-11",2,1,43,22,25,45,2,28,"2_1_43_22_25_45_2_28",203,"2020-11","2020-11-25",22,"CN-32"
"12","H5N6|EPI_ISL_332400|NA|china|NA|2018-11-06","H5N6","EPI_ISL_332400","A/Jiangsu/1/2018","2018-11-06","2018.85","2018-45","NA","NA","NA",NA,"other","wild","eastern asia","china","CN","35.86166","104.195397","jiangsu","CN-32","32.0922799","118.6126374",NA,NA,NA,NA,"2018-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-11-06",20,"CN-32"
"13","H5N6|EPI_ISL_11208199|Anseriformes|china|73|2021-12-03","H5N6","EPI_ISL_11208199","a/duck/zhejiang/s4854/2021","2021-12-03","2021.92","2021-48","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397","zhejiang","CN-33","29.9488786","121.1430935",NA,NA,NA,NA,"2021-12",20,13,27,1,11,24,1,9,"20_13_27_1_11_24_1_9",73,"2021-12","2021-12-03",NA,"CN-33"
"14","H5N6|EPI_ISL_7983813|NA|china|73|2021-12-22","H5N6","EPI_ISL_7983813","a/hangzhou/01/2021","2021-12-22","2021.97","2021-51","NA","NA","NA",NA,"other","wild","eastern asia","china","CN","35.86166","104.195397","zhejiang","CN-33","29.9488786","121.1430935",NA,NA,NA,NA,"2021-12",20,13,27,1,11,24,1,9,"20_13_27_1_11_24_1_9",73,"2021-12","2021-12-22",NA,"CN-33"
"15","H5N6|EPI_ISL_8518268|Galliformes|china|73|2021-12-23","H5N6","EPI_ISL_8518268","a/chicken/hangzhou/e1149/2021","2021-12-23","2021.98","2021-51","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","china","CN","35.86166","104.195397","zhejiang","CN-33","29.9488786","121.1430935",NA,NA,NA,NA,"2021-12",20,13,27,1,11,24,1,9,"20_13_27_1_11_24_1_9",73,"2021-12","2021-12-23",8,"CN-33"
"16","H5N6|EPI_ISL_8517996|environment|china|73|2021-12-23","H5N6","EPI_ISL_8517996","a/environment/hangzhou/e1147/2021","2021-12-23","2021.98","2021-51","environment","environment","environment","environment","other","wild","eastern asia","china","CN","35.86166","104.195397","zhejiang","CN-33","29.9488786","121.1430935",NA,NA,NA,NA,"2021-12",20,13,27,1,11,24,1,9,"20_13_27_1_11_24_1_9",73,"2021-12","2021-12-23",8,"CN-33"
"17","H5N6|EPI_ISL_8517998|environment|china|73|2021-12-23","H5N6","EPI_ISL_8517998","a/environment/hangzhou/e1151/2021","2021-12-23","2021.98","2021-51","environment","environment","environment","environment","other","wild","eastern asia","china","CN","35.86166","104.195397","zhejiang","CN-33","29.9488786","121.1430935",NA,NA,NA,NA,"2021-12",20,13,49,1,11,38,1,9,"20_13_49_1_11_38_1_9",73,"2021-12","2021-12-23",9,"CN-33"
"18","H5N6|EPI_ISL_8517999|environment|china|73|2021-12-23","H5N6","EPI_ISL_8517999","a/environment/hangzhou/e1153/2021","2021-12-23","2021.98","2021-51","environment","environment","environment","environment","other","wild","eastern asia","china","CN","35.86166","104.195397","zhejiang","CN-33","29.9488786","121.1430935",NA,NA,NA,NA,"2021-12",20,13,27,1,11,24,1,9,"20_13_27_1_11_24_1_9",73,"2021-12","2021-12-23",10,"CN-33"
"19","H5N6|EPI_ISL_1081370|NA|china|204|2020-12-22","H5N6","EPI_ISL_1081370","A/Anhui/2021-00011/2020","2020-12-22","2020.97","2020-52","NA","NA","NA",NA,"other","wild","eastern asia","china","CN","35.86166","104.195397","anhui","CN-34","31.844419","117.254331",NA,NA,NA,NA,"2020-12",34,8,60,23,4,12,2,29,"34_8_60_23_4_12_2_29",204,"2020-12","2020-12-22",NA,"CN-34"
"20","H5N6|EPI_ISL_696581|Galliformes|china|NA|2018-11-29","H5N6","EPI_ISL_696581","A/chicken/Anhui/11.29_YHZGS016-O/2018","2018-11-29","2018.91","2018-48","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","china","CN","35.86166","104.195397","anhui","CN-34","31.844419","117.254331",NA,NA,NA,NA,"2018-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-11-29",21,"CN-34"
"21","H5N6|EPI_ISL_699166|Galliformes|china|NA|2018-08-28","H5N6","EPI_ISL_699166","A/chicken/Anhui/8.28_YHZGS017-O/2018","2018-08-28","2018.65","2018-35","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","china","CN","35.86166","104.195397","anhui","CN-34","31.844419","117.254331",NA,NA,NA,NA,"2018-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-28",NA,"CN-34"
"22","H5N6|EPI_ISL_17262174|environment|china|NA|2023-03-01","H5N6","EPI_ISL_17262174","A/Env/Fujian/C19209014/2019","2023-03-01","2023.16","2023-09","environment","environment","environment","environment","other","wild","eastern asia","china","CN","35.86166","104.195397","fujian","CN-35","24.721616","116.1805756",NA,NA,NA,NA,"2023-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-01",NA,"CN-35"
