tipnames,virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,virus.species,week.date,...1,clade,collection.original,profile,profile.lab,genome,collection.tipdate,segment,cluster.segment,cluster.number
H5N1.2.3.4.4b.EPI_ISL_2276068.galliformes.senegal.2.2020-12-23,H5N1,EPI_ISL_2276068,a/chicken/senegal/21vir1084-3/2021,2020-12-23,2020.98,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,western africa,senegal,sen,14.357700346957,-14.4663797488722,thiès,sn.th,14.831526394723,-16.7546068121427,a,2020-52,3845,2.3.4.4b,Africa / Senegal / Region de Thies / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2020-12-23,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_2276069.galliformes.senegal.2.2020-12-23,H5N1,EPI_ISL_2276069,a/chicken/senegal/21vir1084-4/2021,2020-12-23,2020.98,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,western africa,senegal,sen,14.357700346957,-14.4663797488722,thiès,sn.th,14.831526394723,-16.7546068121427,a,2020-52,3845,2.3.4.4b,Africa / Senegal / Region de Thies / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2020-12-23,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_2276070.galliformes.senegal.2.2020-12-23,H5N1,EPI_ISL_2276070,a/chicken/senegal/21vir1084-5/2021,2020-12-23,2020.98,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,western africa,senegal,sen,14.357700346957,-14.4663797488722,thiès,sn.th,14.831526394723,-16.7546068121427,a,2020-52,3845,2.3.4.4b,Africa / Senegal / Region de Thies / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2020-12-23,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_2276071.pelecaniformes.senegal.2.2021-01-23,H5N1,EPI_ISL_2276071,a/great-white_pelican/senegal/21-67_21vir1084-8/2021,2021-01-23,2021.06,2021-01,pelecaniformes_wild,pelecaniformes,Pelecanidae,pelecanus onocrotalus,great white pelican,bird,wild,western africa,senegal,sen,14.357700346957,-14.4663797488722,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,a,2021-03,3845,2.3.4.4b,Africa / Senegal / Djoudj bird sanctuary / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-01-23,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_4061484.galliformes.nigeria.2.2021-03-01,H5N1,EPI_ISL_4061484,a/chicken/nigeria/vrd21-102_21vir2370-424/2021,2021-03-01,2021.16,2021-03,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,a,2021-09,3815,2.3.4.4b,Africa / Nigeria / NA / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-03-01,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_4061485.galliformes.nigeria.2.2021-03-01,H5N1,EPI_ISL_4061485,a/chicken/nigeria/vrd21-109_21vir2370-425/2021,2021-03-01,2021.16,2021-03,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,a,2021-09,3815,2.3.4.4b,Africa / Nigeria / NA / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-03-01,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_4061491.galliformes.nigeria.2.2021-02-12,H5N1,EPI_ISL_4061491,a/chicken/nigeria/vrd21-98_21vir2288-6/2021,2021-02-12,2021.12,2021-02,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,a,2021-06,3815,2.3.4.4b,Africa / Nigeria / NA / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-02-12,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14769967.galliformes.lesotho.2.2021-06-05,H5N1,EPI_ISL_14769967,a/chicken/lesotho/352.3/2021,2021-06-05,2021.42,2021-06,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,southern africa,lesotho,lso,-29.5819622998706,28.2484329985868,NA,NA,NA,NA,a,2021-22,3784,2.3.4.4b,Africa / Lesotho / NA / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-06-05,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14769966.galliformes.lesotho.2.2021-05-29,H5N1,EPI_ISL_14769966,a/chicken/lesotho/341.10/2021,2021-05-29,2021.41,2021-05,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,southern africa,lesotho,lso,-29.5819622998706,28.2484329985868,NA,NA,NA,NA,a,2021-21,3784,2.3.4.4b,Africa / Lesotho / NA / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-05-29,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14619009.charadriiformes.south_africa.2.2021-05-17,H5N1,EPI_ISL_14619009,a/hartlaubs_gull/south_africa/21050295/NA,2021-05-17,2021.37,2021-05,charadriiformes_wild,charadriiformes,Laridae,chroicocephalus hartlaubii,hartlaub's gull,bird,wild,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,western cape,za.wc,-33.016256445291,20.6109109128761,a,2021-20,3904,2.3.4.4b,Africa / South Africa / Province of the Western Cape / Cape Town / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-05-17,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14619020.galliformes.south_africa.2.2021-05-17,H5N1,EPI_ISL_14619020,a/chicken/south_africa/21050293/NA,2021-05-17,2021.37,2021-05,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,western cape,za.wc,-33.016256445291,20.6109109128761,a,2021-20,3904,2.3.4.4b,Africa / South Africa / Province of the Western Cape / Malmesbury / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-05-17,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14619024.galliformes.south_africa.2.2021-05-18,H5N1,EPI_ISL_14619024,a/chicken/south_africa/21050299/NA,2021-05-18,2021.38,2021-05,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,western cape,za.wc,-33.016256445291,20.6109109128761,a,2021-20,3904,2.3.4.4b,Africa / South Africa / Province of the Western Cape / Paarl / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-05-18,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14639383.charadriiformes.south_africa.2.2021-05-20,H5N1,EPI_ISL_14639383,a/kelp_gull/south_africa/21050387/NA,2021-05-20,2021.38,2021-05,charadriiformes_wild,charadriiformes,Laridae,larus dominicanus,kelp gull,bird,wild,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,western cape,za.wc,-33.016256445291,20.6109109128761,a,2021-20,3904,2.3.4.4b,Africa / South Africa / Province of the Western Cape / Cape Town / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-05-20,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14639837.strigiformes.south_africa.2.2021-05-20,H5N1,EPI_ISL_14639837,a/spotted_eagle_owl/south_africa/21050363/NA,2021-05-20,2021.38,2021-05,strigiformes_wild,strigiformes,Strigidae,bubo bubo,eurasian eagle-owl,bird,wild,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,western cape,za.wc,-33.016256445291,20.6109109128761,a,2021-20,3904,2.3.4.4b,Africa / South Africa / Province of the Western Cape / Hout Bay / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-05-20,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14640323.charadriiformes.south_africa.2.2021-05-20,H5N1,EPI_ISL_14640323,a/hartlaubs_gull/south_africa/21050384/NA,2021-05-20,2021.38,2021-05,charadriiformes_wild,charadriiformes,Laridae,chroicocephalus hartlaubii,hartlaub's gull,bird,wild,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,western cape,za.wc,-33.016256445291,20.6109109128761,a,2021-20,3904,2.3.4.4b,Africa / South Africa / Province of the Western Cape / Cape Town / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-05-20,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14643779.galliformes.south_africa.2.2021-05-20,H5N1,EPI_ISL_14643779,a/chicken/south_africa/692881/NA,2021-05-20,2021.38,2021-05,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,western cape,za.wc,-33.016256445291,20.6109109128761,a,2021-20,3904,2.3.4.4b,Africa / South Africa / Province of the Western Cape / Kraaifontein / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-05-20,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14644201.galliformes.south_africa.2.2021-05-23,H5N1,EPI_ISL_14644201,a/chicken/south_africa/693331/NA,2021-05-23,2021.39,2021-05,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,western cape,za.wc,-33.016256445291,20.6109109128761,a,2021-20,3904,2.3.4.4b,Africa / South Africa / Province of the Western Cape / Kraaifontein / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-05-23,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14918030.struthioniformes.south_africa.2.2021-06-14,H5N1,EPI_ISL_14918030,a/ostrich/south_africa/21060311/NA,2021-06-14,2021.45,2021-06,struthioniformes_wild,struthioniformes,Struthionidae,struthio camelus,common ostrich,bird,wild,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,western cape,za.wc,-33.016256445291,20.6109109128761,a,2021-24,3904,2.3.4.4b,Africa / South Africa / Province of the Western Cape / Albertinia / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-06-14,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14918217.galliformes.south_africa.2.2021-06-20,H5N1,EPI_ISL_14918217,a/chicken/south_africa/697352/NA,2021-06-20,2021.47,2021-06,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,kwazulu-natal,za.nl,-28.7220063412643,30.7367833141436,a,2021-24,3904,2.3.4.4b,Africa / South Africa / Province of KwaZulu-Natal / Ashburton / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-06-20,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14918305.struthioniformes.south_africa.2.2021-06-21,H5N1,EPI_ISL_14918305,a/ostrich/south_africa/21060357/NA,2021-06-21,2021.47,2021-06,struthioniformes_wild,struthioniformes,Struthionidae,struthio camelus,common ostrich,bird,wild,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,western cape,za.wc,-33.016256445291,20.6109109128761,a,2021-25,3904,2.3.4.4b,Africa / South Africa / Province of the Western Cape / Heidelberg / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-06-21,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_14918327.struthioniformes.south_africa.2.2021-06-23,H5N1,EPI_ISL_14918327,a/ostrich/south_africa/21060425/NA,2021-06-23,2021.47,2021-06,struthioniformes_wild,struthioniformes,Struthionidae,struthio camelus,common ostrich,bird,wild,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,western cape,za.wc,-33.016256445291,20.6109109128761,a,2021-25,3904,2.3.4.4b,Africa / South Africa / Province of the Western Cape / Swellendam / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2021-06-23,n1,n1,profile001
