tipnames,virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,virus.species,week.date,...1,clade,collection.original,profile,profile.lab,genome,collection.tipdate,segment,cluster.segment,cluster.number
H5N4.2.3.4.4b.EPI_ISL_2234809.charadriiformes.switzerland.100.2021-02-01,H5N4,EPI_ISL_2234809,a/yellow-legged_gull/switzerland/15-21vir3035/2021,2021-02-01,2021.08,2021-02,charadriiformes_wild,charadriiformes,Laridae,larus michahellis,yellow-legged gull,bird,wild,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,a,2021-05,3695,2.3.4.4b,Europe / Switzerland / NA / NA / NA,1_1_2_1_1_19_1_15,NA,100,2021-02-01,n4,n4,profile019
H5N4.2.3.4.4b.EPI_ISL_1225077.charadriiformes.netherlands.100.2021-02-21,H5N4,EPI_ISL_1225077,a/european_herring_gull/netherlands/21023937-002/2021,2021-02-21,2021.14,2021-02,charadriiformes_wild,charadriiformes,Laridae,larus argentatus,herring gull,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,a,2021-07,3818,2.3.4.4b,Europe / Netherlands / South Holland / Midden-Delfland / NA,1_1_32_1_1_19_1_15,NA,100,2021-02-21,n4,n4,profile019
H5N4.2.3.4.4b.EPI_ISL_1225079.charadriiformes.netherlands.100.2021-02-15,H5N4,EPI_ISL_1225079,a/eurasian_curlew/netherlands/21024069-002/2021,2021-02-15,2021.12,2021-02,charadriiformes_wild,charadriiformes,Scolopacidae,numenius arquata,eurasian curlew,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,a,2021-07,3818,2.3.4.4b,Europe / Netherlands / Provincie Friesland / Gemeente Harlingen / NA,1_1_2_1_1_19_1_15,NA,100,2021-02-15,n4,n4,profile019
H5N4.2.3.4.4b.EPI_ISL_3298234.falconiformes.sweden.100.2021-03-05,H5N4,EPI_ISL_3298234,a/peregrine_falcon/sweden/sva210325sz0348/fp001210/h-2021/NA,2021-03-05,2021.17,2021-03,falconiformes_wild,falconiformes,Falconidae,falco peregrinus,peregrine falcon,bird,wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,kalmar,se.ka,57.1855292476939,16.1305148015024,a,2021-09,3862,2.3.4.4b,Europe / Sweden / Kalmar Lan / Vasterviks Kommun / NA,1_1_2_1_1_19_1_15,NA,100,2021-03-05,n4,n4,profile019
H5N4.2.3.4.4b.EPI_ISL_2173364.falconiformes.netherlands.100.2021-03-10,H5N4,EPI_ISL_2173364,a/peregrine_falcon/netherlands/21025108-001/2021,2021-03-10,2021.19,2021-03,falconiformes_wild,falconiformes,Falconidae,falco peregrinus,peregrine falcon,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,a,2021-10,3818,2.3.4.4b,Europe / Netherlands / South Holland / Brielle / NA,1_1_32_1_1_19_1_15,NA,100,2021-03-10,n4,n4,profile019
H5N4.2.3.4.4b.EPI_ISL_3098719.falconiformes.sweden.100.2021-03-02,H5N4,EPI_ISL_3098719,a/peregrine_falcon/sweden/sva210309sz0403/fb000851/k-2021/NA,2021-03-02,2021.16,2021-03,falconiformes_wild,falconiformes,Falconidae,falco peregrinus,peregrine falcon,bird,wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,blekinge,se.bl,56.2754954629495,15.2029498652564,a,2021-09,3862,2.3.4.4b,Europe / Sweden / Blekinge Lan / Solvesborgs Kommun / NA,1_1_2_1_1_19_1_15,NA,100,2021-03-02,n4,n4,profile019
H5N4.2.3.4.4b.EPI_ISL_5099372.charadriiformes.germany.100.2021-02-17,H5N4,EPI_ISL_5099372,a/laridae/germany-sh/ai01498/2021,2021-02-17,2021.13,2021-02,charadriiformes_wild,charadriiformes,Laridae,laridae sp.,gull/tern sp.,bird,wild,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,a,2021-07,715,2.3.4.4b,Europe / Germany / Schleswig-Holstein / Ostholstein / NA,1_1_32_1_1_19_1_15,NA,100,2021-02-17,n4,n4,profile019
H7N4.NA.EPI_ISL_503509.anseriformes.bangladesh.NA.2019-02-07,H7N4,EPI_ISL_503509,A/garganey/Bangladesh/38920/2019,2019-02-07,2019.1,2019-02,anseriformes_wild,anseriformes,Anatidae,spatula querquedula,garganey,bird,wild,southern asia,bangladesh,bgd,23.8299093538119,90.2865403636969,NA,NA,NA,NA,A,2019-06,3676,NA,NA,NA,NA,NA,2019-02-07,n4,n4,profileNA
H10N4.NA.EPI_ISL_499089.anseriformes.china.NA.2018-12-06,H10N4,EPI_ISL_499089,A/mallard/Shanghai/JDS120662/2018,2018-12-06,2018.93,2018-12,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanghai,cn.sh,31.1960430849676,121.454488171451,A,2018-49,514,NA,NA,NA,NA,NA,2018-12-06,n4,n4,profileNA
H8N4.NA.EPI_ISL_14390387.anseriformes.belgium.NA.2021-08-20,H8N4,EPI_ISL_14390387,A/Anas_platyrhynchos/Belgium/0006/2021,2021-08-20,2021.63,2021-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,western europe,belgium,bel,50.64017310615,4.66939027974939,NA,NA,NA,NA,A,2021-33,3672,NA,NA,NA,NA,NA,2021-08-20,n4,n4,profileNA
