tipnames,virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,virus.species,week.date,...1,clade,collection.original,profile,profile.lab,genome,collection.tipdate,segment,cluster.segment,cluster.number
H5N1.2.3.4.4b.EPI_ISL_17011957.pelecaniformes.chile.9.2022-12-06,H5N1,EPI_ISL_17011957,a/pelican/chile/6955-3/2022,2022-12-06,2022.93,2022-12,pelecaniformes_wild,pelecaniformes,Pelecanidae,pelecanus sp.,pelican sp.,bird,wild,south america,chile,chl,-36.352932692973,-71.0631434301439,NA,NA,NA,NA,a,2022-49,3696,2.3.4.4b,South America / Chile / NA / NA / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,2022-12-06,np,np,profile002
H5N1.2.3.4.4b.EPI_ISL_16013752.pelecaniformes.venezuela.29.2022-11-25,H5N1,EPI_ISL_16013752,a/pelican/venezuela/pel3/2022,2022-11-25,2022.9,2022-11,pelecaniformes_wild,pelecaniformes,Pelecanidae,pelecanus sp.,pelican sp.,bird,wild,south america,venezuela,ven,7.13172612392755,-66.1349690012146,anzoátegui,na,8.89363259762319,-64.4049370136296,a,2022-47,3890,2.3.4.4b,South America / Venezuela / Estado Anzoategui / NA / NA,4_1_1_1_2_1_1_8,H5N1/2022/R10_NAmerica,29,2022-11-25,np,np,profile002
H5N1.2.3.4.4b.EPI_ISL_17011958.charadriiformes.chile.9.2022-12-07,H5N1,EPI_ISL_17011958,a/gull/chile/7023-3/2022,2022-12-07,2022.93,2022-12,charadriiformes_wild,charadriiformes,Laridae,larinae sp.,gull sp.,bird,wild,south america,chile,chl,-36.352932692973,-71.0631434301439,NA,NA,NA,NA,a,2022-49,3696,2.3.4.4b,South America / Chile / NA / NA / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,2022-12-07,np,np,profile002
H5N1.2.3.4.4b.EPI_ISL_17011959.pelecaniformes.chile.9.2022-12-06,H5N1,EPI_ISL_17011959,a/pelican/chile/6958-1/2022,2022-12-06,2022.93,2022-12,pelecaniformes_wild,pelecaniformes,Pelecanidae,pelecanus sp.,pelican sp.,bird,wild,south america,chile,chl,-36.352932692973,-71.0631434301439,NA,NA,NA,NA,a,2022-49,3696,2.3.4.4b,South America / Chile / NA / NA / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,2022-12-06,np,np,profile002
H5N1.2.3.4.4b.EPI_ISL_17011961.pelecaniformes.chile.9.2022-12-05,H5N1,EPI_ISL_17011961,a/pelican/chile/6618-2/2022,2022-12-05,2022.93,2022-12,pelecaniformes_wild,pelecaniformes,Pelecanidae,pelecanus sp.,pelican sp.,bird,wild,south america,chile,chl,-36.352932692973,-71.0631434301439,NA,NA,NA,NA,a,2022-49,3696,2.3.4.4b,South America / Chile / NA / NA / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,2022-12-05,np,np,profile002
H5N1.2.3.4.4b.EPI_ISL_17011962.pelecaniformes.chile.9.2022-12-05,H5N1,EPI_ISL_17011962,a/pelican/chile/6618-1/2022,2022-12-05,2022.93,2022-12,pelecaniformes_wild,pelecaniformes,Pelecanidae,pelecanus sp.,pelican sp.,bird,wild,south america,chile,chl,-36.352932692973,-71.0631434301439,NA,NA,NA,NA,a,2022-49,3696,2.3.4.4b,South America / Chile / NA / NA / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,2022-12-05,np,np,profile002
H5N1.2.3.4.4b.EPI_ISL_17011963.pelecaniformes.chile.9.2022-12-06,H5N1,EPI_ISL_17011963,a/pelican/chile/6924-1/2022,2022-12-06,2022.93,2022-12,pelecaniformes_wild,pelecaniformes,Pelecanidae,pelecanus sp.,pelican sp.,bird,wild,south america,chile,chl,-36.352932692973,-71.0631434301439,NA,NA,NA,NA,a,2022-49,3696,2.3.4.4b,South America / Chile / NA / NA / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,2022-12-06,np,np,profile002
H5N1.2.3.4.4b.EPI_ISL_17011964.charadriiformes.chile.9.2022-12-07,H5N1,EPI_ISL_17011964,a/gull/chile/7023-2/2022,2022-12-07,2022.93,2022-12,charadriiformes_wild,charadriiformes,Laridae,larinae sp.,gull sp.,bird,wild,south america,chile,chl,-36.352932692973,-71.0631434301439,NA,NA,NA,NA,a,2022-49,3696,2.3.4.4b,South America / Chile / NA / NA / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,2022-12-07,np,np,profile002
H5N1.2.3.4.4b.EPI_ISL_17012018.pelecaniformes.chile.9.2022-12-07,H5N1,EPI_ISL_17012018,a/pelican/chile/7087-1/2022,2022-12-07,2022.93,2022-12,pelecaniformes_wild,pelecaniformes,Pelecanidae,pelecanus sp.,pelican sp.,bird,wild,south america,chile,chl,-36.352932692973,-71.0631434301439,NA,NA,NA,NA,a,2022-49,3696,2.3.4.4b,South America / Chile / NA / NA / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,2022-12-07,np,np,profile002
H5N1.2.3.4.4b.EPI_ISL_17777525.suliformes.peru.9.2023-04-03,H5N1,EPI_ISL_17777525,a/peruvian_booby/peru/lim-ins-004/2023,2023-04-03,2023.25,2023-04,suliformes_wild,suliformes,Sulidae,sula variegata,peruvian booby,bird,wild,south america,peru,per,-9.12690950582405,-74.3967035676846,lima province,pe.lp,-12.0179113235961,-76.9049187829412,a,2023-14,3827,2.3.4.4b,South America / Peru / Departamento de Lima / Magdalena / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,2023-04-03,np,np,profile002
H5N1.2.3.4.4b.EPI_ISL_17777527.charadriiformes.peru.9.2023-03-16,H5N1,EPI_ISL_17777527,a/gull/peru/lim-ins-006/2023,2023-03-16,2023.2,2023-03,charadriiformes_wild,charadriiformes,Laridae,larinae sp.,gull sp.,bird,wild,south america,peru,per,-9.12690950582405,-74.3967035676846,lima province,pe.lp,-12.0179113235961,-76.9049187829412,a,2023-11,3827,2.3.4.4b,South America / Peru / Departamento de Lima / Lima / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,2023-03-16,np,np,profile002
