tipnames,virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,virus.species,week.date,...1,clade,collection.original,profile,profile.lab,genome,collection.tipdate,segment,cluster.segment,cluster.number
H5N1.2.3.4.4b.EPI_ISL_1122425.galliformes.united_kingdom.5.2020-12-15,H5N1,EPI_ISL_1122425,a/chicken/england/043315/2020,2020-12-15,2020.95,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern europe,united kingdom,gbr,54.0438440515314,-2.78687513666638,NA,NA,NA,NA,a,2020-51,3733,2.3.4.4b,Europe / United Kingdom / North Yorkshire / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2020-12-15,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_603133.anseriformes.netherlands.5.2020-10-16,H5N1,EPI_ISL_603133,a/eurasian_wigeon/netherlands/1/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,mareca penelope,eurasian wigeon,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,a,2020-42,3818,2.3.4.4b,Europe / Netherlands / NA / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2020-10-16,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_603134.anseriformes.netherlands.5.2020-10-16,H5N1,EPI_ISL_603134,a/eurasian_wigeon/netherlands/4/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,mareca penelope,eurasian wigeon,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,a,2020-42,3818,2.3.4.4b,Europe / Netherlands / NA / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2020-10-16,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_603135.anseriformes.netherlands.5.2020-10-16,H5N1,EPI_ISL_603135,a/eurasian_wigeon/netherlands/5/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,mareca penelope,eurasian wigeon,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,a,2020-42,3818,2.3.4.4b,Europe / Netherlands / NA / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2020-10-16,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_711055.galliformes.netherlands.5.2020-12-14,H5N1,EPI_ISL_711055,a/chicken/netherlands/20019879-001005/2020,2020-12-14,2020.95,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,a,2020-51,3818,2.3.4.4b,Europe / Netherlands / Provincie Friesland / Achtkarspelen / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2020-12-14,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_711059.anseriformes.netherlands.5.2020-12-08,H5N1,EPI_ISL_711059,a/greylag_goose/netherlands/20019685-002/2020,2020-12-08,2020.93,2020-12,anseriformes_wild,anseriformes,Anatidae,anser anser,greylag goose,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,utrecht,nl.ut,52.083727924893,5.16763788059654,a,2020-50,3818,2.3.4.4b,Europe / Netherlands / Provincie Utrecht / Gemeente Woerden / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2020-12-08,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_632314.anseriformes.netherlands.5.2020-10-28,H5N1,EPI_ISL_632314,a/greylag_goose/netherlands/20016582-004/2020,2020-10-28,2020.82,2020-10,anseriformes_wild,anseriformes,Anatidae,anser anser,greylag goose,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,noord-holland,nl.nh,52.5811544669078,4.87272777813315,a,2020-44,3818,2.3.4.4b,Europe / Netherlands / Provincie Noord-Holland / Gemeente Purmerend / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2020-10-28,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_632315.anseriformes.netherlands.5.2020-11-02,H5N1,EPI_ISL_632315,a/eurasian_teal/netherlands/20016896-013/2020,2020-11-02,2020.84,2020-11,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,a,2020-45,3818,2.3.4.4b,Europe / Netherlands / Provincie Friesland / Holwerd / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2020-11-02,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_632316.charadriiformes.netherlands.274.2020-11-01,H5N1,EPI_ISL_632316,a/eurasian_curlew/netherlands/20016890-001/2020,2020-11-01,2020.83,2020-11,charadriiformes_wild,charadriiformes,Scolopacidae,numenius arquata,eurasian curlew,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,a,2020-44,3818,2.3.4.4b,Europe / Netherlands / Provincie Friesland / Hallum / NA,3_1_2_1_16_43_1_2,NA,274,2020-11-01,n1,n1,profile043
H5N1.2.3.4.4b.EPI_ISL_683592.anseriformes.italy.5.2020-11-21,H5N1,EPI_ISL_683592,a/eurasian_wigeon/italy/20vir7301-206/2020,2020-11-21,2020.89,2020-11,anseriformes_wild,anseriformes,Anatidae,mareca penelope,eurasian wigeon,bird,wild,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,na,45.6595758067318,11.8428083995249,a,2020-47,3764,2.3.4.4b,Europe / Italy / Veneto / Province of Venice / Jesolo,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2020-11-21,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_766876.anseriformes.united_kingdom.5.2020-12-03,H5N1,EPI_ISL_766876,a/mute_swan/england/234255/2020,2020-12-03,2020.92,2020-12,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,northern europe,united kingdom,gbr,54.0438440515314,-2.78687513666638,NA,NA,NA,NA,a,2020-49,3733,2.3.4.4b,Europe / United Kingdom / Essex / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2020-12-03,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_1123361.galliformes.united_kingdom.5.2021-02-10,H5N1,EPI_ISL_1123361,a/pheasant/scotland/000348/2021,2021-02-10,2021.11,2021-02,galliformes_wild,galliformes,Phasianidae,phasianidae sp. (pheasant sp.),pheasant sp.,bird,wild,northern europe,united kingdom,gbr,54.0438440515314,-2.78687513666638,scotland,na,56.7931587491509,-4.20419908814114,a,2021-06,967,2.3.4.4b,Europe / United Kingdom / Fife / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2021-02-10,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_1139101.anseriformes.netherlands.5.2020-11-09,H5N1,EPI_ISL_1139101,a/swan/netherlands/20017605-002/2020,2020-11-09,2020.86,2020-11,anseriformes_wild,anseriformes,Anatidae,cygnus sp.,swan sp.,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,noord-holland,nl.nh,52.5811544669078,4.87272777813315,a,2020-46,3818,2.3.4.4b,Europe / Netherlands / Provincie Noord-Holland / Groet / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2020-11-09,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_1139102.anseriformes.netherlands.5.2020-11-10,H5N1,EPI_ISL_1139102,a/swan/netherlands/20017772-002/2020,2020-11-10,2020.86,2020-11,anseriformes_wild,anseriformes,Anatidae,cygnus sp.,swan sp.,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,noord-holland,nl.nh,52.5811544669078,4.87272777813315,a,2020-46,3818,2.3.4.4b,Europe / Netherlands / Provincie Noord-Holland / Schoorl / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2020-11-10,n1,n1,profile001
H5N1.2.3.4.4b.EPI_ISL_1224946.anseriformes.netherlands.5.2021-01-31,H5N1,EPI_ISL_1224946,a/barnacle_goose/netherlands/21022611-001/2021,2021-01-31,2021.08,2021-01,anseriformes_wild,anseriformes,Anatidae,branta leucopsis,barnacle goose,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,a,2021-04,3818,2.3.4.4b,Europe / Netherlands / Provincie Friesland / Paesens / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2021-01-31,n1,n1,profile001
