tipnames,virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,virus.species,week.date,...1,clade,collection.original,profile,profile.lab,genome,collection.tipdate,segment,cluster.segment,cluster.number
H5N1.2344b.EPI_ISL_6959592.anseriformes.south_korea.22.2021-10-26,H5N1,EPI_ISL_6959592,a/mandarin_duck/korea/wa585/2021,2021-10-26,2021.82,2021-10,anseriformes_wild,anseriformes,Anatidae,aix galericulata,mandarin duck,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongnam-do,kr.gn,36.5298116066164,126.847825775926,a,2021-43,3775,2344b,Asia / Korea / Chungcheongnam-do / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-10-26,n1,n1,profile004
H5N1.2344b.EPI_ISL_6829533.galliformes.japan.22.2021-11-12,H5N1,EPI_ISL_6829533,a/chicken/kagoshima/21a6t/2021,2021-11-12,2021.86,2021-11,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,a,2021-45,1441,2344b,Asia / Japan / Kagoshima / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-11-12,n1,n1,profile004
H5N1.2344b.EPI_ISL_6959593.galliformes.south_korea.22.2021-11-08,H5N1,EPI_ISL_6959593,a/quail/korea/h526/2021,2021-11-08,2021.85,2021-11,galliformes_wild,galliformes,Phasianidae,synoicus/coturnix sp.,old world quail sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongbuk-do,kr.gb,36.737850075983,127.830446360213,a,2021-45,3775,2344b,Asia / Korea / Chungcheongbuk-do / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-11-08,n1,n1,profile004
H5N1.2344b.EPI_ISL_11211731.anseriformes.bangladesh.19.2021-12-22,H5N1,EPI_ISL_11211731,a/duck/bangladesh/19d1818/2021,2021-12-22,2021.97,2021-12,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,southern asia,bangladesh,bgd,23.8299093538119,90.2865403636969,NA,NA,NA,NA,a,2021-51,3676,2344b,Asia / Bangladesh / NA / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,19,2021-12-22,n1,n1,profile001
H5N1.2344b.EPI_ISL_11330431.accipitriformes.japan.2.2022-01-02,H5N1,EPI_ISL_11330431,a/white-tailed_eagle/hokkaido/22-ru-wte-2/2022,2022-01-02,2022,2022-01,accipitriformes_wild,accipitriformes,Accipitridae,haliaeetus albicilla,white-tailed eagle,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2022-52,1435,2344b,Asia / Japan / Hokkaido / Tomamae town / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2022-01-02,n1,n1,profile001
H5N1.2344b.EPI_ISL_11633613.anseriformes.china.19.2021-12-20,H5N1,EPI_ISL_11633613,a/cygnus_columbianus/hubei/117/2021,2021-12-20,2021.97,2021-12,anseriformes_wild,anseriformes,Anatidae,cygnus columbianus,tundra swan,bird,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,a,2021-51,502,2344b,Asia / China / Hubei Province / NA / NA,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19,2021-12-20,n1,n1,profile001
H5N1.2344b.EPI_ISL_11633614.anseriformes.china.19.2021-12-20,H5N1,EPI_ISL_11633614,a/cygnus_columbianus/hubei/121/2021,2021-12-20,2021.97,2021-12,anseriformes_wild,anseriformes,Anatidae,cygnus columbianus,tundra swan,bird,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,a,2021-51,502,2344b,Asia / China / Hubei Province / NA / NA,2_1_1_1_1_1_1_44,NA,19,2021-12-20,n1,n1,profile001
H5N1.2344b.EPI_ISL_11633616.anseriformes.china.19.2021-12-20,H5N1,EPI_ISL_11633616,a/cygnus_columbianus/hubei/123/2021,2021-12-20,2021.97,2021-12,anseriformes_wild,anseriformes,Anatidae,cygnus columbianus,tundra swan,bird,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,a,2021-51,502,2344b,Asia / China / Hubei Province / NA / NA,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19,2021-12-20,n1,n1,profile001
H5N1.2344b.EPI_ISL_13243350.anseriformes.bangladesh.19.2022-03-09,H5N1,EPI_ISL_13243350,a/duck/bangladesh/19d1874/2022,2022-03-09,2022.18,2022-03,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,southern asia,bangladesh,bgd,23.8299093538119,90.2865403636969,NA,NA,NA,NA,a,2022-10,3676,2344b,Asia / Bangladesh / NA / NA / NA,59_1_1_1_1_1_1_1,NA,19,2022-03-09,n1,n1,profile001
H5N1.2344b.EPI_ISL_14070455.carnivora.japan.2.2022-04-01,H5N1,EPI_ISL_14070455,a/tanuki/hokkaido/1/2022,2022-04-01,2022.25,2022-04,carnivora_wild,carnivora,Canidae,nyctereutes viverrinus),tanuki,other,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2022-13,1435,2344b,Asia / Japan / Hokkaido / Sapporo / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2022-04-01,n1,n1,profile001
