tipnames,virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,virus.species,week.date,...1,clade,collection.original,profile,profile.lab,genome,collection.tipdate,segment,cluster.segment,cluster.number
H5N1.2.3.4.4b.EPI_ISL_9880015.anseriformes.united_states.5.2022-01-08,H5N1,EPI_ISL_9880015,a/american_wigeon/north_carolina/ah0182517/2022,2022-01-08,2022.02,2022-01,anseriformes_wild,anseriformes,Anatidae,mareca americana,american wigeon,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-01,3436,2.3.4.4b,North America / United States / North Carolina / Hyde / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2022-01-08,pb2,pb2,profile002
H5N1.2.3.4.4b.EPI_ISL_9880019.anseriformes.united_states.5.2022-01-08,H5N1,EPI_ISL_9880019,a/mallard/north_carolina/ah0182886/2022,2022-01-08,2022.02,2022-01,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-01,3436,2.3.4.4b,North America / United States / North Carolina / Pamlico / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2022-01-08,pb2,pb2,profile002
H5N1.2.3.4.4b.EPI_ISL_9880021.anseriformes.united_states.5.2022-01-08,H5N1,EPI_ISL_9880021,a/northern_pintail/north_carolina/ah0182892/2022,2022-01-08,2022.02,2022-01,anseriformes_wild,anseriformes,Anatidae,anas acuta,northern pintail,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-01,3436,2.3.4.4b,North America / United States / North Carolina / Pamlico / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2022-01-08,pb2,pb2,profile002
H5N1.2.3.4.4b.EPI_ISL_9880151.anseriformes.united_states.5.2022-01-08,H5N1,EPI_ISL_9880151,a/gadwall/north_carolina/ah0182894/2022,2022-01-08,2022.02,2022-01,anseriformes_wild,anseriformes,Anatidae,mareca strepera,gadwall,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-01,3436,2.3.4.4b,North America / United States / North Carolina / Pamlico / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2022-01-08,pb2,pb2,profile002
H5N1.2.3.4.4b.EPI_ISL_9880152.anseriformes.united_states.5.2022-01-08,H5N1,EPI_ISL_9880152,a/northern_shoveler/north_carolina/ah0182913/2022,2022-01-08,2022.02,2022-01,anseriformes_wild,anseriformes,Anatidae,spatula clypeata,northern shoveler,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-01,3436,2.3.4.4b,North America / United States / North Carolina / Pamlico / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2022-01-08,pb2,pb2,profile002
H5N1.2.3.4.4b.EPI_ISL_9880153.anseriformes.united_states.5.2022-01-08,H5N1,EPI_ISL_9880153,a/american_wigeon/north_carolina/ah0182954/2022,2022-01-08,2022.02,2022-01,anseriformes_wild,anseriformes,Anatidae,mareca americana,american wigeon,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-01,3436,2.3.4.4b,North America / United States / North Carolina / Pamlico / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2022-01-08,pb2,pb2,profile002
H5N1.2.3.4.4b.EPI_ISL_12567390.galliformes.united_states.5.2022-03-17,H5N1,EPI_ISL_12567390,a/chicken/maryland/22-008243-001-original/2022,2022-03-17,2022.21,2022-03,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern america,united states,usa,44.75294654392,-103.651025114044,maryland,us.md,39.0551372724782,-76.7907951867475,a,2022-11,3423,2.3.4.4b,North America / United States / Maryland / Cecil / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2022-03-17,pb2,pb2,profile002
H5N1.2.3.4.4b.EPI_ISL_12567391.galliformes.united_states.5.2022-03-25,H5N1,EPI_ISL_12567391,a/chicken/iowa/22-009180-001-original/2022,2022-03-25,2022.23,2022-03,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern america,united states,usa,44.75294654392,-103.651025114044,iowa,us.ia,42.0765903413827,-93.4960133625023,a,2022-12,3418,2.3.4.4b,North America / United States / Iowa / Franklin / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2022-03-25,pb2,pb2,profile002
H5N1.2.3.4.4b.EPI_ISL_12567392.galliformes.united_states.5.2022-03-25,H5N1,EPI_ISL_12567392,a/chicken/iowa/22-009180-002-original/2022,2022-03-25,2022.23,2022-03,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern america,united states,usa,44.75294654392,-103.651025114044,iowa,us.ia,42.0765903413827,-93.4960133625023,a,2022-12,3418,2.3.4.4b,North America / United States / Iowa / Franklin / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,2022-03-25,pb2,pb2,profile002
H5N1.2.3.4.4b.EPI_ISL_12567393.galliformes.united_states.4.2022-03-25,H5N1,EPI_ISL_12567393,a/chicken/minnesota/22-009181-001-original/2022,2022-03-25,2022.23,2022-03,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern america,united states,usa,44.75294654392,-103.651025114044,minnesota,us.mn,46.3193148536411,-94.1968042401401,a,2022-12,3426,2.3.4.4b,North America / United States / Minnesota / Mower / NA,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4,2022-03-25,pb2,pb2,profile004
