tipnames	virus_subtype	collection_date	collection_datedecimal	collection_datemonth	collection_dateyear	collection_regionname	collection_countryname	collection_countrylat	collection_countrylong	cluster_number	profile	cluster_profileclass	host_order	host_isbird	host_simplifiedhost	tiplocation_lon	tiplocation_lat
H5N1.2344b.EPI_ISL_6959592.anseriformes.south_korea.2_1_9_1_1_4_1_1.2021-10-26	H5N1	2021-10-26	2021.82	2021-10	2021	eastern asia	south korea	36.341057964317	127.784630688405	profile004	2_1_9_1_1_4_1_1	major	anseriformes	TRUE	anseriformes-wild	126.847825775926	36.5298116066164
H5N1.2344b.EPI_ISL_6829533.galliformes.japan.2_1_9_1_1_4_1_1.2021-11-12	H5N1	2021-11-12	2021.86	2021-11	2021	eastern asia	japan	37.3996665395305	137.574137168765	profile004	2_1_9_1_1_4_1_1	major	galliformes	TRUE	galliformes-domestic	130.419711465505	30.9949222722596
H5N1.2344b.EPI_ISL_6959593.galliformes.south_korea.2_1_9_1_1_4_1_1.2021-11-08	H5N1	2021-11-08	2021.85	2021-11	2021	eastern asia	south korea	36.341057964317	127.784630688405	profile004	2_1_9_1_1_4_1_1	major	galliformes	TRUE	galliformes-wild	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_11211731.anseriformes.bangladesh.2_1_1_1_1_1_1_1.2021-12-22	H5N1	2021-12-22	2021.97	2021-12	2021	southern asia	bangladesh	23.8299093538119	90.2865403636969	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-wild	90.2865403636969	23.8299093538119
H5N1.2344b.EPI_ISL_11330431.accipitriformes.japan.2_1_1_1_1_1_1_1.2022-01-02	H5N1	2022-01-02	2022	2022-01	2022	eastern asia	japan	37.3996665395305	137.574137168765	profile001	2_1_1_1_1_1_1_1	dominant	accipitriformes	TRUE	other	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_11633613.anseriformes.china.1_1_1_1_1_1_1_1A.2021-12-20	H5N1	2021-12-20	2021.97	2021-12	2021	eastern asia	china	36.6848135465548	103.513718494908	profile001	1_1_1_1_1_1_1_1A	dominant	anseriformes	TRUE	anseriformes-wild	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_11633614.anseriformes.china.2_1_1_1_1_1_1_44.2021-12-20	H5N1	2021-12-20	2021.97	2021-12	2021	eastern asia	china	36.6848135465548	103.513718494908	profile001	2_1_1_1_1_1_1_44	minor	anseriformes	TRUE	anseriformes-wild	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_11633616.anseriformes.china.1_1_1_1_1_1_1_1A.2021-12-20	H5N1	2021-12-20	2021.97	2021-12	2021	eastern asia	china	36.6848135465548	103.513718494908	profile001	1_1_1_1_1_1_1_1A	dominant	anseriformes	TRUE	anseriformes-wild	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_13243350.anseriformes.bangladesh.59_1_1_1_1_1_1_1.2022-03-09	H5N1	2022-03-09	2022.18	2022-03	2022	southern asia	bangladesh	23.8299093538119	90.2865403636969	profile001	59_1_1_1_1_1_1_1	minor	anseriformes	TRUE	anseriformes-wild	90.2865403636969	23.8299093538119
H5N1.2344b.EPI_ISL_14070455.carnivora.japan.2_1_1_1_1_1_1_1.2022-04-01	H5N1	2022-04-01	2022.25	2022-04	2022	eastern asia	japan	37.3996665395305	137.574137168765	profile001	2_1_1_1_1_1_1_1	dominant	carnivora	FALSE	mammal	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_14615026.passeriformes.japan.2_1_1_1_1_1_1_1.2022-03-02	H5N1	2022-03-02	2022.16	2022-03	2022	eastern asia	japan	37.3996665395305	137.574137168765	profile001	2_1_1_1_1_1_1_1	dominant	passeriformes	TRUE	other	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_14615027.passeriformes.japan.2_1_1_1_1_1_1_1.2022-03-14	H5N1	2022-03-14	2022.2	2022-03	2022	eastern asia	japan	37.3996665395305	137.574137168765	profile001	2_1_1_1_1_1_1_1	dominant	passeriformes	TRUE	other	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_14615036.passeriformes.japan.2_1_1_1_1_1_1_1.2022-02-08	H5N1	2022-02-08	2022.1	2022-02	2022	eastern asia	japan	37.3996665395305	137.574137168765	profile001	2_1_1_1_1_1_1_1	dominant	passeriformes	TRUE	other	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_15732766.anseriformes.japan.2_1_9_1_1_4_1_1.2022-10-23	H5N1	2022-10-23	2022.81	2022-10	2022	eastern asia	japan	37.3996665395305	137.574137168765	profile004	2_1_9_1_1_4_1_1	major	anseriformes	TRUE	anseriformes-wild	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_11633709.anseriformes.china.1_1_1_1_1_1_1_1A.2021-12-20	H5N1	2021-12-20	2021.97	2021-12	2021	eastern asia	china	36.6848135465548	103.513718494908	profile001	1_1_1_1_1_1_1_1A	dominant	anseriformes	TRUE	anseriformes-wild	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_12174842.carnivora.japan.2_1_1_1_1_1_1_1.2022-03-31	H5N1	2022-03-31	2022.24	2022-03	2022	eastern asia	japan	37.3996665395305	137.574137168765	profile001	2_1_1_1_1_1_1_1	dominant	carnivora	FALSE	mammal	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_12174843.passeriformes.japan.2_1_1_1_1_1_1_1.2022-03-29	H5N1	2022-03-29	2022.24	2022-03	2022	eastern asia	japan	37.3996665395305	137.574137168765	profile001	2_1_1_1_1_1_1_1	dominant	passeriformes	TRUE	other	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_12572652.galliformes.china.3_1_3_1_1_26_1_2.2022-03-03	H5N1	2022-03-03	2022.17	2022-03	2022	eastern asia	china	36.6848135465548	103.513718494908	profile026	3_1_3_1_1_26_1_2	major	galliformes	TRUE	galliformes-domestic	117.235219497068	31.8128943962267
H5N1.2344b.EPI_ISL_12572653.galliformes.china.3_1_3_1_1_26_1_2.2021-12-07	H5N1	2021-12-07	2021.93	2021-12	2021	eastern asia	china	36.6848135465548	103.513718494908	profile026	3_1_3_1_1_26_1_2	major	galliformes	TRUE	galliformes-domestic	115.709570895796	27.6016362656629
H5N1.2344b.EPI_ISL_12572654.anseriformes.china.2_1_9_1_1_4_1_1.2021-12-08	H5N1	2021-12-08	2021.93	2021-12	2021	eastern asia	china	36.6848135465548	103.513718494908	profile004	2_1_9_1_1_4_1_1	major	anseriformes	TRUE	anseriformes-wild	113.398153372919	23.33624359406
H5N1.2344b.EPI_ISL_12572655.anseriformes.china.2_1_9_1_1_4_1_1.2021-12-08	H5N1	2021-12-08	2021.93	2021-12	2021	eastern asia	china	36.6848135465548	103.513718494908	profile004	2_1_9_1_1_4_1_1	major	anseriformes	TRUE	anseriformes-wild	113.398153372919	23.33624359406
H5N1.2344b.EPI_ISL_12572656.anseriformes.china.2_1_9_30_1_4_1_1.2022-02-22	H5N1	2022-02-22	2022.14	2022-02	2022	eastern asia	china	36.6848135465548	103.513718494908	profile004	2_1_9_30_1_4_1_1	minor	anseriformes	TRUE	anseriformes-wild	106.867407716617	26.8128279303549
H5N1.2344b.EPI_ISL_12572657.anseriformes.china.3_1_3_1_1_26_1_2.2021-11-27	H5N1	2021-11-27	2021.9	2021-11	2021	eastern asia	china	36.6848135465548	103.513718494908	profile026	3_1_3_1_1_26_1_2	major	anseriformes	TRUE	anseriformes-wild	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_12572658.anseriformes.china.3_1_3_1_1_26_1_2.2022-01-10	H5N1	2022-01-10	2022.02	2022-01	2022	eastern asia	china	36.6848135465548	103.513718494908	profile026	3_1_3_1_1_26_1_2	major	anseriformes	TRUE	anseriformes-wild	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_12572659.anseriformes.china.2_1_9_1_1_4_1_1.2022-01-10	H5N1	2022-01-10	2022.02	2022-01	2022	eastern asia	china	36.6848135465548	103.513718494908	profile004	2_1_9_1_1_4_1_1	major	anseriformes	TRUE	anseriformes-wild	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_12572660.anseriformes.china.3_1_3_1_1_26_1_2.2021-12-08	H5N1	2021-12-08	2021.93	2021-12	2021	eastern asia	china	36.6848135465548	103.513718494908	profile026	3_1_3_1_1_26_1_2	major	anseriformes	TRUE	anseriformes-wild	115.709570895796	27.6016362656629
H5N1.2344b.EPI_ISL_12572661.anseriformes.china.2_1_9_30_1_4_1_1.2022-02-22	H5N1	2022-02-22	2022.14	2022-02	2022	eastern asia	china	36.6848135465548	103.513718494908	profile004	2_1_9_30_1_4_1_1	minor	anseriformes	TRUE	anseriformes-wild	106.867407716617	26.8128279303549
H5N1.2344b.EPI_ISL_12572662.anseriformes.china.1_1_1_1_1_1_1_1A.2022-01-05	H5N1	2022-01-05	2022.01	2022-01	2022	eastern asia	china	36.6848135465548	103.513718494908	profile001	1_1_1_1_1_1_1_1A	dominant	anseriformes	TRUE	anseriformes-wild	111.713471439142	27.5978523947888
H5N1.2344b.EPI_ISL_12572663.columbiformes.china.3_1_3_1_1_26_1_2.2021-12-08	H5N1	2021-12-08	2021.93	2021-12	2021	eastern asia	china	36.6848135465548	103.513718494908	profile026	3_1_3_1_1_26_1_2	major	columbiformes	TRUE	other	115.709570895796	27.6016362656629
H5N1.2344b.EPI_ISL_12572664.anseriformes.china.2_1_1_1_1_1_1_1.2021-11-25	H5N1	2021-11-25	2021.9	2021-11	2021	eastern asia	china	36.6848135465548	103.513718494908	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-wild	116.100714730353	39.5182972347816
H5N1.2344b.EPI_ISL_13243698.anseriformes.bangladesh.2_1_1_1_1_1_1_1.2021-12-22	H5N1	2021-12-22	2021.97	2021-12	2021	southern asia	bangladesh	23.8299093538119	90.2865403636969	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-wild	90.2865403636969	23.8299093538119
H5N1.2344b.EPI_ISL_14604371.passeriformes.japan.2_1_1_1_1_1_1_1.2022-02-14	H5N1	2022-02-14	2022.12	2022-02	2022	eastern asia	japan	37.3996665395305	137.574137168765	profile001	2_1_1_1_1_1_1_1	dominant	passeriformes	TRUE	other	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_14886367.anseriformes.bangladesh.2_1_1_1_1_1_1_1.2021-12-19	H5N1	2021-12-19	2021.96	2021-12	2021	southern asia	bangladesh	23.8299093538119	90.2865403636969	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-wild	90.2865403636969	23.8299093538119
H5N1.2344b.EPI_ISL_14886675.anseriformes.bangladesh.2_1_1_1_1_1_1_1.2021-12-19	H5N1	2021-12-19	2021.96	2021-12	2021	southern asia	bangladesh	23.8299093538119	90.2865403636969	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-wild	90.2865403636969	23.8299093538119
H5N1.2344b.EPI_ISL_14886825.anseriformes.bangladesh.2_1_1_1_1_1_1_1.2021-12-19	H5N1	2021-12-19	2021.96	2021-12	2021	southern asia	bangladesh	23.8299093538119	90.2865403636969	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-wild	90.2865403636969	23.8299093538119
H5N1.2344b.EPI_ISL_15647834.anseriformes.south_korea.1_1_1_1_1_1_1_1A.2022-10-17	H5N1	2022-10-17	2022.79	2022-10	2022	eastern asia	south korea	36.341057964317	127.784630688405	profile001	1_1_1_1_1_1_1_1A	dominant	anseriformes	TRUE	anseriformes-wild	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_15647835.anseriformes.south_korea.5_3_1_1_2_1_1_4.2022-10-19	H5N1	2022-10-19	2022.8	2022-10	2022	eastern asia	south korea	36.341057964317	127.784630688405	profile001	5_3_1_1_2_1_1_4	dominant	anseriformes	TRUE	anseriformes-wild	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_15647836.anseriformes.south_korea.1_1_1_1_1_1_1_1A.2022-10-10	H5N1	2022-10-10	2022.77	2022-10	2022	eastern asia	south korea	36.341057964317	127.784630688405	profile001	1_1_1_1_1_1_1_1A	dominant	anseriformes	TRUE	anseriformes-wild	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_15647837.anseriformes.south_korea.1_1_1_1_1_1_1_1A.2022-02-05	H5N1	2022-02-05	2022.1	2022-02	2022	eastern asia	south korea	36.341057964317	127.784630688405	profile001	1_1_1_1_1_1_1_1A	dominant	anseriformes	TRUE	anseriformes-wild	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_15923322.falconiformes.japan.2_1_9_1_1_4_1_1.2022-09-25	H5N1	2022-09-25	2022.73	2022-09	2022	eastern asia	japan	37.3996665395305	137.574137168765	profile004	2_1_9_1_1_4_1_1	major	falconiformes	TRUE	other	139.338928797101	35.4153490493937
H5N1.2344b.EPI_ISL_15943002.anseriformes.south_korea.1_17_22_1_6_1_1_21.2022-11-17	H5N1	2022-11-17	2022.88	2022-11	2022	eastern asia	south korea	36.341057964317	127.784630688405	profile001	1_17_22_1_6_1_1_21	major	anseriformes	TRUE	anseriformes-wild	126.847825775926	36.5298116066164
H5N1.2344b.EPI_ISL_15943015.NA.south_korea.1_17_22_1_6_1_1_21.2022-11-07	H5N1	2022-11-07	2022.85	2022-11	2022	eastern asia	south korea	36.341057964317	127.784630688405	profile001	1_17_22_1_6_1_1_21	major	NA	FALSE	other	126.847825775926	36.5298116066164
H5N1.2344b.EPI_ISL_12749687.galliformes.israel.2_1_1_1_1_1_1_1.2021-10-12	H5N1	2021-10-12	2021.78	2021-10	2021	western asia	israel	31.4459854424407	35.0090837317994	profile001	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	35.3874708538776	32.8188711917581
H5N1.2344b.EPI_ISL_12917757.galliformes.israel.2_1_1_1_1_1_1_1.2021-10-29	H5N1	2021-10-29	2021.82	2021-10	2021	western asia	israel	31.4459854424407	35.0090837317994	profile001	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	35.3874708538776	32.8188711917581
