tipnames	virus_subtype	collection_date	collection_datedecimal	collection_datemonth	collection_dateyear	collection_regionname	collection_countryname	collection_countrylat	collection_countrylong	cluster_number	profile	cluster_profileclass	host_order	host_isbird	host_simplifiedhost	tiplocation_lon	tiplocation_lat
H5N2.2344b.EPI_ISL_1760455.anseriformes.china.22_38_22_2_6_66_1_2.2020-11-10	H5N2	2020-11-10	2020.86	2020-11	2020	eastern asia	china	36.6848135465548	103.513718494908	profile066	22_38_22_2_6_66_1_2	minor	anseriformes	TRUE	anseriformes-wild	112.274268590565	37.5496375119255
H5N2.2344b.EPI_ISL_15732741.passeriformes.japan.60_1_78_1_1_78_1_1.2022-10-28	H5N2	2022-10-28	2022.82	2022-10	2022	eastern asia	japan	37.3996665395305	137.574137168765	profile078	60_1_78_1_1_78_1_1	minor	passeriformes	TRUE	other	142.542521870972	43.3824165431654
H5N2.2344b.EPI_ISL_china_7.anseriformes.china.3_14_3_1_15_22_1_2.2022-01-26	H5N2	2022-01-26	2022.07	2022-01	2022	eastern asia	china	36.6848135465548	103.513718494908	profile022	3_14_3_1_15_22_1_2	major	anseriformes	TRUE	anseriformes-wild	111.713471439142	27.5978523947888
H5N2.2344b.EPI_ISL_china_8.anseriformes.china.3_14_3_1_15_22_1_2.2021-12-29	H5N2	2021-12-29	2021.99	2021-12	2021	eastern asia	china	36.6848135465548	103.513718494908	profile022	3_14_3_1_15_22_1_2	major	anseriformes	TRUE	anseriformes-wild	111.713471439142	27.5978523947888
H5N2.2344b.EPI_ISL_china_9.anseriformes.china.3_14_3_1_15_22_1_1.2022-01-26	H5N2	2022-01-26	2022.07	2022-01	2022	eastern asia	china	36.6848135465548	103.513718494908	profile022	3_14_3_1_15_22_1_1	minor	anseriformes	TRUE	anseriformes-wild	111.713471439142	27.5978523947888
H5N2.2344b.EPI_ISL_china_10.anseriformes.china.3_14_3_1_15_22_1_2.2022-01-26	H5N2	2022-01-26	2022.07	2022-01	2022	eastern asia	china	36.6848135465548	103.513718494908	profile022	3_14_3_1_15_22_1_2	major	anseriformes	TRUE	anseriformes-wild	111.713471439142	27.5978523947888
H5N2.2344b.EPI_ISL_china_11.anseriformes.china.3_14_3_1_15_22_1_2.2022-01-26	H5N2	2022-01-26	2022.07	2022-01	2022	eastern asia	china	36.6848135465548	103.513718494908	profile022	3_14_3_1_15_22_1_2	major	anseriformes	TRUE	anseriformes-wild	111.713471439142	27.5978523947888
H5N2.2344b.EPI_ISL_china_12.anseriformes.china.3_14_3_1_15_22_1_2.2022-01-26	H5N2	2022-01-26	2022.07	2022-01	2022	eastern asia	china	36.6848135465548	103.513718494908	profile022	3_14_3_1_15_22_1_2	major	anseriformes	TRUE	anseriformes-wild	111.713471439142	27.5978523947888
H5N2.2344b.EPI_ISL_china_13.anseriformes.china.3_14_3_1_15_22_1_2.2022-01-26	H5N2	2022-01-26	2022.07	2022-01	2022	eastern asia	china	36.6848135465548	103.513718494908	profile022	3_14_3_1_15_22_1_2	major	anseriformes	TRUE	anseriformes-wild	111.713471439142	27.5978523947888
H5N2.NA.EPI_ISL_18284476.galliformes.japan.NA.2023-01-17	H5N2	2023-01-17	2023.04	2023-01	2023	eastern asia	japan	37.3996665395305	137.574137168765	profileNA	NA	NA	galliformes	TRUE	galliformes-domestic	131.433742894646	33.2003954700371
