"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.dateweek","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","month.date","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","cluster.genome","date.year.month","collection.tipdate","group","best_location_code"
"1","H5N6|EPI_ISL_6757630|Anseriformes|china|61|2021-04","H5N6","EPI_ISL_6757630","a/goose/sichuan/21406-5/2021",NA,NA,"2021-04","Anseriformes","Anatidae","anatidae (goose sp.)","goose sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397","sichuan","CN-51","30.632278","104.086793",NA,NA,NA,NA,NA,18,12,18,1,4,12,1,11,"18_12_18_1_4_12_1_11",61,"2021-04","2021-04","2","CN-51"
"2","H5N6|EPI_ISL_6760682|Galliformes|china|61|2021-07","H5N6","EPI_ISL_6760682","a/chicken/sichuan/21859-5/2021",NA,NA,"2021-07","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","china","CN","35.86166","104.195397","sichuan","CN-51","30.632278","104.086793",NA,NA,NA,NA,NA,18,12,18,1,4,12,1,11,"18_12_18_1_4_12_1_11",61,"2021-07","2021-07","3","CN-51"
"3","H5N6|EPI_ISL_6772737|Galliformes|china|127|2021-08","H5N6","EPI_ISL_6772737","a/chicken/guangdong/211064-2/2021",NA,NA,"2021-08","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","china","CN","35.86166","104.195397","guangdong","CN-44","23.2600355","113.25139",NA,NA,NA,NA,NA,26,1,30,1,13,25,1,25,"26_1_30_1_13_25_1_25",127,"2021-08","2021-08","4","CN-44"
"4","H5N6|EPI_ISL_6760686|Galliformes|china|291|2021-06","H5N6","EPI_ISL_6760686","a/chicken/hebei/211021/2021",NA,NA,"2021-06","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","china","CN","35.86166","104.195397","hebei","CN-13","38.3905141","114.8555706",NA,NA,NA,NA,NA,55,42,70,1,39,25,1,39,"55_42_70_1_39_25_1_39",291,"2021-06","2021-06","4","CN-13"
"5","H5N6|EPI_ISL_6760687|Anseriformes|china|126|2021-08","H5N6","EPI_ISL_6760687","a/goose/guangdong/211057/2021",NA,NA,"2021-08","Anseriformes","Anatidae","anatidae (goose sp.)","goose sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397","guangdong","CN-44","23.2600355","113.25139",NA,NA,NA,NA,NA,3,18,3,1,16,20,1,11,"3_18_3_1_16_20_1_11",126,"2021-08","2021-08","5","CN-44"
"6","H5N6|EPI_ISL_15613574|NA|china|NA|2021-08-19","H5N6","EPI_ISL_15613574","A/Guangdong/1/2021","2021-08-19","2021.63","2021-33","NA","NA","NA",NA,"other","wild","eastern asia","china","CN","35.86166","104.195397","guangdong","CN-44","23.2600355","113.25139",NA,NA,NA,NA,"2021-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-08-19","5","CN-44"
"7","H5N6|EPI_ISL_6772738|Galliformes|china|127|2021-08","H5N6","EPI_ISL_6772738","a/chicken/guangdong/211064-3/2021",NA,NA,"2021-08","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","china","CN","35.86166","104.195397","guangdong","CN-44","23.2600355","113.25139",NA,NA,NA,NA,NA,26,1,30,1,13,25,1,25,"26_1_30_1_13_25_1_25",127,"2021-08","2021-08","6","CN-44"
"8","H5N6|EPI_ISL_6772898|Anseriformes|china|209|2021-08","H5N6","EPI_ISL_6772898","a/goose/guangdong/211106-2/2021",NA,NA,"2021-08","Anseriformes","Anatidae","anatidae (goose sp.)","goose sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397","guangdong","CN-44","23.2600355","113.25139",NA,NA,NA,NA,NA,3,2,71,1,1,20,1,2,"3_2_71_1_1_20_1_2",209,"2021-08","2021-08","7","CN-44"
"9","H5N6|EPI_ISL_7457654|Galliformes|china|209|2021-08","H5N6","EPI_ISL_7457654","a/chicken/guangdong/211106-3/2021",NA,NA,"2021-08","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","china","CN","35.86166","104.195397","guangdong","CN-44","23.2600355","113.25139",NA,NA,NA,NA,NA,3,2,3,1,1,20,1,2,"3_2_3_1_1_20_1_2",209,"2021-08","2021-08","7","CN-44"
"10","H5N6|EPI_ISL_8518268|Galliformes|china|73|2021-12-23","H5N6","EPI_ISL_8518268","a/chicken/hangzhou/e1149/2021","2021-12-23","2021.98","2021-51","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","china","CN","35.86166","104.195397","zhejiang","CN-33","29.9488786","121.1430935",NA,NA,NA,NA,"2021-12",20,13,27,1,11,24,1,9,"20_13_27_1_11_24_1_9",73,"2021-12","2021-12-23","8","CN-33"
"11","H5N6|EPI_ISL_8517996|environment|china|73|2021-12-23","H5N6","EPI_ISL_8517996","a/environment/hangzhou/e1147/2021","2021-12-23","2021.98","2021-51","environment","environment","environment","environment","other","wild","eastern asia","china","CN","35.86166","104.195397","zhejiang","CN-33","29.9488786","121.1430935",NA,NA,NA,NA,"2021-12",20,13,27,1,11,24,1,9,"20_13_27_1_11_24_1_9",73,"2021-12","2021-12-23","8","CN-33"
"12","H5N6|EPI_ISL_8517998|environment|china|73|2021-12-23","H5N6","EPI_ISL_8517998","a/environment/hangzhou/e1151/2021","2021-12-23","2021.98","2021-51","environment","environment","environment","environment","other","wild","eastern asia","china","CN","35.86166","104.195397","zhejiang","CN-33","29.9488786","121.1430935",NA,NA,NA,NA,"2021-12",20,13,49,1,11,38,1,9,"20_13_49_1_11_38_1_9",73,"2021-12","2021-12-23","9","CN-33"
"13","H5N6|EPI_ISL_8517999|environment|china|73|2021-12-23","H5N6","EPI_ISL_8517999","a/environment/hangzhou/e1153/2021","2021-12-23","2021.98","2021-51","environment","environment","environment","environment","other","wild","eastern asia","china","CN","35.86166","104.195397","zhejiang","CN-33","29.9488786","121.1430935",NA,NA,NA,NA,"2021-12",20,13,27,1,11,24,1,9,"20_13_27_1_11_24_1_9",73,"2021-12","2021-12-23","10","CN-33"
"14","NA|EPI_ISL_16868591|Anseriformes|china|NA|2020-08-19",NA,"EPI_ISL_16868591","A/Duck/China/69361/2020","2020-08-19","2020.63","2020-34","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397",NA,NA,NA,NA,NA,NA,NA,NA,"2020-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-08-19","11","CN"
"15","H5N6|EPI_ISL_340832|environment|china|NA|2018-04-02","H5N6","EPI_ISL_340832","A/Env/Guangdong/zhanjiang/C18277135/2018-04-02/NA","2018-04-02","2018.25","2018-14","environment","environment","environment","environment","other","wild","eastern asia","china","CN","35.86166","104.195397","guangdong","CN-44","23.2600355","113.25139",NA,NA,NA,NA,"2018-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-04-02","12","CN-44"
"16","H5N6|EPI_ISL_6795233|Anseriformes|china|NA|2018-03-01","H5N6","EPI_ISL_6795233","A/duck/China/FJ18107/2018","2018-03-01","2018.16","2018-09","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","eastern asia","china","CN","35.86166","104.195397",NA,NA,NA,NA,NA,NA,NA,NA,"2018-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-03-01","14","CN"
"17","H5N6|EPI_ISL_13295138|Anseriformes|canada|59|2020-09-12","H5N6","EPI_ISL_13295138","A/duck/Cambodia/e10T241C18/2020","2020-09-12","2020.7","2020-37","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","northern america","canada","CA","56.130366","-106.346771","manitoba","CA-MB","53.7608608","-98.8138763",NA,NA,NA,NA,"2020-09",15,10,7,8,9,10,6,9,"15_10_7_8_9_10_6_9",59,"2020-09","2020-09-12","15","CA-MB"
"18","H5N6|EPI_ISL_17809476|Anseriformes|viet_nam|59|2021-01-29","H5N6","EPI_ISL_17809476","A/Muscovy_duck/Vietnam/HN6884/2021","2021-01-29","2021.08","2021-04","Anseriformes","Anatidae","cairina moschata","muscovy duck","bird","wild","south-eastern asia","viet nam","VN","14.058324","108.277199",NA,NA,NA,NA,NA,NA,NA,NA,"2021-01",15,10,7,8,9,10,6,9,"15_10_7_8_9_10_6_9",59,"2021-01","2021-01-29","16","VN"
"19","H5N6|EPI_ISL_18119935|Anseriformes|viet_nam|NA|2021-01-29","H5N6","EPI_ISL_18119935","A/duck/Vietnam/CRIP-HN6893/2021","2021-01-29","2021.08","2021-04","Anseriformes","Anatidae","anatidae (duck sp.)","duck sp.","bird","wild","south-eastern asia","viet nam","VN","14.058324","108.277199",NA,NA,NA,NA,NA,NA,NA,NA,"2021-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-01-29","16","VN"
"20","H5N6|EPI_ISL_9572745|Anseriformes|viet_nam|59|2020-09-29","H5N6","EPI_ISL_9572745","A/Muscovy_duck/Vietnam/HN6609/2020","2020-09-29","2020.74","2020-40","Anseriformes","Anatidae","cairina moschata","muscovy duck","bird","wild","south-eastern asia","viet nam","VN","14.058324","108.277199",NA,NA,NA,NA,NA,NA,NA,NA,"2020-09",15,10,7,8,9,10,6,9,"15_10_7_8_9_10_6_9",59,"2020-09","2020-09-29","17","VN"
