"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.dateweek","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","month.date","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","cluster.genome","date.year.month","collection.tipdate","group","best_location_code"
"1","H5N8|EPI_ISL_5102449|Accipitriformes|germany|1|2020-10-29","H5N8","EPI_ISL_5102449","A/white-tailed_eagle/Germany-SH/AI02170/2020","2020-10-29","2020.83","2020-44","Accipitriformes","Accipitridae","haliaeetus albicilla","white-tailed eagle","bird","wild","western europe","germany","DE","51.165691","10.4515260000001","schleswig-holstein","DE-SH","54.2193672","9.69611669999995",NA,NA,NA,NA,"2020-10",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2020-10","2020-10-29","1","DE-SH"
"2","H5N5|EPI_ISL_614399|Accipitriformes|germany|36|2020-10-29","H5N5","EPI_ISL_614399","A/buzzard/Germany-MV/AI02166/2020","2020-10-29","2020.83","2020-44","Accipitriformes","Accipitridae","buteo buteo","common buzzard","bird","wild","western europe","germany","DE","51.165691","10.4515260000001","mecklenburg-vorpommern","DE-MV","53.6126505","12.4295953",NA,NA,NA,NA,"2020-10",3,2,2,1,1,7,1,2,"3_2_2_1_1_7_1_2",36,"2020-10","2020-10-29","1","DE-MV"
"3","H5N5|EPI_ISL_722176|Anseriformes|sweden|36|2020-11-25","H5N5","EPI_ISL_722176","A/barnacle_goose/Sweden/SVA201201SZ0353/KN003624/2020","2020-11-25","2020.9","2020-48","Anseriformes","Anatidae","branta leucopsis","barnacle goose","bird","wild","northern europe","sweden","SE","60.128161","18.643501",NA,NA,NA,NA,NA,NA,NA,NA,"2020-11",3,2,2,1,1,7,1,2,"3_2_2_1_1_7_1_2",36,"2020-11","2020-11-25","1","SE"
"4","H5N8|EPI_ISL_1307716|Anseriformes|sweden|168|2021-03-02","H5N8","EPI_ISL_1307716","A/Mute_Swan/Sweden/SVA210303SZ0380/KN000800/St/2021","2021-03-02","2021.16","2021-09","Anseriformes","Anatidae","cygnus olor","mute swan","bird","wild","northern europe","sweden","SE","60.128161","18.643501",NA,NA,NA,NA,NA,NA,NA,NA,"2021-03",3,2,2,1,1,35,1,2,"3_2_2_1_1_35_1_2",168,"2021-03","2021-03-02","1","SE"
"5","H5N8|EPI_ISL_11388317|Falconiformes|united_kingdom|1|2021-03-30","H5N8","EPI_ISL_11388317","A/falcon/England/AVP-21-019051A/2021","2021-03-30","2021.24","2021-13","Falconiformes","Falconidae","falco sp.","falcon sp.","bird","wild","northern europe","united kingdom","GB","55.378051","-3.43597299999999","england and wales","GB EAW","52.0190289","-0.770427400000017",NA,NA,NA,NA,"2021-03",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-03","2021-03-30","1","GB EAW"
"6","H5N8|EPI_ISL_7623043|Charadriiformes|belgium|1|2021-01-11","H5N8","EPI_ISL_7623043","A/Larus_argentatus/Belgium/568/2021","2021-01-11","2021.03","2021-02","Charadriiformes","Laridae","larus argentatus","herring gull","bird","wild","western europe","belgium","BE","50.503887","4.46993599999996",NA,NA,NA,NA,NA,NA,NA,NA,"2021-01",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-01","2021-01-11","1","BE"
"7","H5N8|EPI_ISL_7778762|Galliformes|estonia|1|2021-02-18","H5N8","EPI_ISL_7778762","A/guinea_fowl/Estonia/TA21021VIR7512-9/2021","2021-02-18","2021.13","2021-07","Galliformes","Numididae","numida meleagris (domestic type)","helmeted guineafowl (domestic type)","bird","domestic","northern europe","estonia","EE","58.595272","25.013607",NA,NA,NA,NA,NA,NA,NA,NA,"2021-02",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-02","2021-02-18","1","EE"
"8","H5N5|EPI_ISL_5061617|Galliformes|germany|36|2020-11-09","H5N5","EPI_ISL_5061617","A/chicken/Germany-MV/AI02431/2020","2020-11-09","2020.86","2020-46","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","western europe","germany","DE","51.165691","10.4515260000001","mecklenburg-vorpommern","DE-MV","53.6126505","12.4295953",NA,NA,NA,NA,"2020-11",3,2,2,1,1,7,1,2,"3_2_2_1_1_7_1_2",36,"2020-11","2020-11-09","1","DE-MV"
"9","H5N8|EPI_ISL_5115763|Galliformes|germany|293|2021-03-02","H5N8","EPI_ISL_5115763","A/turkey/Germany-NW/AI02290/2021","2021-03-02","2021.16","2021-09","Galliformes","Phasianidae","meleagris gallopavo","wild turkey","bird","wild","western europe","germany","DE","51.165691","10.4515260000001","nordrhein-westfalen","DE-NW","51.4332367","7.66159379999999",NA,NA,NA,NA,"2021-03",28,1,35,1,1,2,1,7,"28_1_35_1_1_2_1_7",293,"2021-03","2021-03-02","1","DE-NW"
"10","H5N8|EPI_ISL_18112121|Galliformes|united_kingdom|NA|2021-01-26","H5N8","EPI_ISL_18112121","A/pheasant/Wales/9383/2021","2021-01-26","2021.07","2021-04","Galliformes","Phasianidae","phasianidae sp. (pheasant sp.)","pheasant sp.","bird","wild","northern europe","united kingdom","GB","55.378051","-3.43597299999999","wales","GB WLS","51.5120869","-3.28094409999994",NA,NA,NA,NA,"2021-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-01-26","1","GB WLS"
