"","tipnames","virus.subtype","isolate.id","isolate.name","collection.date","collection.datedecimal","collection.dateweek","host.order","host.family","host.sciname","host.commonname","host.isbird","host.isdomestic","collection.region.name","collection.country.name","collection.country.code","collection.country.lat","collection.country.long","collection.subdiv1.name","collection.subdiv1.code","collection.subdiv1.lat","collection.subdiv1.long","collection.subdiv2.name","collection.subdiv2.code","collection.subdiv2.lat","collection.subdiv2.long","month.date","cluster.pb2","cluster.pb1","cluster.pa","cluster.ha","cluster.np","cluster.na","cluster.mp","cluster.ns","cluster.profile","cluster.genome","date.year.month","collection.tipdate","group","best_location_code"
"1","H5N8|EPI_ISL_1009697|NA|south_korea|16|2020-11-23","H5N8","EPI_ISL_1009697","a/wild_bird/korea/h357/2020","2020-11-23","2020.89","2020-48","NA","NA","aves sp.","bird sp.","other","wild","eastern asia","south korea","KR","35.907757","127.766922",NA,NA,NA,NA,NA,NA,NA,NA,"2020-11",9,1,5,2,1,3,1,2,"9_1_5_2_1_3_1_2",16,"2020-11","2020-11-23","3","KR"
"2","H5N8|EPI_ISL_732944|Galliformes|japan|16|2020-12-12","H5N8","EPI_ISL_732944","a/chicken/shiga/5t/2020","2020-12-12","2020.95","2020-50","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","japan","JP","36.204824","138.252924","shiga","JP-25","35.2771489","136.2463682",NA,NA,NA,NA,"2020-12",9,1,5,2,1,3,1,2,"9_1_5_2_1_3_1_2",16,"2020-12","2020-12-12","3","JP-25"
"3","H5N8|EPI_ISL_738051|Galliformes|japan|16|2020-12-15","H5N8","EPI_ISL_738051","a/chicken/kagawa/l7t/2020","2020-12-15","2020.95","2020-51","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","japan","JP","36.204824","138.252924","kagawa","JP-37","34.3429904","134.0376604",NA,NA,NA,NA,"2020-12",9,1,5,2,1,3,1,2,"9_1_5_2_1_3_1_2",16,"2020-12","2020-12-15","4","JP-37"
"4","H5N8|EPI_ISL_1273441|Accipitriformes|japan|10|2021-03-03","H5N8","EPI_ISL_1273441","a/eastern_buzzard/tochigi/090311t/2021","2021-03-03","2021.17","2021-09","Accipitriformes","Accipitridae","buteo japonicus","eastern buzzard","bird","wild","eastern asia","japan","JP","36.204824","138.252924","tochigi","JP-09","36.3813638","139.7303175",NA,NA,NA,NA,"2021-03",6,1,5,2,1,3,1,2,"6_1_5_2_1_3_1_2",10,"2021-03","2021-03-03","6","JP-09"
"5","H5N8|EPI_ISL_985233|Anseriformes|japan|10|2021-02-08","H5N8","EPI_ISL_985233","a/mallard_duck/niigata/150209t/2021","2021-02-08","2021.1","2021-06","Anseriformes","Anatidae","anas platyrhynchos","mallard","bird","wild","eastern asia","japan","JP","36.204824","138.252924","niigata","JP-15","37.9161924","139.0364126",NA,NA,NA,NA,"2021-02",6,1,5,2,1,3,1,2,"6_1_5_2_1_3_1_2",10,"2021-02","2021-02-08","6","JP-15"
"6","H5N8|EPI_ISL_4030493|environment|japan|NA|2020-12-09","H5N8","EPI_ISL_4030493","A/water/Tottori/NK1209/2020","2020-12-09","2020.94","2020-50","environment","environment","environment","environment","other","wild","eastern asia","japan","JP","36.204824","138.252924","tottori","JP-31","35.5011326","134.2350914",NA,NA,NA,NA,"2020-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-12-09","6","JP-31"
"7","H5N8|EPI_ISL_7778770|Anseriformes|finland|1|2021-01-01","H5N8","EPI_ISL_7778770","A/mute_swan/Finland/21VIR7689-2/2021","2021-01-01","2021","2021-53","Anseriformes","Anatidae","cygnus olor","mute swan","bird","wild","northern europe","finland","FI","61.92411","25.748151",NA,NA,NA,NA,NA,NA,NA,NA,"2021-01",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2021-01","2021-01-01","7","FI"
"8","H5N8|EPI_ISL_739686|Galliformes|kazakhstan|1|2020-09-18","H5N8","EPI_ISL_739686","a/chicken/kazakhstan/kn-3/2020","2020-09-18","2020.71","2020-38","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","central asia","kazakhstan","KZ","48.019573","66.923684",NA,NA,NA,NA,NA,NA,NA,NA,"2020-09",3,2,3,1,1,2,1,2,"3_2_3_1_1_2_1_2",1,"2020-09","2020-09-18","7","KZ"
"9","H5N8|EPI_ISL_17086227|environment|japan|NA|2020-11-25","H5N8","EPI_ISL_17086227","A/environment/Fukuoka/T9-42/2020","2020-11-25","2020.9","2020-48","environment","environment","environment","environment","other","wild","eastern asia","japan","JP","36.204824","138.252924","fukuoka","JP-40","33.5903547","130.4017155",NA,NA,NA,NA,"2020-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-11-25","10","JP-40"
"10","H5N8|EPI_ISL_1273420|Galliformes|japan|10|2020-11-07","H5N8","EPI_ISL_1273420","a/chicken/kagawa/b7t/2020","2020-11-07","2020.85","2020-45","Galliformes","Phasianidae","gallus gallus (domestic type)","red junglefowl (domestic type)","bird","domestic","eastern asia","japan","JP","36.204824","138.252924","kagawa","JP-37","34.3429904","134.0376604",NA,NA,NA,NA,"2020-11",6,1,5,2,1,3,1,2,"6_1_5_2_1_3_1_2",10,"2020-11","2020-11-07","11","JP-37"
