tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,cluster_profile,cluster_label,clade,collection_tipdate,cluster_number,collection_dateerror
H5N8|2344b|EPI_ISL_4061714|accipitriformes|japan|7_1_5_2_3_3_1_2|2021-02-03,H5N8,EPI_ISL_4061714,a/white-tailed_eagle/hokkaido/20210127001/2021,2021-02-03,2021-02,2021,Aves,accipitriformes,accipitridae,haliaeetus albicilla,white-tailed eagle,TRUE,wild,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,Asia / Japan / Hokkaido / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-02-03,cluster003,FALSE
H5N8|2344b|EPI_ISL_978901|galliformes|japan|7_1_5_2_3_3_1_2|2021-02-01,H5N8,EPI_ISL_978901,a/chicken/ibaraki/8t/2021,2021-02-01,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,ibaraki,jp.ib,36.3027610877484,140.318971903473,Asia / Japan / Ibaraki / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-02-01,cluster003,FALSE
H5N8|2344b|EPI_ISL_1273414|galliformes|japan|7_1_5_2_3_3_1_2|2021-02-01,H5N8,EPI_ISL_1273414,a/chicken/ibaraki/1t/2021,2021-02-01,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,ibaraki,jp.ib,36.3027610877484,140.318971903473,Asia / Japan / Ibaraki / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-02-01,cluster003,FALSE
H5N8|2344b|EPI_ISL_1273415|galliformes|japan|7_1_5_2_3_3_1_2|2021-02-01,H5N8,EPI_ISL_1273415,a/chicken/ibaraki/2t/2021,2021-02-01,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,ibaraki,jp.ib,36.3027610877484,140.318971903473,Asia / Japan / Ibaraki / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-02-01,cluster003,FALSE
H5N8|2344b|EPI_ISL_978900|galliformes|japan|7_1_5_2_3_3_1_2|2021-02-01,H5N8,EPI_ISL_978900,a/chicken/ibaraki/7c/2021,2021-02-01,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,ibaraki,jp.ib,36.3027610877484,140.318971903473,Asia / Japan / Ibaraki / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-02-01,cluster003,FALSE
H5N8|2344b|EPI_ISL_978899|galliformes|japan|7_1_5_2_3_3_1_2|2021-02-01,H5N8,EPI_ISL_978899,a/chicken/ibaraki/3t/2021,2021-02-01,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,ibaraki,jp.ib,36.3027610877484,140.318971903473,Asia / Japan / Ibaraki / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-02-01,cluster003,FALSE
H5N8|2344b|EPI_ISL_978898|galliformes|japan|7_1_5_2_3_3_1_2|2021-02-01,H5N8,EPI_ISL_978898,a/chicken/ibaraki/1c/2021,2021-02-01,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,ibaraki,jp.ib,36.3027610877484,140.318971903473,Asia / Japan / Ibaraki / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-02-01,cluster003,FALSE
H5N8|2344b|EPI_ISL_1041177|falconiformes|japan|7_1_5_2_3_3_1_2|2021-02-15,H5N8,EPI_ISL_1041177,a/peregrine_falcon/tochigi/090205c/2021,2021-02-15,2021-02,2021,Aves,falconiformes,falconidae,falco peregrinus,peregrine falcon,TRUE,wild,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,tochigi,jp.tc,36.6894768729176,139.818920628006,Asia / Japan / Tochigi / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-02-15,cluster003,FALSE
H5N8|2344b|EPI_ISL_1041178|falconiformes|japan|7_1_5_2_3_3_1_2|2021-02-15,H5N8,EPI_ISL_1041178,a/peregrine_falcon/tochigi/090205t/2021,2021-02-15,2021-02,2021,Aves,falconiformes,falconidae,falco peregrinus,peregrine falcon,TRUE,wild,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,tochigi,jp.tc,36.6894768729176,139.818920628006,Asia / Japan / Tochigi / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-02-15,cluster003,FALSE
H5N8|2344b|EPI_ISL_1273441|accipitriformes|japan|7_1_5_2_3_3_1_2|2021-03-03,H5N8,EPI_ISL_1273441,a/eastern_buzzard/tochigi/090311t/2021,2021-03-03,2021-03,2021,Aves,accipitriformes,accipitridae,buteo japonicus,eastern buzzard,TRUE,wild,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,tochigi,jp.tc,36.6894768729176,139.818920628006,Asia / Japan / Tochigi / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-03-03,cluster003,FALSE
H5N8|2344b|EPI_ISL_1240997|accipitriformes|japan|7_1_5_2_3_3_1_2|2021-03-03,H5N8,EPI_ISL_1240997,a/eastern_buzzard/tochigi/090311c/2021,2021-03-03,2021-03,2021,Aves,accipitriformes,accipitridae,buteo japonicus,eastern buzzard,TRUE,wild,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,tochigi,jp.tc,36.6894768729176,139.818920628006,Asia / Japan / Tochigi / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-03-03,cluster003,FALSE
H5N8|2344b|EPI_ISL_759853|galliformes|japan|7_1_5_2_3_3_1_2|2020-12-23,H5N8,EPI_ISL_759853,a/chicken/chiba/4t/2020,2020-12-23,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2020-12-23,cluster003,FALSE
H5N8|2344b|EPI_ISL_759852|galliformes|japan|7_1_5_2_3_3_1_2|2020-12-23,H5N8,EPI_ISL_759852,a/chicken/chiba/3t/2020,2020-12-23,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2020-12-23,cluster003,FALSE
H5N8|2344b|EPI_ISL_854595|galliformes|japan|7_1_5_2_3_3_1_2|2021-01-10,H5N8,EPI_ISL_854595,a/chicken/chiba/b2t/2021,2021-01-10,2021-01,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-01-10,cluster003,FALSE
H5N8|2344b|EPI_ISL_854596|galliformes|japan|7_1_5_2_3_3_1_2|2021-01-10,H5N8,EPI_ISL_854596,a/chicken/chiba/b3t/2021,2021-01-10,2021-01,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-01-10,cluster003,FALSE
H5N8|2344b|EPI_ISL_854597|galliformes|japan|7_1_5_2_3_3_1_2|2021-01-10,H5N8,EPI_ISL_854597,a/chicken/chiba/b4t/2021,2021-01-10,2021-01,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-01-10,cluster003,FALSE
H5N8|2344b|EPI_ISL_854598|galliformes|japan|7_1_5_2_3_3_1_2|2021-01-10,H5N8,EPI_ISL_854598,a/chicken/chiba/b5t/2021,2021-01-10,2021-01,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-01-10,cluster003,FALSE
H5N8|2344b|EPI_ISL_759850|galliformes|japan|7_1_5_2_3_3_1_2|2020-12-23,H5N8,EPI_ISL_759850,a/chicken/chiba/1t/2020,2020-12-23,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2020-12-23,cluster003,FALSE
H5N8|2344b|EPI_ISL_759851|galliformes|japan|7_1_5_2_3_3_1_2|2020-12-23,H5N8,EPI_ISL_759851,a/chicken/chiba/2t/2020,2020-12-23,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2020-12-23,cluster003,FALSE
