tipnames	collection_regionname	collection_countryname	host_simplifiedhost	lat	long
H5N8|2344b|EPI_ISL_1009695|anseriformes|south_korea|7_1_5_2_1_3_1_2|2020-11-03	eastern asia	south korea	anseriformes-wild	36.5298116066164	126.847825775926
H5N8|2344b|EPI_ISL_1009696|anseriformes|south_korea|7_1_5_2_1_3_1_2|2020-11-10	eastern asia	south korea	anseriformes-wild	37.5315346337798	127.181023197189
H5N8|2344b|EPI_ISL_1009702|anseriformes|south_korea|7_1_5_2_1_3_1_2|2020-12-01	eastern asia	south korea	anseriformes-wild	34.8733358026855	126.897223705092
H5N8|2344b|EPI_ISL_1009705|anseriformes|south_korea|7_1_5_2_1_3_1_2|2020-12-01	eastern asia	south korea	anseriformes-wild	36.5298116066164	126.847825775926
H5N8|2344b|EPI_ISL_1273424|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-12	eastern asia	japan	galliformes-domestic	34.217379070784	133.968927545016
H5N8|2344b|EPI_ISL_16405655|environment|japan|7_1_5_2_1_3_1_2|2020-11-16	eastern asia	japan	environment	30.9949222722596	130.419711465505
H5N8|2344b|EPI_ISL_16405677|environment|japan|7_1_5_2_1_3_1_2|2020-12-21	eastern asia	japan	environment	30.9949222722596	130.419711465505
H5N8|2344b|EPI_ISL_17805828|environment|japan|7_1_5_2_1_3_1_2|2020-12-07	eastern asia	japan	environment	37.3996665395305	137.574137168765
H5N8|2344b|EPI_ISL_17805845|environment|japan|7_1_5_2_1_3_1_2|2020-12-21	eastern asia	japan	environment	37.3996665395305	137.574137168765
H5N8|2344b|EPI_ISL_17805860|environment|japan|7_1_5_2_1_3_1_2|2020-11-16	eastern asia	japan	environment	37.3996665395305	137.574137168765
H5N8|2344b|EPI_ISL_17805877|environment|japan|7_1_5_2_1_3_1_2|2020-11-30	eastern asia	japan	environment	37.3996665395305	137.574137168765
H5N8|2344b|EPI_ISL_2820259|anseriformes|china|7_1_5_2_1_3_1_2|2020-10-15	eastern asia	china	anseriformes-wild	37.2602231520297	106.161545856493
H5N8|2344b|EPI_ISL_2820504|anseriformes|china|7_1_5_2_1_3_1_2|2020-10-16	eastern asia	china	anseriformes-wild	37.2602231520297	106.161545856493
H5N8|2344b|EPI_ISL_402134|galliformes|poland|7_1_5_2_1_3_1_2|2019-12-30	eastern europe	poland	galliformes-domestic	51.2170859712694	22.9017240742201
H5N8|2344b|EPI_ISL_404993|anseriformes|germany|7_1_5_2_1_3_1_2|2020-01-16	western europe	germany	anseriformes-wild	52.4686720071996	13.4043192497063
H5N8|2344b|EPI_ISL_405391|galliformes|czechia|7_1_5_2_1_3_1_2|2020-01-17	eastern europe	czechia	galliformes-domestic	49.4071187835784	15.6903483593844
H5N8|2344b|EPI_ISL_405813|accipitriformes|poland|7_1_5_2_1_3_1_2|2020-01-06	eastern europe	poland	other-bird	51.2170859712694	22.9017240742201
H5N8|2344b|EPI_ISL_4071019|anseriformes|japan|7_1_5_2_1_3_1_2|2020-11-05	eastern asia	japan	anseriformes-wild	30.9949222722596	130.419711465505
