tipnames	collection_regionname	collection_countryname	host_simplifiedhost	lat	long
H5N1|2344b|EPI_ISL_16271832|anseriformes|united_states|5_4_9_1_2_1_1_1|2022-11-16	northern america	united states	anseriformes-domestic	37.5351692427679	-85.3002873072653
H5N1|2344b|EPI_ISL_16271836|galliformes|united_states|5_4_9_1_2_1_1_1|2022-11-22	northern america	united states	galliformes-domestic	35.859232079721	-86.3497234635721
H5N1|2344b|EPI_ISL_16271837|galliformes|united_states|5_4_9_1_2_1_1_1|2022-11-21	northern america	united states	galliformes-domestic	28.6269382846284	-82.4431243811826
H5N1|2344b|EPI_ISL_16271838|galliformes|united_states|5_4_9_1_2_1_1_1|2022-11-20	northern america	united states	galliformes-domestic	46.3193148536411	-94.1968042401401
H5N1|2344b|EPI_ISL_16271843|galliformes|united_states|5_4_9_1_2_1_1_1|2022-11-03	northern america	united states	galliformes-wild	44.627499166429	-89.7126755416022
H5N1|2344b|EPI_ISL_16271849|galliformes|united_states|5_4_9_1_2_1_1_1|2022-11-16	northern america	united states	galliformes-domestic	35.5562842108177	-79.3865256785998
H5N1|2344b|EPI_ISL_16271853|galliformes|united_states|5_4_9_1_2_1_1_1|2022-11-08	northern america	united states	galliformes-wild	44.8415390367134	-85.6692662146994
H5N1|2344b|EPI_ISL_16271856|anseriformes|united_states|5_4_9_1_2_1_1_1|2022-11-07	northern america	united states	anseriformes-wild	42.9905358128524	-75.6520434129946
H5N1|2344b|EPI_ISL_16297061|galliformes|united_states|5_4_9_1_2_1_1_1|2022-09-27	northern america	united states	galliformes-domestic	47.4503665532251	-100.466131733191
H5N1|2344b|EPI_ISL_16297066|carnivora|united_states|5_4_9_1_2_1_1_1|2022-10-21	northern america	united states	mammal	46.3193148536411	-94.1968042401401
H5N1|2344b|EPI_ISL_16297068|galliformes|united_states|5_4_9_1_2_1_1_1|2022-10-31	northern america	united states	galliformes-domestic	40.8784890049634	-77.7988685334007
H5N1|2344b|EPI_ISL_16297069|galliformes|united_states|5_4_9_1_2_1_1_1|2022-11-01	northern america	united states	galliformes-domestic	40.1902449988672	-74.674610840654
H5N1|2344b|EPI_ISL_16297082|galliformes|united_states|5_4_9_1_2_1_1_1|2022-11-03	northern america	united states	galliformes-domestic	42.0765903413827	-93.4960133625023
H5N1|2344b|EPI_ISL_16297083|anseriformes|united_states|5_4_9_1_2_1_1_1|2022-11-03	northern america	united states	anseriformes-domestic	42.0765903413827	-93.4960133625023
H5N1|2344b|EPI_ISL_16297084|galliformes|united_states|5_4_9_1_2_1_1_1|2022-11-06	northern america	united states	galliformes-domestic	40.8784890049634	-77.7988685334007
H5N1|2344b|EPI_ISL_16297086|galliformes|united_states|5_4_9_1_2_1_1_1|2022-10-28	northern america	united states	galliformes-domestic	42.9905358128524	-75.6520434129946
H5N1|2344b|EPI_ISL_16297122|carnivora|united_states|5_4_9_1_2_1_1_1|2022-11-15	northern america	united states	mammal	44.627499166429	-89.7126755416022
H5N1|2344b|EPI_ISL_16297127|galliformes|united_states|5_4_9_1_2_1_1_1|2022-10-27	northern america	united states	galliformes-domestic	46.3193148536411	-94.1968042401401
