# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Aug 20 01:19:29 BST 2024 [seed=1724113168817]
# -overwrite -threads 4 -beagle_thread_count 4 mp_21111111_subsampled_relaxLn_constant.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-39850.02707772809	-10162.762292250656	-29687.264785477433	6.357179271027482	2017.8368098000108	61.57578629307528	1.0	2.0	2.0	0.2500000002	0.25	0.25	0.24999999979999998	0.5	0.5	1.0	1.0	0.005	0.3333333333333333	0.001658868609287442	6.474472675059112	-0.0029863754617046453	-29687.264785477433	-9517.458463121966	-638.1248727916471
20000	-22455.834700483316	-11350.361860379066	-11105.47284010425	3.984193038571597	2020.2097960324666	122.04135410227732	5.607222568885744	12.757235967605766	29.228172797899212	0.2970525460054986	0.27422159343803615	0.2208264889911322	0.20789937156533322	0.10908158321328404	0.25560958215736485	0.506252766893917	1.9874944662121656	0.15216792232128634	0.12900320593068496	0.13330842365543247	0.8058947273982682	-0.01064905593643199	-11105.47284010425	-9517.458463121966	-1805.3006495089999
40000	-21685.521463629535	-11416.260526987164	-10269.260936642371	3.8386085781809727	2020.3553804928572	129.63216862634272	6.711316056675941	12.59653407803591	24.75022618604761	0.3017056213600323	0.2352268590096759	0.23657111174539952	0.22649640788489248	0.11805222271277095	0.27960524454252417	0.46669784603960945	2.0666043079207808	0.08687702524713062	0.09525526417100325	0.06997077693571113	1.0296413671687374	0.06092076462589444	-10269.260936642371	-9517.458463121966	-1874.8662902271976
60000	-21249.28450210137	-11440.058718277991	-9809.22578382338	3.9329717570114844	2020.2610173140267	134.35709965856583	6.422366033345857	13.447602701685149	18.345185178335583	0.3194245884969501	0.22378161746583236	0.2080343114709723	0.24875948256624575	0.12791047865519392	0.27765172319241527	0.43449937874265726	2.1310012425146914	0.06309349624139164	0.07313109435387348	0.050221607634073316	1.1319944825728603	-0.01798490781204789	-9809.22578382338	-9517.458463121966	-1901.045822702347
80000	-20891.302468923815	-11415.851357083744	-9475.451111840073	4.201324234476703	2019.9926648365615	134.45334992664286	6.399307244958161	16.095483111109676	18.437873352271236	0.31722861688630083	0.19296414382748972	0.26119071898260127	0.22861652030360874	0.12554815498727198	0.21763488862569144	0.5009619279700847	1.998076144059836	0.050385897407839136	0.06727677169543092	0.03981422140097022	1.3237982303938929	0.0433192452806865	-9475.451111840073	-9517.458463121966	-1877.7226488319202
100000	-20610.23566893086	-11453.93690860846	-9156.298760322401	4.207605840933286	2019.986383230105	139.2360413054999	6.9799159917936295	11.97286347767187	18.308571552737902	0.2979346196435096	0.21472526979353612	0.24548313893245072	0.2418569716305043	0.12862102570808945	0.24608904987898403	0.4136012232842716	2.1727975534314585	0.03164207209150443	0.034756794066058326	0.02659438604076724	1.0753819946288252	0.030787744675713047	-9156.298760322401	-9517.458463121966	-1918.46850176202
120000	-20355.164843080383	-11430.613045626582	-8924.551797453803	4.251539869101702	2019.9424492019366	138.2896684696498	6.157723839252506	11.793937737010257	17.045665801487566	0.27127617117545605	0.2343944627142755	0.2631557428492184	0.23117362326105104	0.1286596878831202	0.2917918492751645	0.4201988062836052	2.1596023874327894	0.022371821297826115	0.025569717813163608	0.01897725655656834	1.097292267729348	0.028331519297618846	-8924.551797453803	-9517.458463121966	-1896.7485576072447
140000	-20198.862575305757	-11454.385772542422	-8744.476802763336	4.986595753138173	2019.2073933179001	144.27742402579855	6.751729171694648	11.99506093865962	15.964099430853059	0.2786564265921989	0.21939419255989842	0.2752511158492995	0.226698264998604	0.124551107694649	0.286170267098442	0.377766798319507	2.2444664033609873	0.017628164606706402	0.01668349161221109	0.015505412695270475	0.9467087160862502	0.10095025398948652	-8744.476802763336	-9517.458463121966	-1921.4152613848028
160000	-20051.787525350264	-11499.174864776794	-8552.612660573468	5.7975959808298025	2018.3963930902084	149.75179800477775	7.550931336117964	12.574595806328906	15.403889841478795	0.27955631160382916	0.21942305052637473	0.2688335965435214	0.23218704132627566	0.11984520901092606	0.34701775079670133	0.42154061829672784	2.156918763406543	0.017251343389358804	0.01624511391608969	0.014893895547443914	0.927537375259363	0.07229076202227959	-8552.612660573468	-9517.458463121966	-1966.0359329390494
180000	-19916.963227136563	-11517.854102573117	-8399.109124563443	5.50787319774905	2018.6861158732893	151.66013690934858	7.168381750298765	10.780075516553046	16.90810306258831	0.2950867524940478	0.22040874123531531	0.27352305068133936	0.2109814555892984	0.14447934009240176	0.34058654088464346	0.38289726377537997	2.234205472449239	0.013674964295890144	0.013258872268921038	0.01193562959760443	0.9762846333432224	0.0030536330997200664	-8399.109124563443	-9517.458463121966	-1985.5623056256318
