# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Aug 20 01:19:31 BST 2024 [seed=1724113170239]
# -overwrite -threads 4 -beagle_thread_count 4 pb2_32313212_subsampled_relaxLn_constant.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-59128.79861256441	-7228.291132438883	-51900.507480125525	3.6453440857821118	2018.5162997498342	39.655632273748594	1.0	2.0	2.0	0.2500000002	0.25	0.25	0.24999999979999998	0.5	0.5	1.0	1.0	0.005	0.3333333333333333	0.002934257916217263	8.145849837256158	-0.008042680730107284	-51900.507480125525	-6702.49460974783	-518.6175663540104
20000	-28838.370670498072	-8558.07059739192	-20280.300073106155	3.20256579265592	2018.9590780429605	135.8026570483374	16.41708749399838	7.051527557003985	12.053740553198471	0.34142257870950876	0.1800145342712185	0.23939786849424727	0.23916501852502553	0.10671931324511184	0.1455332483249176	0.6349372490286886	1.7301255019426227	0.04805591639200474	0.03434639023079423	0.04414676468487103	0.7230443065816661	0.013216612983603675	-20280.300073106155	-6702.49460974783	-1836.906192485075
40000	-27133.829852707702	-8575.802960441455	-18558.026892266247	3.8160905938602525	2018.345553241756	138.31687965336704	16.99068068181947	8.455437832291132	12.595585937166746	0.32601079121861676	0.17828148406200786	0.23979115197740208	0.25591657274197344	0.09835967737076141	0.1750141112975407	0.30557490360011963	2.3888501927997616	0.024822849032006176	0.019833424587801345	0.02213044130369548	0.7791076902781309	-0.013605487290766433	-18558.026892266247	-6702.49460974783	-1857.0489048173818
60000	-26061.490089303137	-8624.29833475766	-17437.191754545478	3.942823051937264	2018.2188207836791	142.80557181632065	17.285051659348994	10.94957975022009	12.661409338925234	0.34119699644275336	0.1836810219903754	0.2546615874983652	0.22046039406850615	0.07912602883686208	0.22958024593045473	0.22818845383811465	2.5436230923237724	0.019063799466561927	0.016026347430733362	0.016931957052983983	0.7917504738538619	0.023422153262455152	-17437.191754545478	-6702.49460974783	-1905.9458267088721
80000	-25056.155228189145	-8605.147503955359	-16451.007724233787	4.336844553094375	2017.824799282522	142.19305951472867	18.176235983538295	11.587289779918105	11.082564378861758	0.34437622737247603	0.17746574636929965	0.2484795434284849	0.22967848282973952	0.033053422021995904	0.2691217104241411	0.2639101721890079	2.472179655621986	0.013282137861545753	0.01006918889514465	0.01257363342382272	0.7487294527715034	-0.04065421978096627	-16451.007724233787	-6702.49460974783	-1888.0718047903144
100000	-24462.795630383676	-8610.608535941183	-15852.187094442492	3.5194141788281463	2018.6422296567882	143.37362759404206	18.343258642428715	9.751888508657926	10.634731729959215	0.33581643649133563	0.19065464349243014	0.24347861105651544	0.2300503089597188	0.01005019410317902	0.36186647384407855	0.3346412556964511	2.330717488607102	0.009160807223035835	0.005712574885214082	0.00881220626860756	0.6140628293457199	-0.001217557595197598	-15852.187094442492	-6702.49460974783	-1894.7793190142975
120000	-23805.957167449407	-8617.146516159593	-15188.810651289816	3.299611174130073	2018.8620326614862	146.7523260877782	17.775816794582077	10.900768582310649	10.226263486557464	0.3269125215606749	0.19170015633380913	0.2532235282062205	0.22816379389929572	0.05672254869709968	0.4671740799068003	0.3643582472663963	2.2712835054672125	0.007349139974315765	0.00514364772655102	0.006844248232658981	0.670718650723802	-0.047011609483006665	-15188.810651289816	-6702.49460974783	-1901.4009297131663
140000	-23457.497154785342	-8610.620483940478	-14846.876670844864	3.4780455417267278	2018.6835982938896	147.5566805046436	19.46628427091076	13.707797166919043	9.598055432506904	0.3316957377965541	0.18691068620157422	0.24005668055681886	0.24133689544505302	0.044090183658784345	0.46913095058508975	0.3860366387509526	2.2279267224980965	0.005853554557398328	0.003471757603738871	0.0056911385695252665	0.5447428434154828	-0.024894236361557322	-14846.876670844864	-6702.49460974783	-1894.907080540312
160000	-22961.040199061143	-8624.85969087533	-14336.180508185811	3.4621383069900555	2018.6995055286263	149.5689002155398	17.584744929584758	12.7227714549209	9.976563661386576	0.32306664239474736	0.1950962666181108	0.2504121133825732	0.23142497760456854	0.03468241613434889	0.5041200864359391	0.3820606220699045	2.2358787558601905	0.005472277769640388	0.0030924115984973135	0.005253259146685542	0.5480977486635151	0.016306461504755735	-14336.180508185811	-6702.49460974783	-1909.3906138262407
180000	-22616.872832930498	-8606.55664827277	-14010.316184657728	3.683685879227427	2018.477957956389	146.0034933245247	18.535789975275108	11.954359051443761	11.528713405650464	0.3227627982902112	0.20101578583547586	0.25661822812359075	0.2196031877507221	0.035777757630623096	0.5064853769946445	0.4695619161747804	2.0608761676504384	0.004896062254257353	0.002554686394328266	0.004769370004188096	0.4989885486078152	-0.038440012294281026	-14010.316184657728	-6702.49460974783	-1891.0530120085593
