tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,date_frac,profile,cluster_label,clade,collection_tipdate,cluster_number,collection_dateerror
H9N2|NA|EPI_ISL_13156685|anseriformes|china|NA|2021-11-23,H9N2,EPI_ISL_13156685,A/Eurasian_wigeon/Shanghai/NH112330/2021,2021-11-23,2021-11,2021,Aves,anseriformes,anatidae,mareca americana,american wigeon,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanghai,cn.sh,31.1960430849676,121.454488171451,NA,NA,NA,NA,NA,NA,2021-11-23,clusterNA,FALSE
H9N2|NA|EPI_ISL_13156588|charadriiformes|china|NA|2020-09-10,H9N2,EPI_ISL_13156588,A/Eurasian_curlew/Shanghai/CM090410/2020,2020-09-10,2020-09,2020,Aves,charadriiformes,scolopacidae,numenius arquata,eurasian curlew,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanghai,cn.sh,31.1960430849676,121.454488171451,NA,NA,NA,NA,NA,NA,2020-09-10,clusterNA,FALSE
H5N2|2344b|EPI_ISL_1760455|anseriformes|china|11_9_6_2_5_18_1_2|2020-11-10,H5N2,EPI_ISL_1760455,a/whooper_swan/shanxi/sx116/2020,2020-11-10,2020-11,2020,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanxi,cn.sx,37.5496375119255,112.274268590565,Asia / China / Shanxi Province / NA / NA,NA,NA,11_9_6_2_5_18_1_2,H5N2/2020/R3_Asia,2344b,2020-11-10,cluster018,FALSE
H9N2|NA|EPI_ISL_1760456|anseriformes|china|NA|2020-11-10,H9N2,EPI_ISL_1760456,A/whooper_swan/Shanxi/SX126/2020,2020-11-10,2020-11,2020,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanxi,cn.sx,37.5496375119255,112.274268590565,NA,NA,NA,NA,NA,2344b,2020-11-10,cluster018,FALSE
H9N2|NA|EPI_ISL_4071034|anseriformes|south_korea|NA|2019-02-28,H9N2,EPI_ISL_4071034,Anser_fabalis/South_Korea/KNU2019-16/2019,2019-02-28,2019-02,2019,Aves,anseriformes,anatidae,anser fabalis/serrirostris,taiga/tundra bean-goose,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,NA,NA,NA,2344b,2019-02-28,cluster018,FALSE
H9N2|NA|EPI_ISL_15213974|anseriformes|south_korea|NA|2021-02-15,H9N2,EPI_ISL_15213974,A/Greylag_Goose/South_Korea/SW21/2021,2021-02-15,2021-02,2021,Aves,anseriformes,anatidae,anser anser,greylag goose,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,NA,NA,NA,2344b,2021-02-15,cluster018,FALSE
H11N2|NA|EPI_ISL_16886943|anseriformes|south_korea|NA|2019-12-03,H11N2,EPI_ISL_16886943,A/Anser_brachyrhynchus/South_Korea/44/2019,2019-12-03,2019-12,2019,Aves,anseriformes,anatidae,anser brachyrhynchus,pink-footed goose,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,NA,NA,NA,2344b,2019-12-03,cluster018,FALSE
H6N2|NA|EPI_ISL_4071038|anseriformes|south_korea|NA|2019-11-06,H6N2,EPI_ISL_4071038,Anas_crecca/South_Korea/KNU2019-69/2019,2019-11-06,2019-11,2019,Aves,anseriformes,anatidae,anas crecca,green-winged teal,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,NA,NA,NA,2344b,2019-11-06,cluster018,FALSE
H6N2|NA|EPI_ISL_16886944|anseriformes|south_korea|NA|2019-11-27,H6N2,EPI_ISL_16886944,A/Anser_fabalis/South_Korea/22/2019,2019-11-27,2019-11,2019,Aves,anseriformes,anatidae,anser fabalis/serrirostris,taiga/tundra bean-goose,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,NA,NA,NA,2344b,2019-11-27,cluster018,FALSE
H6N2|NA|EPI_ISL_462607|anseriformes|china|NA|2019-11-19,H6N2,EPI_ISL_462607,A/mallard/Anhui/1-451/2019,2019-11-19,2019-11,2019,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,anhui,cn.ah,31.8128943962267,117.235219497068,NA,NA,NA,NA,NA,2344b,2019-11-19,cluster018,FALSE
H4N2|NA|EPI_ISL_17811772|anseriformes|china|NA|2019-11-09,H4N2,EPI_ISL_17811772,A/Eastern_Spot-billed_Duck/Shanghai/NH19798/2019,2019-11-09,2019-11,2019,Aves,anseriformes,anatidae,anas zonorhyncha,eastern spot-billed duck,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanghai,cn.sh,31.1960430849676,121.454488171451,NA,NA,NA,NA,NA,2344b,2019-11-09,cluster018,FALSE
