tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,clade,collection_original,cluster_profile,cluster_label,collection_tipdate,collection_dateerror
H5N8|2344b|EPI_ISL_405813|accipitriformes|poland|6_1_5_2_1_3_1_2|2020-01-06,H5N8,EPI_ISL_405813,a/hawk/poland/003/2020,2020-01-06,2020.01,2020-01,2020,Aves,accipitriformes,accipitridae,accipitridae sp. (hawk sp.),hawk sp.,TRUE,wild,other,eastern europe,poland,pol,52.1141994014432,19.4236724631525,lubelskie,na,51.2170859712694,22.9017240742201,2344b,Europe / Poland / Lublin Voivodeship / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,2020-01-06,FALSE
H5N8|2344b|EPI_ISL_410291|galliformes|germany|6_1_5_2_1_3_1_2|2020-02-06,H5N8,EPI_ISL_410291,a/chicken/germany-bw/ai00049/2020,2020-02-06,2020.1,2020-02,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,baden-württemberg,de.bw,48.5335196122676,9.04442576424602,2344b,Europe / Germany / Baden-Wuerttemberg / Regierungsbezirk Karlsruhe / Hohenlohekreis,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,2020-02-06,FALSE
H5N8|2344b|EPI_ISL_418266|galliformes|czechia|6_1_5_2_1_3_1_2|2020-02-17,H5N8,EPI_ISL_418266,a/turkey/czech_republic/3071/2020,2020-02-17,2020.13,2020-02,2020,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,pardubický,cz.ek,49.9006406346158,16.1892997029385,2344b,"Europe / Czech Republic / Pardubicky kraj / Okres Pardubice / Slepotice, Moravany",6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,2020-02-17,FALSE
H5N2|2344b|EPI_ISL_503969|galliformes|bulgaria|1_1_41_12_24_42_11_7|2020-02-21,H5N2,EPI_ISL_503969,a/chicken/bulgaria/77_20vir1727/2020,2020-02-21,2020.14,2020-02,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,bulgaria,bgr,42.7584172195881,25.2179149681535,NA,NA,NA,NA,2344b,Europe / Bulgaria / NA / NA / NA,1_1_41_12_24_42_11_7,NA,2020-02-21,FALSE
H5N8|2344b|EPI_ISL_525439|galliformes|poland|6_1_5_2_1_3_1_2|2020-01-01,H5N8,EPI_ISL_525439,a/laying_hen/poland/002/2020,2020-01-01,2020,2020-01,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,wielkopolskie,na,52.3269678786096,17.250141052842,2344b,Europe / Poland / Greater Poland Voivodeship / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,2020-01-01,FALSE
H5N8|2344b|EPI_ISL_525440|galliformes|poland|6_1_5_2_1_3_1_2|2020-01-02,H5N8,EPI_ISL_525440,a/chicken/poland/003/2020,2020-01-02,2020,2020-01,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,lubelskie,na,51.2170859712694,22.9017240742201,2344b,Europe / Poland / Lublin Voivodeship / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,2020-01-02,FALSE
H5N8|2344b|EPI_ISL_525441|galliformes|poland|6_1_5_2_1_3_1_2|2020-01-02,H5N8,EPI_ISL_525441,a/chicken/poland/004/2020,2020-01-02,2020,2020-01,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,lubelskie,na,51.2170859712694,22.9017240742201,2344b,Europe / Poland / Lublin Voivodeship / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,2020-01-02,FALSE
H5N8|2344b|EPI_ISL_525442|galliformes|poland|6_1_5_2_1_3_1_2|2020-01-09,H5N8,EPI_ISL_525442,a/turkey/poland/027/2020,2020-01-09,2020.02,2020-01,2020,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,2020-01-09,FALSE
H5N8|2344b|EPI_ISL_525443|anseriformes|poland|6_1_5_2_1_3_1_2|2020-01-12,H5N8,EPI_ISL_525443,a/domestic_goose/poland/028/2020,2020-01-12,2020.03,2020-01,2020,Aves,anseriformes,anatidae,anser sp. (domestic type),domestic goose sp. (domestic type),TRUE,domestic,anseriformes-domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,2020-01-12,FALSE
H5N8|2344b|EPI_ISL_525444|galliformes|poland|6_1_5_2_1_3_1_2|2020-01-17,H5N8,EPI_ISL_525444,a/chicken/poland/054/2020,2020-01-17,2020.04,2020-01,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,2020-01-17,FALSE
