"data_name","Rcode","Ntips_with_Rcode","AncNode","NCladetips","evoRate","evoRate_95lower","evoRate_95upper","TMRCA","relative.depth","youngestTip.time","persist.time","Lat_MRCA","Lon_MRCA","cluster_number","collection_regionname","host_simplifiedhost","collection_countryname","virus_subtype","prob_cluster_number","prob_collection_regionname","prob_host_simplifiedhost","prob_collection_countryname","prob_virus_subtype","mean_branch_velocity","weighted_branch_velocity","original_diff_coeff","weighted_diff_coeff"
"ha_africa","7_2_5_2_13_3_1_2","1","141","2","0.00468665058120174","0.00102146134296433","0.0171826685328975","2016.65464986724","0.923072905106524","2019.50684931507","2.85219944782807","44.4316055193266","97.6881193182254","profileNA","central asia","anseriformes-wild","russia","H5N8","0.999738903394256","0.696605744125326","0.693211488250653","0.703263707571802","1",NA,NA,NA,NA
"ha_africa","7_2_5_2_9_3_1_2","4","144","4","0.00417538175371161","0.00151230153545464","0.012586535769021","2018.92149151252","0.646626978874741","2019.15890410959","0.237412597068442","11.3565477368507","10.9180003506388","profile0002","western africa","galliformes-domestic","nigeria","H5N8","0.99911120986557","0.998777913565159","0.88523497389179","0.999777802466393","1",1407.152,1506.51,69379.09,102223.6
"ha_africa","14_2_11_2_3_17_1_15","1","155","2","0.00476680779623687","0.000787950062911554","0.018875987295895","2016.74070550238","0.911706137558465","2019.49315068493","2.75244518255386","46.6831054813019","13.5443389732779","profileNA","western europe","galliformes-domestic","russia","H5N8","1","0.721099434114794","0.970493128536782","0.627728375101051","1",NA,NA,NA,NA
"ha_africa","3_2_3_2_3_3_2_2","8","159","12","0.00531759201403416","0.00126233550335119","0.0246750587556457","2017.77292943587","0.786175705606121","2019.30684931507","1.53391987920236","32.6150055951047","26.8380813782875","profile0002","northern africa","galliformes-domestic","egypt","H5N8","0.972780802133096","0.995889345628264","0.873125208310188","0.998333518497945","1",415.4322,351.8818,1278.48,1419.501
"ha_africa","1_2_3_2_3_3_2_2","4","167","4","0.00486302333984674","0.0012863531713737","0.0214462850182423","2019.06549170127","0.628557117402306","2019.1397260274","0.074234326130636","26.6695689886294","29.7412256484188","profile0002","northern africa","anseriformes-wild","egypt","H5N8","1","1","0.998444617264748","1","1",265.7001,282.0591,836.7393,957.3652
"ha_africa","3_2_3_1_3_2_1_2","7","170","100","0.00622726375254473","0.00238248769630271","0.0199482488890192","2018.76410602111","0.669376950104635","2021.16712328767","2.40301726656594","27.478749499597","29.3807564295817","profile0001","northern africa","galliformes-domestic","egypt","H5N8","0.947005888234641","0.999555604932785","0.630485501610932","0.999777802466393","1",1458.491,1072.493,32926.78,28211.35
"ha_africa","3_2_3_1_3_2_4_2","1","173","2","0.00589221082851409","0.00142084930606481","0.0220470475631952","2019.12349646838","0.620633558239875","2019.1397260274","0.0162295590132544","26.5444497994774","29.8041331742608","profile0001","northern africa","galliformes-domestic","egypt","H5N8","1","1","0.999666703699589","1","1",NA,NA,NA,NA
"ha_africa","3_2_3_1_3_2_2_2","1","176","94","0.00460533735191428","0.000929084679879508","0.0218504286959381","2019.12265127357","0.619615945028016","2020.12295081967","1.00029954610568","25.5966621694361","28.4688473305109","profile0001","northern africa","galliformes-domestic","egypt","H5N8","0.994771241830065","0.99983660130719","0.639705882352941","0.999673202614379","1",NA,NA,NA,NA
"ha_africa","2_1_1_1_1_1_1_1","45","179","86","0.00535494133405024","0.00111642566788466","0.0251113595985911","2020.61019671699","0.439592982444002","2024.18306010929","3.57286339230359","18.7208742933251","5.6803095752341","profile0001","western africa","galliformes-domestic","nigeria","H5N1","1","0.997873054964737","0.997201388111497","0.997873054964737","0.999440277622299",1448.908,1286.204,376541.7,443505.7
"ha_africa","1_1_2_1_1_1_1_1","7","192","7","0.00598505032721934","0.00181053410097213","0.0254642270637911","2021.86696629848","0.285124408262522","2023.10684931507","1.23988301659006","29.0002956269534","29.8376919940424","profile0001","northern africa","anseriformes-wild","egypt","H5N1","1","0.998222419731141","0.982890789912232","0.998889012331963","1",613.842,428.3032,23492.47,19439.61
"ha_africa","1_1_4_1_4_1_1_4","5","198","5","0.00383663953579408","0.00105593569712047","0.00911506289033704","2023.06454239284","0.138501882622889","2023.24657534247","0.182032949622226","14.9103378719174","-13.1797255472646","profile0001","western africa","other-bird","gambia","H5N1","1","0.999222308632374","0.997555827130319","0.999555604932785","1",1102.705,1395.162,35017.83,68046.8
"ha_africa","2_1_1_1_1_28_6_1","1","213","3","0.00509168007403042","0.00096035829375156","0.0317864182269667","2021.90388558089","0.280220910159447","2021.98904109589","0.0851555149997694","9.47830816156455","8.8705469352555","profile0001","western africa","galliformes-domestic","nigeria","H5N1","1","1","0.999546536673846","1","0.999886634168462",NA,NA,NA,NA
"ha_africa","17_1_1_1_1_1_1_1","7","226","7","0.00400536324391489","0.000684404933046014","0.0153898806077985","2022.66129658114","0.19013662795607","2023.12054794521","0.459251364065267","13.9859021503882","6.12717421082936","profile0001","western africa","galliformes-domestic","niger","H5N1","1","1","0.993111876458171","0.996222641928675","1",1959.818,1366.006,89145.76,71376.95
"ha_africa","2_1_17_1_1_1_1_1","5","238","5","0.00498071095029483","0.000735788816132781","0.0196748960862192","2021.55510423814","0.322831351446181","2022.20273972603","0.647635487892103","12.5624966658161","-2.46847379538906","profile0001","western africa","galliformes-domestic","burkina faso","H5N1","1","1","0.759964230965764","0.980454777721002","1",544.1299,622.7847,18870.32,54777.86
"ha_africa","1_1_1_1_1_1_1_1","6","248","6","0.00516969665401812","0.00132741839392205","0.0301571639045326","2021.37019542591","0.345588525891464","2022.71232876712","1.34213334121637","-27.1586103898709","28.9394272504123","profile0001","southern africa","galliformes-domestic","south africa","H5N1","1","1","1","1","1",904.1273,607.2385,29648.72,27721
"ha_africa","22_2_3_1_3_2_1_2","3","267","3","0.00536259173339473","0.00191248126134091","0.0165353971982953","2021.28729708108","0.358036309297381","2022.04931506849","0.762017987408626","26.0548213228205","28.6897512127895","profile0001","northern africa","anseriformes-wild","egypt","H5N8","0.999777802466393","0.999000111098767","0.959893345183868","0.999888901233196","1",194.3464,169.9194,2833.78,4641.445
"ha_asia","23_13_23_2_15_21_3_14","1","485","484",NA,NA,NA,"2017.66139561448","1.02271430428195","2019.24109589041","1.57970027593115","35.1803866496636","63.1666554068594","profile0002","southern asia","other-bird","iran","H5N8","0.985169974903034","0.463153091489847","0.523613963039014","0.515628564909879","0.798083504449008",NA,NA,NA,NA
"ha_asia","3_2_3_1_3_2_1_2","50","487","370","0.00857833247160142","0.000701637658546574","0.0447263750337107","2020.00594458387","0.648857511514802","2021.92876712329","1.92282253941789","41.1353274058312","51.4973482050777","profile0001","central asia","anseriformes-wild","kazakhstan","H5N8","0.996222641928675","0.866459282301966","0.574047328074658","0.917231418731252","0.999888901233196",5094.635,4705.376,834930.2,1276490
"ha_asia","2_6_1_1_1_1_1_1","2","495","56","0.00551607487589804","0.000857746449645214","0.0349634149689285","2020.974941103","0.497161077626206","2021.38082191781","0.405880814810871","37.7267683227986","87.0273962642843","profile0001","eastern asia","anseriformes-wild","china","H5N1","1","0.988112431952005","0.981890901010999","0.975780468836796","0.988223530718809",NA,NA,NA,NA
"ha_asia","2_6_1_1_6_1_1_1","26","489","368","0.00577222623683358","0.00061468390663273","0.0368305595516017","2020.29007147221","0.602222309149229","2022.91506849315","2.62499702093874","44.4945869095411","52.6786863511185","profile0001","central asia","anseriformes-wild","kazakhstan","H5N8","1","0.987890234418398","0.962781913120764","0.994556160426619","1",3520.054,5859.039,2039806,6011153
"ha_asia","14_1_12_1_6_1_1_1","1","505","2","0.00735472735600481","0.000645915661691852","0.048597091780255","2021.86320055357","0.362371324894007","2021.97260273973","0.109402186155876","33.7419735625124","119.093576294715","profile0001","eastern asia","anseriformes-wild","south korea","H5N1","1","1","0.993174061433447","0.678004001412263","1",NA,NA,NA,NA
"ha_asia","2_9_1_1_6_1_1_1","1","506","2","0.00617623134211959","0.000601573411709292","0.0587355453922698","2021.81578548241","0.36976023342359","2023.3698630137","1.55407753128839","31.0200684275159","120.383108402908","profile0001","eastern asia","anseriformes-wild","china","H5N1","1","1","0.999072786277237","0.577654149281409","1",NA,NA,NA,NA
"ha_asia","2_1_1_1_6_1_1_1","12","507","35","0.00760758809556922","0.000813332641310042","0.0485944248856175","2021.55270642828","0.409138055379365","2022.26301369863","0.710307270352132","35.3648022531012","120.097595947731","profile0001","eastern asia","anseriformes-wild","south korea","H5N1","1","1","1","0.958236658932715","1",1535.69,1027.89,25959.06,30395.12
"ha_asia","19_8_11_1_8_9_1_9","9","489","368","0.00577222623683358","0.00061468390663273","0.0368305595516017","2020.29007147221","0.602222309149229","2022.15616438356","1.8660929113496","44.4945869095411","52.6786863511185","profile0001","central asia","anseriformes-wild","kazakhstan","H5N8","1","0.987890234418398","0.962781913120764","0.994556160426619","1",579.5829,754.9095,10447.6,23058.08
"ha_asia","2_6_1_1_6_1_1_6","1","522","2","0.00739525463236449","0.00106707136547386","0.0383624915458187","2022.87350655199","0.209950811327134","2023.11780821918","0.244301667186392","35.5466639158595","133.183942126916","profile0001","eastern asia","galliformes-domestic","japan","H5N1","1","1","0.770581046550383","0.981446505943784","1",NA,NA,NA,NA
"ha_asia","2_1_1_1_5_1_1_18","1","524","2","0.0073172766504638","0.000926960247549675","0.0485954251982143","2022.63262340793","0.245780350176699","2022.87945205479","0.246828646860422","36.0611574990856","137.865001332041","profile0001","eastern asia","galliformes-domestic","japan","H5N1","1","1","0.641967067200712","0.999666221628838","1",NA,NA,NA,NA
"ha_asia","2_6_1_1_6_1_1_12","1","527","2","0.00727684721079979","0.000763386423842595","0.0452682249260277","2022.83180660327","0.214752106770045","2022.85753424658","0.0257276433021616","34.1148133185416","131.505362110006","profile0001","eastern asia","anseriformes-wild","japan","H5N1","1","1","0.851312277580071","0.993327402135231","1",NA,NA,NA,NA
"ha_asia","11_7_1_1_6_1_1_1","1","527","2","0.00727684721079979","0.000763386423842595","0.0452682249260277","2022.83180660327","0.214752106770045","2022.87945205479","0.0476454515212481","34.1148133185416","131.505362110006","profile0001","eastern asia","anseriformes-wild","japan","H5N1","1","1","0.851312277580071","0.993327402135231","1",NA,NA,NA,NA
"ha_asia","2_1_6_1_5_1_1_1","4","542","4","0.00679987868708378","0.000720027412457247","0.0425529977538276","2021.80040307147","0.371888366896349","2022.09315068493","0.29274761346187","35.2615677160978","126.165429071429","profile0001","eastern asia","anseriformes-wild","south korea","H5N1","1","1","0.997555827130319","0.999666703699589","1",432.6289,416.3769,4152.005,5875.422
"ha_asia","2_1_1_1_1_1_1_1","27","555","171","0.00810832511771392","0.000891468235879462","0.0532620416512938","2021.02890427793","0.489139630605046","2024.23770491803","3.2088006401043","48.0100734654029","12.1525749906203","profile0001","northern europe","anseriformes-wild","united kingdom","H5N1","0.998552631578947","0.931973684210526","0.811315789473684","0.576315789473684","0.993552631578947",6630.74,3822.402,1035032,670284.2
"ha_asia","1_1_2_1_1_1_1_1","1","561","2","0.00626771824531954","0.00172088659791875","0.0610801628548851","2023.7119920369","0.0852338893638797","2024.0218579235","0.309865886600619","45.7664900557313","60.5144098942983","profile0001","central asia","anseriformes-wild","kazakhstan","H5N1","0.999888901233196","0.997111432063104","0.93522941895345","0.998111320964337","0.999666703699589",NA,NA,NA,NA
"ha_asia","1_6_2_1_1_1_1_1","1","561","2","0.00626771824531954","0.00172088659791875","0.0610801628548851","2023.7119920369","0.0852338893638797","2024.01092896175","0.298936924852114","45.7664900557313","60.5144098942983","profile0001","central asia","anseriformes-wild","kazakhstan","H5N1","0.999888901233196","0.997111432063104","0.93522941895345","0.998111320964337","0.999666703699589",NA,NA,NA,NA
"ha_asia","18_1_2_1_1_18_1_1","2","570","6","0.00913075476926535","0.00112827818351419","0.0488460212906612","2022.6998890738","0.235756574235302","2023.04383561644","0.34394654264338","40.8594598616761","140.371342483007","profile0001","eastern asia","other-bird","japan","H5N1","1","1","0.989473684210526","1","0.940601503759398",NA,NA,NA,NA
