EPI_ISL_985181|H5N8|a/duck/korea/h385/2020|2020-12-04
EPI_ISL_985182|H5N8|a/chicken/korea/h390/2020|2020-12-06
EPI_ISL_985198|H5N8|a/chicken/korea/h491/2020|2020-12-21
EPI_ISL_985200|H5N8|a/duck/korea/h509/2020|2020-12-22
EPI_ISL_985209|H5N8|a/chicken/korea/h531/2020|2020-12-28
EPI_ISL_985185|H5N8|a/quail/korea/h412/2020|2020-12-08
EPI_ISL_985195|H5N8|a/chicken/korea/h470/2020|2020-12-16
EPI_ISL_985210|H5N8|a/chicken/korea/h532/2020|2020-12-28
EPI_ISL_985208|H5N8|a/duck/korea/h528/2020|2020-12-27
EPI_ISL_1009706|H5N8|a/wild_bird/korea/h379/2020|2020-12-02
H3N8.NA.EPI_ISL_1184516.anseriformes.russia.NA|2020-10-08
H3N2.NA.EPI_ISL_17805831.environment.japan.NA|2020-12-07
H3N2.NA.EPI_ISL_16390400.environment.japan.NA|2020-12-07
H9N2.NA.EPI_ISL_1184529.anseriformes.russia.NA|2020-09-08
H3N2.NA.EPI_ISL_6784964.anseriformes.south_korea.NA|2020-10-13
H5N3.NA.EPI_ISL_403722.anseriformes.russia.NA|2019-10-20
H6N1.NA.EPI_ISL_14835605.anseriformes.south_korea.NA|2021-02-16
H3N8.NA.EPI_ISL_1041163.anseriformes.russia.NA|2020-09-08
H6N1.NA.EPI_ISL_403721.anseriformes.russia.NA|2019-10-17
H5N3.NA.EPI_ISL_369311.anseriformes.south_korea.NA|2016-12-14
H4N6.NA.EPI_ISL_697694.anseriformes.mongolia.NA|2018-09-02
H4N6.NA.EPI_ISL_338328.anseriformes.russia.NA|2018-08-26
H5N2.NA.EPI_ISL_369329.NA.south_korea.NA|2017-12-06
H5N3.NA.EPI_ISL_369334.anseriformes.south_korea.NA|2017-11-20
H1N1.NA.EPI_ISL_4071301.anseriformes.south_korea.NA|2019-03-19
H9N2.NA.EPI_ISL_4071034.anseriformes.south_korea.NA|2019-02-28
H1N2.NA.EPI_ISL_364022.NA.china.NA|2015-12-24
H6N2.NA.EPI_ISL_252818.anseriformes.china.NA|2015-11-21
H6N2.NA.EPI_ISL_252817.anseriformes.china.NA|2015-11-21
H6N2.NA.EPI_ISL_252819.anseriformes.china.NA|2015-11-21
H10N3.NA.EPI_ISL_503538.anseriformes.bangladesh.NA|2019-03-27
H5N3.NA.EPI_ISL_4071305.anseriformes.south_korea.NA|2019-10-11
H3N8.NA.EPI_ISL_6784911.NA.south_korea.NA|2020-10-05
H3N8.NA.EPI_ISL_6784880.anseriformes.south_korea.NA|2020-10-05
EPI_ISL_15943002|H5N1|a/spot-billed_duck/korea/k22-730-1/2022|2022-11-17
EPI_ISL_18245303|H5N1|a/bean_goose/korea/22wc079/2022|2022-11-25
EPI_ISL_18245273|H5N1|a/spot-billed_duck/korea/ws010-2/2022|2022-10-17
EPI_ISL_18245275|H5N1|a/em/korea/22wf123-24p/2022|2022-11-02
EPI_ISL_15943015|H5N1|a/wild_bird/korea/k22-742/2022|2022-11-07
EPI_ISL_18245320|H5N1|a/bean_goose/korea/22wc200/2022|2022-12-13
EPI_ISL_15944663|H5N1|a/spot-billed_duck/korea/k22-856-2/2022|2022-11-17
EPI_ISL_18245283|H5N1|a/em/korea/22wf167-12p/2022|2022-11-13
EPI_ISL_15944665|H5N1|a/spot-billed_duck/korea/k22-862-1/2022|2022-11-17
EPI_ISL_18245318|H5N1|a/egret/korea/22wc188/2022|2022-12-09
EPI_ISL_18284474|H5N1|a/duck/okayama/22d2t/2022|2022-12-20
H5N1.NA.EPI_ISL_18284474.anseriformes.japan.NA|2022-12-20
EPI_ISL_18938650|H5N1|a/mallard/miyazaki/221121-8/2022|2022-11-21
EPI_ISL_18245307|H5N1|a/white-fronted_goose/korea/22wc116/2022|2022-11-28
EPI_ISL_18472733|H5N1|a/environment/kagoshima/ku-b2/2022__h5n1_|2022-11-03
EPI_ISL_15944667|H5N1|a/spot-billed_duck/korea/k22-920/2022|2022-11-21
EPI_ISL_18245347|H5N1|a/little_egret/korea/22wc357/2023|2023-01-07
EPI_ISL_18245351|H5N1|a/little_egret/korea/22wc372/2023|2023-01-10
EPI_ISL_18245284|H5N1|a/em/korea/22wf171-1p/2022|2022-11-14
EPI_ISL_18284467|H5N1|a/duck/wakayama/22a1t/2022|2022-11-11
H5N1.NA.EPI_ISL_18284467.anseriformes.japan.NA|2022-11-11
EPI_ISL_18245285|H5N1|a/em/korea/22wf181-20p/2022|2022-11-15
EPI_ISL_18245300|H5N1|a/em/korea/22wf229-3p/2022|2022-11-23
EPI_ISL_18472646|H5N1|a/hooded_crane/kagoshima/ku-68/2022__h5n1_|2022-11-15
EPI_ISL_18472638|H5N1|a/hooded_crane/kagoshima/ku-58/2022__h5n1_|2022-11-13
EPI_ISL_18472641|H5N1|a/hooded_crane/kagoshima/ku-61/2022__h5n1_|2022-11-14
EPI_ISL_18472600|H5N1|a/hooded_crane/kagoshima/ku-13/2022__h5n1_|2022-11-06
EPI_ISL_18472633|H5N1|a/hooded_crane/kagoshima/ku-53/2022__h5n1_|2022-11-11
EPI_ISL_18472606|H5N1|a/hooded_crane/kagoshima/ku-22/2022__h5n1_|2022-11-07
EPI_ISL_18472648|H5N1|a/hooded_crane/kagoshima/ku-71/2022__h5n1_|2022-11-15
EPI_ISL_18284478|H5N1|a/quail/saitama/22d3t/2023|2023-02-01
H5N1.NA.EPI_ISL_18284478.galliformes.japan.NA|2023-02-01
EPI_ISL_18245302|H5N1|a/white-fronted_goose/korea/22wc099/2022|2022-11-24
EPI_ISL_18245277|H5N1|a/em/korea/22wf157-9p/2022|2022-11-09
EPI_ISL_18245297|H5N1|a/em/korea/22wf205-13p/2022|2022-11-21
EPI_ISL_18245280|H5N1|a/hooded_crane/korea/22wc026/2022|2022-11-13
EPI_ISL_18472593|H5N1|a/hooded_crane/kagoshima/ku-6/2022__h5n1_|2022-11-04
EPI_ISL_18472664|H5N1|a/hooded_crane/kagoshima/ku-96/2022__h5n1_|2022-11-21
EPI_ISL_18472703|H5N1|a/hooded_crane/kagoshima/ku-165/2022__h5n1_|2022-12-02
EPI_ISL_18472756|H5N1|a/environment/kagoshima/ku-b8/2022__h5n1_|2022-11-06
EPI_ISL_18472684|H5N1|a/hooded_crane/kagoshima/ku-128/2022__h5n1_|2022-11-26
EPI_ISL_18472659|H5N1|a/white-naped_crane/kagoshima/ku-85/2022__h5n1_|2022-11-18
EPI_ISL_18472631|H5N1|a/hooded_crane/kagoshima/ku-51/2022__h5n1_|2022-11-11
EPI_ISL_18245309|H5N1|a/hooded_crane/korea/22wc109/2022|2022-11-28
EPI_ISL_18472714|H5N1|a/hooded_crane/kagoshima/ku-190/2022__h5n1_|2022-12-08
EPI_ISL_18472618|H5N1|a/hooded_crane/kagoshima/ku-36/2022__h5n1_|2022-11-09
EPI_ISL_18472651|H5N1|a/hooded_crane/kagoshima/ku-75/2022__h5n1_|2022-11-16
EPI_ISL_18472743|H5N1|a/environment/kagoshima/ku-h1/2022__h5n1_|2022-11-07
EPI_ISL_18472687|H5N1|a/hooded_crane/kagoshima/ku-135/2022__h5n1_|2022-11-27
EPI_ISL_18472644|H5N1|a/white-naped_crane/kagoshima/ku-66/2022__h5n1_|2022-11-14
EPI_ISL_18472709|H5N1|a/white-naped_crane/kagoshima/ku-178/2022__h5n1_|2022-12-04
EPI_ISL_18472707|H5N1|a/hooded_crane/kagoshima/ku-173/2022__h5n1_|2022-12-03
EPI_ISL_18472681|H5N1|a/hooded_crane/kagoshima/ku-123/2022__h5n1_|2022-11-25
EPI_ISL_18472704|H5N1|a/white-naped_crane/kagoshima/ku-167/2022__h5n1_|2022-12-01
EPI_ISL_18472628|H5N1|a/hooded_crane/kagoshima/ku-47/2022__h5n1_|2022-11-10
EPI_ISL_18472685|H5N1|a/hooded_crane/kagoshima/ku-133/2022__h5n1_|2022-11-26
EPI_ISL_18472677|H5N1|a/hooded_crane/kagoshima/ku-118/2022__h5n1_|2022-11-24
EPI_ISL_18472586|H5N1|a/hooded_crane/kagoshima/ku-88/2022__h5n1_|2022-11-19
EPI_ISL_18472584|H5N1|a/hooded_crane/kagoshima/ku-86/2022__h5n1_|2022-11-19
EPI_ISL_18472624|H5N1|a/hooded_crane/kagoshima/ku-43/2022__h5n1_|2022-11-10
EPI_ISL_18472605|H5N1|a/hooded_crane/kagoshima/ku-20/2022__h5n1_|2022-11-07
EPI_ISL_18472689|H5N1|a/hooded_crane/kagoshima/ku-137/2022__h5n1_|2022-11-27
EPI_ISL_18472615|H5N1|a/hooded_crane/kagoshima/ku-32/2022__h5n1_|2022-11-08
EPI_ISL_18472607|H5N1|a/hooded_crane/kagoshima/ku-23/2022__h5n1_|2022-11-07
EPI_ISL_18472613|H5N1|a/hooded_crane/kagoshima/ku-30/2022__h5n1_|2022-11-08
EPI_ISL_18472740|H5N1|a/environment/kagoshima/ku-b6/2022__h5n1_|2022-11-05
EPI_ISL_18472643|H5N1|a/hooded_crane/kagoshima/ku-63/2022__h5n1_|2022-11-14
EPI_ISL_18472595|H5N1|a/hooded_crane/kagoshima/ku-8/2022__h5n1_|2022-11-04
EPI_ISL_18472655|H5N1|a/hooded_crane/kagoshima/ku-79/2022__h5n1_|2022-11-17
EPI_ISL_18472705|H5N1|a/hooded_crane/kagoshima/ku-170/2022__h5n1_|2022-12-03
EPI_ISL_18472694|H5N1|a/hooded_crane/kagoshima/ku-144/2022__h5n1_|2022-11-28
EPI_ISL_18245314|H5N1|a/hooded_crane/korea/22wc167/2022|2022-12-06
EPI_ISL_18472657|H5N1|a/white-naped_crane/kagoshima/ku-81/2022__h5n1_|2022-11-17
EPI_ISL_18472663|H5N1|a/white-naped_crane/kagoshima/ku-95/2022__h5n1_|2022-11-21
EPI_ISL_18472708|H5N1|a/white-naped_crane/kagoshima/ku-176/2022__h5n1_|2022-12-04
EPI_ISL_18472601|H5N1|a/hooded_crane/kagoshima/ku-14/2022__h5n1_|2022-11-06
EPI_ISL_18472634|H5N1|a/hooded_crane/kagoshima/ku-54/2022__h5n1_|2022-11-12
EPI_ISL_18472760|H5N1|a/environment/kagoshima/ku-d4/2022__h5n1_|2022-11-06
EPI_ISL_18472741|H5N1|a/environment/kagoshima/ku-b7/2022__h5n1_|2022-11-05
EPI_ISL_18472591|H5N1|a/hooded_crane/kagoshima/ku-4/2022__h5n1_|2022-11-03
EPI_ISL_18472759|H5N1|a/environment/kagoshima/ku-d3/2022__h5n1_|2022-11-06
EPI_ISL_18472712|H5N1|a/hooded_crane/kagoshima/ku-186/2022__h5n1_|2022-12-07
EPI_ISL_18472757|H5N1|a/environment/kagoshima/ku-d1/2022__h5n1_|2022-11-06
EPI_ISL_18472670|H5N1|a/hooded_crane/kagoshima/ku-110/2022__h5n1_|2022-11-22
EPI_ISL_18472693|H5N1|a/hooded_crane/kagoshima/ku-143/2022__h5n1_|2022-11-28
EPI_ISL_18472758|H5N1|a/environment/kagoshima/ku-d2/2022__h5n1_|2022-11-06
EPI_ISL_18472656|H5N1|a/hooded_crane/kagoshima/ku-80/2022__h5n1_|2022-11-17
EPI_ISL_18472635|H5N1|a/hooded_crane/kagoshima/ku-55/2022__h5n1_|2022-11-12
EPI_ISL_18472683|H5N1|a/hooded_crane/kagoshima/ku-127/2022__h5n1_|2022-11-26
EPI_ISL_18472645|H5N1|a/hooded_crane/kagoshima/ku-67/2022__h5n1_|2022-11-15
EPI_ISL_18472668|H5N1|a/hooded_crane/kagoshima/ku-108/2022__h5n1_|2022-11-22
EPI_ISL_18472739|H5N1|a/environment/kagoshima/ku-b5/2022__h5n1_|2022-11-05
EPI_ISL_18472706|H5N1|a/white-naped_crane/kagoshima/ku-171/2022__h5n1_|2022-12-03
EPI_ISL_18472612|H5N1|a/hooded_crane/kagoshima/ku-29/2022__h5n1_|2022-11-08
EPI_ISL_18472761|H5N1|a/environment/kagoshima/ku-g4/2022__h5n1_|2022-11-07
EPI_ISL_18472594|H5N1|a/hooded_crane/kagoshima/ku-7/2022__h5n1_|2022-11-04
EPI_ISL_18472673|H5N1|a/white-naped_crane/kagoshima/ku-113/2022__h5n1_|2022-11-23
EPI_ISL_18472665|H5N1|a/white-naped_crane/kagoshima/ku-97/2022__h5n1_|2022-11-21
EPI_ISL_18508592|H5N1|a/black_kite/kagoshima/ku-140/2022__h5n1_|2022-11-28
EPI_ISL_18472735|H5N1|a/environment/kagoshima/ku-b4/2022__h5n1_|2022-11-04
EPI_ISL_18472702|H5N1|a/hooded_crane/kagoshima/ku-163/2022__h5n1_|2022-12-01
EPI_ISL_18472698|H5N1|a/hooded_crane/kagoshima/ku-148/2022__h5n1_|2022-11-29
EPI_ISL_18472700|H5N1|a/hooded_crane/kagoshima/ku-154/2022__h5n1_|2022-11-30
EPI_ISL_18472699|H5N1|a/hooded_crane/kagoshima/ku-153/2022__h5n1_|2022-11-30
EPI_ISL_18472701|H5N1|a/white-naped_crane/kagoshima/ku-155/2022__h5n1_|2022-11-30
EPI_ISL_18472692|H5N1|a/white-naped_crane/kagoshima/ku-142/2022__h5n1_|2022-11-28
EPI_ISL_18472713|H5N1|a/hooded_crane/kagoshima/ku-189/2022__h5n1_|2022-12-08
EPI_ISL_18472715|H5N1|a/hooded_crane/kagoshima/ku-194/2022__h5n1_|2022-12-10
EPI_ISL_18472695|H5N1|a/hooded_crane/kagoshima/ku-145/2022__h5n1_|2022-11-28
EPI_ISL_18472585|H5N1|a/white-naped_crane/kagoshima/ku-87/2022__h5n1_|2022-11-19
EPI_ISL_18472690|H5N1|a/hooded_crane/kagoshima/ku-138/2022__h5n1_|2022-11-27
EPI_ISL_18245305|H5N1|a/hooded_crane/korea/22wc083/2022|2022-11-26
EPI_ISL_18245323|H5N1|a/hooded_crane/korea/22wc215/2022|2022-12-15
EPI_ISL_18472610|H5N1|a/hooded_crane/kagoshima/ku-27/2022__h5n1_|2022-11-08
EPI_ISL_18472710|H5N1|a/white-naped_crane/kagoshima/ku-180/2022__h5n1_|2022-12-05
EPI_ISL_18472716|H5N1|a/hooded_crane/kagoshima/ku-195/2022__h5n1_|2022-12-10
EPI_ISL_18472583|H5N1|a/hooded_crane/kagoshima/ku-65/2022__h5n1_|2022-11-14
EPI_ISL_18472744|H5N1|a/environment/kagoshima/ku-b11/2022__h5n1_|2022-11-08
EPI_ISL_18472676|H5N1|a/hooded_crane/kagoshima/ku-117/2022__h5n1_|2022-11-23
EPI_ISL_18472688|H5N1|a/white-naped_crane/kagoshima/ku-136/2022__h5n1_|2022-11-27
EPI_ISL_18472682|H5N1|a/white-naped_crane/kagoshima/ku-124/2022__h5n1_|2022-11-25
EPI_ISL_18245299|H5N1|a/hooded_crane/korea/22wc073/2022|2022-11-24
EPI_ISL_18472762|H5N1|a/environment/kagoshima/ku-d6/2022__h5n1_|2022-11-07
EPI_ISL_18472742|H5N1|a/environment/kagoshima/ku-g5/2022__h5n1_|2022-11-07
EPI_ISL_18245366|H5N1|a/northern_goshawk/korea/22wc428/2023|2023-01-22
EPI_ISL_18245368|H5N1|a/common_kestrel/korea/22wc453/2023|2023-01-27
EPI_ISL_18245290|H5N1|a/hooded_crane/korea/22wc042-1p/2022|2022-11-17
EPI_ISL_18472608|H5N1|a/hooded_crane/kagoshima/ku-24/2022__h5n1_|2022-11-07
EPI_ISL_18472623|H5N1|a/hooded_crane/kagoshima/ku-42/2022__h5n1_|2022-11-10
EPI_ISL_18472637|H5N1|a/hooded_crane/kagoshima/ku-57/2022__h5n1_|2022-11-12
EPI_ISL_18472679|H5N1|a/hooded_crane/kagoshima/ku-121/2022__h5n1_|2022-11-24
EPI_ISL_18472675|H5N1|a/hooded_crane/kagoshima/ku-116/2022__h5n1_|2022-11-23
