tipnames	virus_subtype	collection_regionname	collection_countryname	collection_original	cluster_profile	host_simplifiedhost	lat	long
H5N5|2344b|EPI_ISL_1255051|anseriformes|poland|14_1_3_1_14_24_1_2|2021-02-01	H5N5	eastern europe	poland	Europe / Poland / West Pomeranian Voivodeship / NA / NA	14_1_3_1_14_24_1_2	anseriformes-wild	54.1541828653429	17.9878737941344
H5N5|2344b|EPI_ISL_644737|falconiformes|denmark|1_2_2_1_5_5_1_2|2020-10-30	H5N5	northern europe	denmark	Europe / Denmark / Region Sjaland / Lolland / NA	1_2_2_1_5_5_1_2	other	55.2791973821106	11.7026524381832
H5N5|2344b|EPI_ISL_18953089|falconiformes|denmark|1_2_2_1_5_5_1_2|2020-10-30	H5N5	northern europe	denmark	NA	1_2_2_1_5_5_1_2	other	55.9512996898935	10.0707816763207
H5N5|2344b|EPI_ISL_1665262|anseriformes|slovakia|2_1_1_1_1_4_1_1|2021-01-15	H5N5	eastern europe	slovakia	Europe / Slovakia / Petrzalka / NA / NA	2_1_1_1_1_4_1_1	anseriformes-wild	48.3180982690165	17.1756481471461
H5N5|2344b|EPI_ISL_16209276|anseriformes|russia|2_1_6_1_1_4_1_1|2020-12-29	H5N5	eastern europe	russia	Europe / Russia / Rostov Oblast / NA / NA	2_1_6_1_1_4_1_1	anseriformes-wild	47.725861660493	41.3470662241277
H5N5|2344b|EPI_ISL_943553|galliformes|sweden|3_1_2_1_5_5_1_2|2021-01-16	H5N5	northern europe	sweden	Europe / Sweden / Kalmar Lan / Monsteras Kommun / NA	3_1_2_1_5_5_1_2	galliformes-domestic	57.1855292476939	16.1305148015024
H5N5|2344b|EPI_ISL_1391276|accipitriformes|sweden|3_2_2_1_1_5_1_2|2021-02-19	H5N5	northern europe	sweden	Europe / Sweden / Skane Lan / Simrishamns Kommun / NA	3_2_2_1_1_5_1_2	other	55.9474024317265	13.595146733816
H5N5|2344b|EPI_ISL_614399|accipitriformes|germany|3_2_2_1_3_5_1_2|2020-10-29	H5N5	western europe	germany	Europe / Germany / Mecklenburg-Vorpommern / NA / NA	3_2_2_1_3_5_1_2	other	53.7551744161606	12.5509509363277
H5N5|2344b|EPI_ISL_1123358|anseriformes|united_kingdom|3_2_3_1_3_22_1_2|2020-11-12	H5N5	northern europe	united kingdom	Europe / United Kingdom / Northumberland / NA / NA	3_2_3_1_3_22_1_2	anseriformes-wild	54.0438440515314	-2.78687513666638
H5N5|2344b|EPI_ISL_626647|galliformes|russia|3_2_3_1_3_5_1_2|2020-10-02	H5N5	eastern europe	russia	Europe / Russia / Omsk Oblast / NA / NA	3_2_3_1_3_5_1_2	galliformes-domestic	56.0596108837778	73.3669499849514
H5N5|2344b|EPI_ISL_626648|anseriformes|russia|3_2_3_1_3_5_1_2|2020-10-02	H5N5	eastern europe	russia	Europe / Russia / Omsk Oblast / NA / NA	3_2_3_1_3_5_1_2	anseriformes-wild	56.0596108837778	73.3669499849514
H4N5|NA|EPI_ISL_84864|anseriformes|japan|NA|2001-01-01	H4N5	eastern asia	japan	NA	NA	anseriformes-wild	43.3824165431654	142.542521870972
H4N5|NA|EPI_ISL_373|anseriformes|japan|NA|2001-01-01	H4N5	eastern asia	japan	NA	NA	anseriformes-wild	43.3824165431654	142.542521870972
H5N5|2344b|EPI_ISL_3102081|anseriformes|italy|2_1_1_1_1_4_1_1|2021-04-08	H5N5	southern europe	italy	Europe / Romania / Tulcea Chilia Veche / NA / NA	2_1_1_1_1_4_1_1	anseriformes-wild	41.979336323661	12.7721450906831
H5N5|2344b|EPI_ISL_19016256|accipitriformes|united_kingdom|2_1_6_1_1_4_1_1|2024-02-21	H5N5	northern europe	united kingdom	NA	2_1_6_1_1_4_1_1	other	54.0438440515314	-2.78687513666638
H5N5|2344b|EPI_ISL_12980521|galliformes|sweden|3_1_2_1_5_5_1_2|2022-01-21	H5N5	northern europe	sweden	Europe / Sweden / Kalmar Lan / NA / NA	3_1_2_1_5_5_1_2	galliformes-domestic	57.1855292476939	16.1305148015024
H5N5|2344b|EPI_ISL_3143954|anseriformes|sweden|3_2_2_1_1_5_1_2|2021-07-06	H5N5	northern europe	sweden	Europe / Sweden / Kalmar Lan / Hongsby Kommun / NA	3_2_2_1_1_5_1_2	anseriformes-wild	57.1855292476939	16.1305148015024
H5N5|2344b|EPI_ISL_3294584|anseriformes|sweden|3_2_2_1_3_5_1_2|2021-03-30	H5N5	northern europe	sweden	Europe / Sweden / Sodermanlands Lan / Oxelosunds Kummun / NA	3_2_2_1_3_5_1_2	anseriformes-wild	59.0743595934023	16.6929745153277
H6N5|NA|EPI_ISL_18514067|anseriformes|norway|NA|2023-10-08	H6N5	northern europe	norway	NA	NA	anseriformes-wild	63.9836330810339	12.3044196327525
H5N5|2344b|EPI_ISL_1665258|anseriformes|austria|2_1_1_1_1_4_1_1|2021-02-10	H5N5	western europe	austria	Europe / Austria / Leibnitz / NA / NA	2_1_1_1_1_4_1_1	anseriformes-wild	47.2699907298467	15.014733244016
H5N5|2344b|EPI_ISL_10364607|anseriformes|czechia|2_1_1_1_1_4_1_1|2021-02-24	H5N5	eastern europe	czechia	Europe / Czech Republic / Zlinsky Kraj / Okres Kromeriz / 49Â°1423.619, 17Â°2834.391E	2_1_1_1_1_4_1_1	anseriformes-wild	49.2395239668424	17.7694110590927
H5N5|2344b|EPI_ISL_3135926|accipitriformes|hungary|2_1_1_1_1_4_1_1|2021-03-08	H5N5	eastern europe	hungary	Europe / Hungary / Somogy megye / NA / NA	2_1_1_1_1_4_1_1	other	46.4517874466981	17.6018744925749
H5N5|2344b|EPI_ISL_1665249|galliformes|italy|2_1_1_1_1_4_1_1|2021-02-23	H5N5	southern europe	italy	Europe / Romania / Judetul Timis / NA / NA	2_1_1_1_1_4_1_1	galliformes-domestic	41.979336323661	12.7721450906831
H5N5|2344b|EPI_ISL_1665250|galliformes|slovakia|2_1_1_1_1_4_1_1|2021-01-22	H5N5	eastern europe	slovakia	Europe / Slovakia / Dobrohost / NA / NA	2_1_1_1_1_4_1_1	galliformes-domestic	48.353088568306	17.5311650577738
H5N5|2344b|EPI_ISL_3102055|pelecaniformes|bulgaria|2_1_6_1_1_4_1_1|2021-03-30	H5N5	eastern europe	bulgaria	Europe / Bulgaria / Kiten, Burgas / NA / NA	2_1_6_1_1_4_1_1	other	42.4909591338488	27.308077813051
H5N5|2344b|EPI_ISL_19014083|charadriiformes|germany|2_1_6_1_1_4_1_1|2024-02-08	H5N5	western europe	germany	NA	2_1_6_1_1_4_1_1	charadriiformes-wild	51.0533277435649	10.373650933319
H5N5|2344b|EPI_ISL_18378733|charadriiformes|united_kingdom|2_1_6_1_1_4_1_1|2023-09-25	H5N5	northern europe	united kingdom	NA	2_1_6_1_1_4_1_1	charadriiformes-wild	54.0438440515314	-2.78687513666638
H5N5|2344b|EPI_ISL_18497662|anseriformes|iceland|2_1_6_1_1_4_1_1|2023-09-25	H5N5	northern europe	iceland	NA	2_1_6_1_1_4_1_1	anseriformes-wild	64.9850461261102	-18.587320734043
H5N5|2344b|EPI_ISL_2234823|anseriformes|italy|2_1_6_1_1_4_1_1|2021-01-14	H5N5	southern europe	italy	Europe / Romania / NA / NA / NA	2_1_6_1_1_4_1_1	anseriformes-wild	41.979336323661	12.7721450906831
H5N5|2344b|EPI_ISL_19053252|procellariiformes|netherlands|2_1_6_1_1_4_1_1|2024-01-24	H5N5	western europe	netherlands	NA	2_1_6_1_1_4_1_1	other	52.5811544669078	4.87272777813315
H5N5|2344b|EPI_ISL_18455201|charadriiformes|norway|2_1_6_1_1_4_1_1|2022-06-15	H5N5	northern europe	norway	NA	2_1_6_1_1_4_1_1	charadriiformes-wild	69.9513862077346	25.7942901828565
H5N5|2344b|EPI_ISL_18860084|accipitriformes|norway|2_1_6_1_1_4_1_1|2022-02-25	H5N5	northern europe	norway	NA	2_1_6_1_1_4_1_1	other	66.8739426293338	14.6374619966548
H5N5|2344b|EPI_ISL_18851332|accipitriformes|norway|2_1_6_1_1_4_1_1|2023-03-13	H5N5	northern europe	norway	NA	2_1_6_1_1_4_1_1	other	59.1011717616927	6.20933683167012
H5N5|2344b|EPI_ISL_18513245|charadriiformes|norway|2_1_6_1_1_4_1_1|2023-10-17	H5N5	northern europe	norway	NA	2_1_6_1_1_4_1_1	charadriiformes-wild	61.4039788611207	6.56350876344656
H5N5|2344b|EPI_ISL_12754536|accipitriformes|norway|2_1_6_1_1_4_1_1|2022-03-24	H5N5	northern europe	norway	Europe / Norway / Hitra / NA / NA	2_1_6_1_1_4_1_1	other	63.1212358892601	10.3794531007054
H5N5|2344b|EPI_ISL_12754535|accipitriformes|norway|2_1_6_1_1_4_1_1|2022-03-25	H5N5	northern europe	norway	Europe / Norway / Tromso / NA / NA	2_1_6_1_1_4_1_1	other	69.2782075900742	19.5016391581555
H5N5|2344b|EPI_ISL_16209274|pelecaniformes|russia|2_1_6_1_1_4_1_1|2021-04-01	H5N5	eastern europe	russia	Europe / Russia / Republic of Dagestan / NA / NA	2_1_6_1_1_4_1_1	other	43.0199724243525	46.8879064209307
H5N5|2344b|EPI_ISL_16209277|anseriformes|russia|2_1_6_1_1_4_1_1|2021-11-08	H5N5	eastern europe	russia	Europe / Russia / Republic of Kalmykia / NA / NA	2_1_6_1_1_4_1_1	anseriformes-wild	46.4151671964121	45.3925155882675
H5N5|2344b|EPI_ISL_16209278|strigiformes|russia|2_1_6_1_1_4_1_1|2021-09-28	H5N5	eastern europe	russia	Europe / Russia / NA / NA / NA	2_1_6_1_1_4_1_1	other	66.0376616061812	95.7970903417469
H5N5|2344b|EPI_ISL_18454937|charadriiformes|svalbard_and_jan_mayen|2_1_6_1_1_4_1_1|2022-06-13	H5N5	northern europe	svalbard and jan mayen	NA	2_1_6_1_1_4_1_1	charadriiformes-wild	78.8392895921084	18.3682224736526
H5N5|2344b|EPI_ISL_943551|galliformes|sweden|3_1_2_1_5_5_1_2|2021-01-20	H5N5	northern europe	sweden	Europe / Sweden / Kalmar Lan / Monsteras Kommun / NA	3_1_2_1_5_5_1_2	galliformes-domestic	57.1855292476939	16.1305148015024
H5N5|2344b|EPI_ISL_1305777|galliformes|sweden|3_2_2_1_1_5_1_2|2021-03-10	H5N5	northern europe	sweden	Europe / Sweden / Skane Lan / Skurups Kommun / NA	3_2_2_1_1_5_1_2	galliformes-domestic	55.9474024317265	13.595146733816
H5N5|2344b|EPI_ISL_641378|anseriformes|netherlands|3_2_2_1_3_5_1_2|2020-11-07	H5N5	western europe	netherlands	Europe / Netherlands / South Holland / Gemeente Rijswijk / NA	3_2_2_1_3_5_1_2	anseriformes-wild	51.9374604216783	4.46477045234472
H5N5|2344b|EPI_ISL_1308010|anseriformes|sweden|3_2_2_1_3_5_1_2|2021-02-26	H5N5	northern europe	sweden	Europe / Sweden / Kalmar Lan / Monsteras Kommun / NA	3_2_2_1_3_5_1_2	anseriformes-wild	57.1855292476939	16.1305148015024
H5N5|2344b|EPI_ISL_1305781|anseriformes|sweden|3_2_2_1_3_5_1_2|2021-03-01	H5N5	northern europe	sweden	Europe / Sweden / Sodermanlands Lan / Trosa Kommun / NA	3_2_2_1_3_5_1_2	anseriformes-wild	59.0743595934023	16.6929745153277
H5N5|2344b|EPI_ISL_1391019|anseriformes|sweden|3_2_2_1_3_5_1_2|2021-03-15	H5N5	northern europe	sweden	Europe / Sweden / Skane Lan / Lomma Kommun / NA	3_2_2_1_3_5_1_2	anseriformes-wild	55.9474024317265	13.595146733816
H5N5|2344b|EPI_ISL_1385792|galliformes|sweden|3_2_2_1_3_5_1_2|2021-03-22	H5N5	northern europe	sweden	Europe / Sweden / Stockholms Lan / Ekero Kommun / NA	3_2_2_1_3_5_1_2	galliformes-domestic	59.4623673036598	18.1712252623315
H5N5|2344b|EPI_ISL_1665267|anseriformes|slovenia|3_2_2_1_3_5_1_2|2020-12-24	H5N5	southern europe	slovenia	Europe / Slovenia / NA / NA / NA	3_2_2_1_3_5_1_2	anseriformes-wild	46.124137393352	14.813678667363
H10N5|NA|EPI_ISL_502609|anseriformes|belgium|NA|2017-01-10	H10N5	western europe	belgium	NA	NA	anseriformes-wild	50.64017310615	4.66939027974939
H10N5|NA|EPI_ISL_15620315|environment|bangladesh|NA|2022-01-29	H10N5	southern asia	bangladesh	NA	NA	environment	23.8299093538119	90.2865403636969
H6N5|NA|EPI_ISL_174892|anseriformes|bulgaria|NA|2010-04-12	H6N5	eastern europe	bulgaria	NA	NA	anseriformes-domestic	42.7584172195881	25.2179149681535
H6N5|NA|EPI_ISL_212380|anseriformes|china|NA|2014-12-02	H6N5	eastern asia	china	NA	NA	anseriformes-wild	30.9806813015582	112.277189482252
H5N5|NA|EPI_ISL_436696|galliformes|germany|NA|2017-01-23	H5N5	western europe	germany	NA	NA	galliformes-domestic	54.1814850326718	9.81577342948134
H6N5|NA|EPI_ISL_63354|anseriformes|france|NA|2007-01-01	H6N5	western europe	france	NA	NA	anseriformes-wild	45.5190780558984	4.54715006428513
H5N5|NA|EPI_ISL_255189|anseriformes|italy|NA|2017-01-10	H5N5	southern europe	italy	NA	NA	anseriformes-wild	42.7080607219025	12.208345049127
H6N5|NA|EPI_ISL_237150|anseriformes|japan|NA|2014-10-01	H6N5	eastern asia	japan	NA	NA	anseriformes-wild	35.2533627737984	135.444748136549
H6N5|NA|EPI_ISL_237141|anseriformes|japan|NA|2014-11-01	H6N5	eastern asia	japan	NA	NA	anseriformes-wild	35.0694619009051	132.550118774326
H7N5|NA|EPI_ISL_399737|anseriformes|cambodia|NA|2018-04-05	H7N5	south-eastern asia	cambodia	NA	NA	anseriformes-wild	12.7097809911859	104.914484966688
H10N5|NA|EPI_ISL_133000|anseriformes|south_korea|NA|2008-11-01	H10N5	eastern asia	south korea	NA	NA	anseriformes-wild	36.341057964317	127.784630688405
H10N5|NA|EPI_ISL_390|anseriformes|mongolia|NA|2003-01-01	H10N5	eastern asia	mongolia	NA	NA	anseriformes-wild	46.9660284560213	103.138307461425
H5N5|NA|EPI_ISL_287564|anseriformes|netherlands|NA|2016-11-14	H5N5	western europe	netherlands	NA	NA	anseriformes-wild	51.5616727876811	5.19541346074046
H6N5|NA|EPI_ISL_30812|anseriformes|netherlands|NA|2007-01-01	H6N5	western europe	netherlands	NA	NA	anseriformes-wild	52.2573048104135	5.56251311224367
H12N5|NA|EPI_ISL_17982402|anseriformes|poland|NA|2018-09-14	H12N5	eastern europe	poland	NA	NA	anseriformes-wild	52.1141994014432	19.4236724631525
H12N5|NA|EPI_ISL_400280|anseriformes|russia|NA|2019-10-13	H12N5	eastern asia	russia	NA	NA	anseriformes-wild	53.5593936765214	109.267398204686
H12N5|NA|EPI_ISL_331307|anseriformes|russia|NA|2018-01-23	H12N5	eastern europe	russia	NA	NA	anseriformes-wild	43.0199724243525	46.8879064209307
H12N5|NA|EPI_ISL_1241001|anseriformes|russia|NA|2020-08-29	H12N5	central asia	russia	NA	NA	anseriformes-wild	55.2762232202593	79.7845914423443
H12N5|NA|EPI_ISL_400284|anseriformes|russia|NA|2019-09-01	H12N5	central asia	russia	NA	NA	anseriformes-wild	56.0596108837778	73.3669499849514
H9N5|NA|EPI_ISL_203616|charadriiformes|singapore|NA|2015-09-09	H9N5	south-eastern asia	singapore	NA	NA	charadriiformes-wild	1.35345915155552	103.815058460924
H5N5|NA|EPI_ISL_3128537|strigiformes|sweden|NA|2021-03-28	H5N5	northern europe	sweden	NA	NA	other	62.374013544985	16.2835241791686
H2N5|NA|EPI_ISL_189705|charadriiformes|united_states|NA|2012-02-22	H2N5	northern america	united states	NA	NA	charadriiformes-wild	32.6403385373358	-83.4405725551842
H2N5|NA|EPI_ISL_397752|charadriiformes|united_states|NA|2017-12-09	H2N5	northern america	united states	NA	NA	charadriiformes-wild	33.9148641047898	-80.8916569950667
H12N5|NA|EPI_ISL_89573|anseriformes|vietnam|NA|2009-01-01	H12N5	south-eastern asia	vietnam	NA	NA	anseriformes-wild	16.5422416723933	106.354375350692
H5N5|NA|EPI_ISL_1308013|accipitriformes|sweden|NA|2021-02-26	H5N5	northern europe	sweden	NA	NA	other	62.374013544985	16.2835241791686
H5N5|2344b|EPI_ISL_1665261|anseriformes|slovakia|2_1_1_1_1_4_1_1|2021-01-29	H5N5	eastern europe	slovakia	Europe / Slovakia / Kalinkovo / NA / NA	2_1_1_1_1_4_1_1	anseriformes-wild	48.3180982690165	17.1756481471461
H5N5|2344b|EPI_ISL_1305778|anseriformes|sweden|3_2_2_1_1_5_1_2|2021-03-10	H5N5	northern europe	sweden	Europe / Sweden / Skane Lan / Skurups Kommun / NA	3_2_2_1_1_5_1_2	anseriformes-wild	55.9474024317265	13.595146733816
H9N5|NA|EPI_ISL_203617|charadriiformes|singapore|NA|2015-09-09	H9N5	south-eastern asia	singapore	NA	NA	charadriiformes-wild	1.35345915155552	103.815058460924
H10N5|NA|EPI_ISL_15620318|environment|bangladesh|NA|2022-01-29	H10N5	southern asia	bangladesh	NA	NA	environment	23.8299093538119	90.2865403636969
H5N5|2344b|EPI_ISL_1238195|galliformes|sweden|3_2_2_1_1_5_1_2|2021-03-02	H5N5	northern europe	sweden	Europe / Sweden / Skane Lan / Trelleborgs Kommun / NA	3_2_2_1_1_5_1_2	galliformes-domestic	55.9474024317265	13.595146733816
