tipnames	virus_subtype	collection_regionname	collection_countryname	collection_original	cluster_profile	host_simplifiedhost	lat	long
H5N1|2344b|EPI_ISL_17679808|anseriformes|france|10_1_13_1_1_1_1_1|2022-12-15	H5N1	western europe	france	Europe / Spain / NA / NA / NA	10_1_13_1_1_1_1_1	anseriformes-wild	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_15857992|galliformes|france|10_1_13_1_1_1_1_1|2022-11-08	H5N1	western europe	france	Europe / France / Brittany / Departement des Cotes-dArmor / NA	10_1_13_1_1_1_1_1	galliformes-domestic	48.1809640203121	-2.84316283208676
H5N1|2344b|EPI_ISL_16384159|sphenisciformes|united_kingdom|10_1_13_1_1_1_1_1|2022-12-04	H5N1	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	10_1_13_1_1_1_1_1	other	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_15925883|anseriformes|netherlands|10_1_13_1_1_1_1_1|2022-11-01	H5N1	western europe	netherlands	Europe / Netherlands / Oud-Alblas / NA / NA	10_1_13_1_1_1_1_1	anseriformes-wild	51.9374604216783	4.46477045234472
H5N1|2344b|EPI_ISL_15909904|anseriformes|netherlands|10_1_13_1_1_1_1_1|2022-10-31	H5N1	western europe	netherlands	Europe / Netherlands / Provincie Friesland / NA / NA	10_1_13_1_1_1_1_1	anseriformes-wild	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_15925881|anseriformes|netherlands|10_1_13_1_1_1_1_1|2022-11-09	H5N1	western europe	netherlands	Europe / Netherlands / Eendenkooi, Wieringen / NA / NA	10_1_13_1_1_1_1_1	anseriformes-wild	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_16040744|anseriformes|netherlands|10_1_13_1_1_1_1_1|2022-11-21	H5N1	western europe	netherlands	Europe / Netherlands / Provincie Noord-Holland / NA / NA	10_1_13_1_1_1_1_1	anseriformes-wild	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_15518266|galliformes|finland|10_1_1_1_1_1_1_1|2021-10-01	H5N1	northern europe	finland	Europe / Finland / NA / NA / NA	10_1_1_1_1_1_1_1	galliformes-wild	64.2398144022788	26.1623842060791
H5N1|2344b|EPI_ISL_9012618|galliformes|united_kingdom|10_1_1_1_1_1_1_1|2021-10-30	H5N1	northern europe	united kingdom	Europe / United Kingdom / County Borough of Wrexham / Wales / NA	10_1_1_1_1_1_1_1	galliformes-domestic	52.3299411115892	-3.76558183366802
H5N1|2344b|EPI_ISL_6761005|galliformes|netherlands|10_1_1_1_1_1_1_1|2021-11-05	H5N1	western europe	netherlands	Europe / Netherlands / Provincie Friesland / NA / NA	10_1_1_1_1_1_1_1	galliformes-domestic	53.1100430768808	5.84863928632393
