tipnames	virus_subtype	collection_regionname	collection_countryname	collection_original	cluster_profile	host_simplifiedhost	lat	long
H5N8|2344b|EPI_ISL_16215736|galliformes|china|3_2_3_1_1_2_1_2|2020-12	H5N8	eastern asia	china	Asia / China / NA / NA / NA	3_2_3_1_1_2_1_2	galliformes-domestic	36.6848135465548	103.513718494908
H5N8|2344b|EPI_ISL_china_2|galliformes|china|3_2_3_1_1_2_1_2|2021-05-31	H5N8	eastern asia	china	Asia / China / Anhui / NA / NA	3_2_3_1_1_2_1_2	galliformes-domestic	31.8128943962267	117.235219497068
H5N8|2344b|EPI_ISL_5260418|anseriformes|china|3_2_3_1_1_2_1_2|2021-01-25	H5N8	eastern asia	china	Asia / China / Beijing / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	40.1838367941588	116.40878248942
H5N8|2344b|EPI_ISL_5260445|anseriformes|china|3_2_3_1_1_2_1_2|2021-04-27	H5N8	eastern asia	china	Asia / China / Hebei / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	39.5182972347816	116.100714730353
H5N8|2344b|EPI_ISL_14824122|anseriformes|china|3_2_3_1_1_2_1_2|2020-11-10	H5N8	eastern asia	china	Asia / China / Henan Province / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	33.8761853651454	113.614527263456
H5N8|2344b|EPI_ISL_5260448|anseriformes|china|3_2_3_1_1_2_1_2|2021-03-19	H5N8	eastern asia	china	Asia / China / Hunan / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	27.5978523947888	111.713471439142
H5N8|2344b|EPI_ISL_2685947|anseriformes|china|3_2_3_1_1_2_1_2|2020-11-16	H5N8	eastern asia	china	Asia / China / Hubei Province / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	30.9806813015582	112.277189482252
H5N8|2344b|EPI_ISL_5260449|anseriformes|china|3_2_3_1_1_2_1_2|2021-03-24	H5N8	eastern asia	china	Asia / China / Jiangsu / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	32.9645721858222	119.470797338049
H5N8|2344b|EPI_ISL_5260444|anseriformes|china|3_2_3_1_1_2_1_2|2021-03-09	H5N8	eastern asia	china	Asia / China / Jiangxi / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	27.6016362656629	115.709570895796
H5N8|2344b|EPI_ISL_5260451|anseriformes|china|3_2_3_1_1_2_1_2|2021-04-13	H5N8	eastern asia	china	Asia / China / Liaoning / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	41.2987124958383	122.600275282862
H5N8|2344b|EPI_ISL_625672|anseriformes|china|3_2_3_1_1_2_1_2|2020-10-17	H5N8	eastern asia	china	Asia / China / Inner Mongolia Autonomous Region / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	44.083329648604	113.188484632426
H5N8|2344b|EPI_ISL_14822356|anseriformes|china|3_2_3_1_1_2_1_2|2021-03-11	H5N8	eastern asia	china	Asia / China / Ningxia Hui Autonomous Region / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	37.2602231520297	106.161545856493
H5N8|2344b|EPI_ISL_1760448|anseriformes|china|3_2_3_1_1_2_1_2|2020-11-10	H5N8	eastern asia	china	Asia / China / Shaanxi Province / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	35.1531910315733	108.845281415025
H5N8|2344b|EPI_ISL_5260453|anseriformes|china|3_2_3_1_1_2_1_2|2021-01-14	H5N8	eastern asia	china	Asia / China / Shandong / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	36.3536638777003	118.136153809721
H5N8|2344b|EPI_ISL_1822596|anseriformes|china|3_2_3_1_1_2_1_2|2020-11-10	H5N8	eastern asia	china	Asia / China / Shanxi Province / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	37.5496375119255	112.274268590565
H5N8|2344b|EPI_ISL_15435500|gruiformes|china|3_2_3_1_1_2_1_2|2021-01-21	H5N8	eastern asia	china	Asia / China / Yunnan Province / Huize Black-necked Crane National Nature Reserve, Yunnan Province,China / NA	3_2_3_1_1_2_1_2	other	24.9645779206387	101.495556215566
H5N8|2344b|EPI_ISL_17088884|anseriformes|china|3_2_3_1_1_2_1_2|2021-01-29	H5N8	eastern asia	china	Asia / China / Zhejiang Province / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	29.1745873279179	120.086382279697
