tipnames	virus_subtype	collection_regionname	collection_countryname	collection_original	cluster_profile	host_simplifiedhost	lat	long
H5N1|2344b|EPI_ISL_18660931|anseriformes|sweden|10_1_2_1_1_1_1_1|2023-11-24	H5N1	northern europe	sweden	NA	10_1_2_1_1_1_1_1	anseriformes-wild	56.2754954629495	15.2029498652564
H5N1|2344b|EPI_ISL_19014084|charadriiformes|germany|10_6_2_1_11_1_1_1|2024-02-09	H5N1	western europe	germany	NA	10_6_2_1_11_1_1_1	charadriiformes-wild	51.0533277435649	10.373650933319
H5N1|2344b|EPI_ISL_18683420|galliformes|ukraine|10_6_2_1_1_1_1_1|2023-03-21	H5N1	eastern europe	ukraine	NA	10_6_2_1_1_1_1_1	galliformes-domestic	46.6605372618905	33.5721776691206
H5N1|2344b|EPI_ISL_8515483|pelecaniformes|czechia|11_1_3_1_9_1_1_5|2021-11-28	H5N1	eastern europe	czechia	Europe / Czech Republic / Liberecky Kraj / Okres Ceska Lipa / HeÅ™maniÄky u Dobranova, GPS:50.6571622N, 14.6006303E	11_1_3_1_9_1_1_5	other	50.7015712481419	14.9927241891218
H5N1|2344b|EPI_ISL_8515481|pelecaniformes|czechia|11_1_3_1_9_1_1_5|2021-11-28	H5N1	eastern europe	czechia	Europe / Czech Republic / Liberecky Kraj / Okres Ceska Lipa / HeÅ™maniÄky u Dobranova, GPS:50.6571622N, 14.6006303E	11_1_3_1_9_1_1_5	other	50.7015712481419	14.9927241891218
H5N1|2344b|EPI_ISL_8515482|pelecaniformes|czechia|11_1_3_1_9_1_1_5|2021-11-28	H5N1	eastern europe	czechia	Europe / Czech Republic / Liberecky Kraj / Okres Ceska Lipa / HeÅ™maniÄky u Dobranova, GPS: 50.6571622N, 14.6006303E	11_1_3_1_9_1_1_5	other	50.7015712481419	14.9927241891218
H5N1|2344b|EPI_ISL_15957899|galliformes|united_kingdom|13_1_2_1_1_1_1_1|2022-11-06	H5N1	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	13_1_2_1_1_1_1_1	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_18432789|falconiformes|germany|13_1_4_1_18_1_1_4|2023-09-07	H5N1	western europe	germany	NA	13_1_4_1_18_1_1_4	other	51.0533277435649	10.373650933319
H5N1|2344b|EPI_ISL_18033185|charadriiformes|poland|13_1_4_1_4_1_1_4|2023-02-07	H5N1	eastern europe	poland	NA	13_1_4_1_4_1_1_4	charadriiformes-wild	52.1141994014432	19.4236724631525
H5N1|2344b|EPI_ISL_15518266|galliformes|finland|14_1_1_1_1_1_1_1|2021-10-01	H5N1	northern europe	finland	Europe / Finland / NA / NA / NA	14_1_1_1_1_1_1_1	galliformes-wild	64.2398144022788	26.1623842060791
H5N1|2344b|EPI_ISL_15518267|strigiformes|finland|14_1_1_1_1_1_1_1|2021-10-01	H5N1	northern europe	finland	Europe / Finland / NA / NA / NA	14_1_1_1_1_1_1_1	other	64.2398144022788	26.1623842060791
H5N1|2344b|EPI_ISL_9377021|anseriformes|france|14_1_1_1_9_1_1_1|2021-12-23	H5N1	western europe	france	Europe / France / Midi-Pyrenees / Departement des Hautes-Pyrenees / NA	14_1_1_1_9_1_1_1	anseriformes-wild	43.7028957316864	2.13543482835379
