id,tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,virus_species,week_date,clade,collection_original,profile,profile_lab,genome,cluster_profileclass,cluster_profilecolour,collection_tipdate,segment,collection_dateerror,cluster_segment,cluster_number,collection.datemonth,group,location_code,todrop
ns_southamerica,H5N1.2344b.EPI_ISL_16891400.anseriformes.chile.5_3_1_1_2_1_1_4.2022-12-02,H5N1,EPI_ISL_16891400,a/gray_gull/chile/c61947/2022,2022-12-02,2022.92,2022-12,2022,Aves,anseriformes,anatidae,anser anser,greylag goose,TRUE,wild,anseriformes-wild,south america,chile,chl,-36.352932692973,-71.0631434301439,NA,NA,NA,NA,a,2022-48,2344b,South America / Chile / NA / NA / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,dominant,#bacc99,2022-12-02,ns,FALSE,ns,profile004,2022-12-01,1,chile,keep
ns_southamerica,H5N1.2344b.EPI_ISL_17011958.charadriiformes.chile.5_3_1_1_2_1_1_4.2022-12-07,H5N1,EPI_ISL_17011958,a/gull/chile/7023-3/2022,2022-12-07,2022.93,2022-12,2022,Aves,charadriiformes,laridae,larinae sp.,gull sp.,TRUE,wild,charadriiformes-wild,south america,chile,chl,-36.352932692973,-71.0631434301439,NA,NA,NA,NA,a,2022-49,2344b,South America / Chile / NA / NA / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,dominant,#bacc99,2022-12-07,ns,FALSE,ns,profile004,2022-12-01,1,chile,keep
ns_southamerica,H5N1.2344b.EPI_ISL_17777527.charadriiformes.peru.5_3_1_1_2_1_1_4.2023-03-16,H5N1,EPI_ISL_17777527,a/gull/peru/lim-ins-006/2023,2023-03-16,2023.2,2023-03,2023,Aves,charadriiformes,laridae,larinae sp.,gull sp.,TRUE,wild,charadriiformes-wild,south america,peru,per,-9.12690950582405,-74.3967035676846,lima province,pe.lp,-12.0179113235961,-76.9049187829412,a,2023-11,2344b,South America / Peru / Departamento de Lima / Lima / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,dominant,#bacc99,2023-03-16,ns,FALSE,ns,profile004,2023-03-01,1,lima province,keep
ns_southamerica,H5N1.NA.EPI_ISL_17885980.charadriiformes.chile.NA.2022-12-30,H5N1,EPI_ISL_17885980,A/sanderling/Arica_y_Parinacota/230758-1/2022,2022-12-30,2022.99,2022-12,2022,Aves,charadriiformes,scolopacidae,calidris alba,sanderling,TRUE,wild,charadriiformes-wild,south america,chile,chl,-36.352932692973,-71.0631434301439,arica y parinacota,cl.ap,-18.4968307906384,-69.6296363253853,A,2022-52,2344b,NA,NA,NA,NA,NA,NA,2022-12-30,ns,FALSE,ns,profileNA,2022-12-01,1,arica y parinacota,keep
ns_southamerica,H5N1.NA.EPI_ISL_17885972.charadriiformes.chile.NA.2023-03-01,H5N1,EPI_ISL_17885972,A/kelp_gull/Maule/239349/2023,2023-03-01,2023.16,2023-03,2023,Aves,charadriiformes,laridae,larus dominicanus,kelp gull,TRUE,wild,charadriiformes-wild,south america,chile,chl,-36.352932692973,-71.0631434301439,maule,cl.ml,-35.6204383329149,-71.4454635697529,A,2023-09,2344b,NA,NA,NA,NA,NA,NA,2023-03-01,ns,FALSE,ns,profileNA,2023-03-01,1,maule,keep
ns_southamerica,H5N1.NA.EPI_ISL_17885953.charadriiformes.chile.NA.2022-12-23,H5N1,EPI_ISL_17885953,A/elegant_tern/Tarapaca/229133-1/2022,2022-12-23,2022.98,2022-12,2022,Aves,charadriiformes,laridae,thalasseus elegans,elegant tern,TRUE,wild,charadriiformes-wild,south america,chile,chl,-36.352932692973,-71.0631434301439,tarapacá,cl.ta,-20.1723893841755,-69.3557535441909,A,2022-51,2344b,NA,NA,NA,NA,NA,NA,2022-12-23,ns,FALSE,ns,profileNA,2022-12-01,1,tarapacá,keep
ns_southamerica,H5N1.2344b.EPI_ISL_17805994.galliformes.peru.5_3_1_1_2_1_1_4.2022-12-22,H5N1,EPI_ISL_17805994,a/chicken/peru/ais0548/2022,2022-12-22,2022.97,2022-12,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,south america,peru,per,-9.12690950582405,-74.3967035676846,NA,NA,NA,NA,a,2022-51,2344b,South America / Peru / NA / NA / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,dominant,#bacc99,2022-12-22,ns,FALSE,ns,profile004,2022-12-01,1,peru,keep
ns_southamerica,H5N1.NA.EPI_ISL_17885970.galliformes.chile.NA.2022-12-17,H5N1,EPI_ISL_17885970,A/turkey_vulture/Antofagasta/228252-1/2022,2022-12-17,2022.96,2022-12,2022,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,antofagasta,cl.an,-23.5276504572593,-69.1155261199782,A,2022-50,2344b,NA,NA,NA,NA,NA,NA,2022-12-17,ns,FALSE,ns,profileNA,2022-12-01,1,antofagasta,keep
ns_southamerica,H5N1.NA.EPI_ISL_17885968.galliformes.chile.NA.2022-12-31,H5N1,EPI_ISL_17885968,A/turkey_vulture/Valparaiso/230187-1/2022,2022-12-31,2023,2022-12,2022,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,valparaíso,cl.vs,-32.7895224923796,-71.3992840580514,A,2022-52,2344b,NA,NA,NA,NA,NA,NA,2022-12-31,ns,FALSE,ns,profileNA,2022-12-01,1,valparaíso,keep
ns_southamerica,H5N1.2344b.EPI_ISL_17805999.carnivora.peru.5_3_1_1_2_1_1_4.2023-02-08,H5N1,EPI_ISL_17805999,a/lion/peru/ais0554/2023,2023-02-08,2023.1,2023-02,2023,mammalia,carnivora,felidae,panthera leo,lion,FALSE,wild,mammal,south america,peru,per,-9.12690950582405,-74.3967035676846,NA,NA,NA,NA,a,2023-06,2344b,South America / Peru / NA / NA / NA,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9,dominant,#bacc99,2023-02-08,ns,FALSE,ns,profile004,2023-02-01,1,peru,keep
