tipnames	virus_subtype	collection_date	collection_datedecimal	collection_datemonth	collection_dateyear	collection_regionname	collection_countryname	collection_countrylat	collection_countrylong	cluster_number	profile	cluster_profileclass	host_order	host_isbird	host_simplifiedhost	tiplocation_lon	tiplocation_lat
H5N8.2344b.EPI_ISL_9594306.galliformes.egypt.6_2_64_12_34_32_1_2.2020-04-01	H5N8	2020-04-01	2020.25	2020-04	2020	northern africa	egypt	26.5331366423868	29.7934978487062	profile006	6_2_64_12_34_32_1_2	minor	galliformes	TRUE	galliformes-domestic	29.7934978487062	26.5331366423868
H5N1.2344b.EPI_ISL_2276068.galliformes.senegal.2_1_1_1_1_1_1_1.2020-12-23	H5N1	2020-12-23	2020.98	2020-12	2020	western africa	senegal	14.357700346957	-14.4663797488722	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	-16.7546068121427	14.831526394723
H5N1.2344b.EPI_ISL_2276069.galliformes.senegal.2_1_1_1_1_1_1_1.2020-12-23	H5N1	2020-12-23	2020.98	2020-12	2020	western africa	senegal	14.357700346957	-14.4663797488722	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	-16.7546068121427	14.831526394723
H5N1.2344b.EPI_ISL_2276070.galliformes.senegal.2_1_1_1_1_1_1_1.2020-12-23	H5N1	2020-12-23	2020.98	2020-12	2020	western africa	senegal	14.357700346957	-14.4663797488722	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	-16.7546068121427	14.831526394723
H5N1.2344b.EPI_ISL_2276071.pelecaniformes.senegal.2_1_1_1_1_1_1_1.2021-01-23	H5N1	2021-01-23	2021.06	2021-01	2021	western africa	senegal	14.357700346957	-14.4663797488722	profile002	2_1_1_1_1_1_1_1	dominant	pelecaniformes	TRUE	other	4.54715006428513	45.5190780558984
H5N8.2344b.EPI_ISL_4061482.galliformes.nigeria.3_2_3_1_1_2_1_2.2021-02-05	H5N8	2021-02-05	2021.1	2021-02	2021	western africa	nigeria	9.58907159716497	8.08769036750384	profile003	3_2_3_1_1_2_1_2	dominant	galliformes	TRUE	galliformes-domestic	8.08769036750384	9.58907159716497
H5N8.2344b.EPI_ISL_4061483.galliformes.nigeria.3_2_3_1_1_2_1_2.2021-03-01	H5N8	2021-03-01	2021.16	2021-03	2021	western africa	nigeria	9.58907159716497	8.08769036750384	profile003	3_2_3_1_1_2_1_2	dominant	galliformes	TRUE	galliformes-domestic	8.08769036750384	9.58907159716497
H5N1.2344b.EPI_ISL_4061484.galliformes.nigeria.2_1_1_1_1_1_1_1.2021-03-01	H5N1	2021-03-01	2021.16	2021-03	2021	western africa	nigeria	9.58907159716497	8.08769036750384	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	8.08769036750384	9.58907159716497
H5N1.2344b.EPI_ISL_4061485.galliformes.nigeria.2_1_1_1_1_1_1_1.2021-03-01	H5N1	2021-03-01	2021.16	2021-03	2021	western africa	nigeria	9.58907159716497	8.08769036750384	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	8.08769036750384	9.58907159716497
H5N8.2344b.EPI_ISL_4061490.galliformes.nigeria.3_2_3_1_1_2_1_2.2021-02-25	H5N8	2021-02-25	2021.15	2021-02	2021	western africa	nigeria	9.58907159716497	8.08769036750384	profile003	3_2_3_1_1_2_1_2	dominant	galliformes	TRUE	galliformes-domestic	8.08769036750384	9.58907159716497
H5N1.2344b.EPI_ISL_4061491.galliformes.nigeria.2_1_1_1_1_1_1_1.2021-02-12	H5N1	2021-02-12	2021.12	2021-02	2021	western africa	nigeria	9.58907159716497	8.08769036750384	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	8.08769036750384	9.58907159716497
H5N1.2344b.EPI_ISL_14769967.galliformes.lesotho.2_1_1_1_1_1_1_1.2021-06-05	H5N1	2021-06-05	2021.42	2021-06	2021	southern africa	lesotho	-29.5819622998706	28.2484329985868	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	28.2484329985868	-29.5819622998706
H5N1.2344b.EPI_ISL_14769966.galliformes.lesotho.2_1_1_1_1_1_1_1.2021-05-29	H5N1	2021-05-29	2021.41	2021-05	2021	southern africa	lesotho	-29.5819622998706	28.2484329985868	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	28.2484329985868	-29.5819622998706
H5N1.2344b.EPI_ISL_14619009.charadriiformes.south_africa.2_1_1_1_1_1_1_1.2021-05-17	H5N1	2021-05-17	2021.37	2021-05	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	charadriiformes	TRUE	charadriiformes-wild	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14619020.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-05-17	H5N1	2021-05-17	2021.37	2021-05	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14619024.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-05-18	H5N1	2021-05-18	2021.38	2021-05	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14639383.charadriiformes.south_africa.2_1_1_1_1_1_1_1.2021-05-20	H5N1	2021-05-20	2021.38	2021-05	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	charadriiformes	TRUE	charadriiformes-wild	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14639837.strigiformes.south_africa.2_1_1_1_1_1_1_1.2021-05-20	H5N1	2021-05-20	2021.38	2021-05	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	strigiformes	TRUE	other	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14640323.charadriiformes.south_africa.2_1_1_1_1_1_1_1.2021-05-20	H5N1	2021-05-20	2021.38	2021-05	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	charadriiformes	TRUE	charadriiformes-wild	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14643779.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-05-20	H5N1	2021-05-20	2021.38	2021-05	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14644201.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-05-23	H5N1	2021-05-23	2021.39	2021-05	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14918030.struthioniformes.south_africa.2_1_1_1_1_1_1_1.2021-06-14	H5N1	2021-06-14	2021.45	2021-06	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	struthioniformes	FALSE	other	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14918217.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-06-20	H5N1	2021-06-20	2021.47	2021-06	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	30.7367833141436	-28.7220063412643
H5N1.2344b.EPI_ISL_14918305.struthioniformes.south_africa.2_1_1_1_1_1_1_1.2021-06-21	H5N1	2021-06-21	2021.47	2021-06	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	struthioniformes	FALSE	other	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14918327.struthioniformes.south_africa.2_1_1_1_1_1_1_1.2021-06-23	H5N1	2021-06-23	2021.47	2021-06	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	struthioniformes	FALSE	other	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14918605.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-06-24	H5N1	2021-06-24	2021.48	2021-06	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14918892.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-06-30	H5N1	2021-06-30	2021.49	2021-06	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	30.7367833141436	-28.7220063412643
H5N1.2344b.EPI_ISL_14918893.gruiformes.south_africa.2_1_1_1_1_1_1_1.2021-07-01	H5N1	2021-07-01	2021.5	2021-07	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	gruiformes	TRUE	other	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14918903.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-07-19	H5N1	2021-07-19	2021.55	2021-07	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	30.7367833141436	-28.7220063412643
H5N1.2344b.EPI_ISL_14934317.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-07-30	H5N1	2021-07-30	2021.58	2021-07	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	30.7367833141436	-28.7220063412643
H5N1.2344b.EPI_ISL_14934318.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-08-09	H5N1	2021-08-09	2021.6	2021-08	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	30.7367833141436	-28.7220063412643
H5N1.2344b.EPI_ISL_14934479.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-08-18	H5N1	2021-08-18	2021.63	2021-08	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_14934607.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-08-27	H5N1	2021-08-27	2021.65	2021-08	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	28.126943330491	-26.1053974962555
H5N1.2344b.EPI_ISL_14934883.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-09-07	H5N1	2021-09-07	2021.68	2021-09	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	30.7367833141436	-28.7220063412643
H5N1.2344b.EPI_ISL_14934884.galliformes.south_africa.2_1_1_1_1_1_1_1.2021-09-08	H5N1	2021-09-08	2021.68	2021-09	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	30.7367833141436	-28.7220063412643
H5N1.2344b.EPI_ISL_14934885.suliformes.south_africa.2_1_1_1_1_1_1_1.2021-09-13	H5N1	2021-09-13	2021.7	2021-09	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	suliformes	TRUE	other	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_15614803.pelecaniformes.egypt.2_1_1_1_1_1_1_1.2022-06-17	H5N1	2022-06-17	2022.46	2022-06	2022	northern africa	egypt	26.5331366423868	29.7934978487062	profile002	2_1_1_1_1_1_1_1	dominant	pelecaniformes	TRUE	other	29.7934978487062	26.5331366423868
H5N1.2344b.EPI_ISL_15839837.sphenisciformes.south_africa.2_1_1_1_1_1_1_1.2021-10-26	H5N1	2021-10-26	2021.82	2021-10	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	sphenisciformes	TRUE	other	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_15839838.sphenisciformes.south_africa.2_1_1_1_1_1_1_1.2021-10-26	H5N1	2021-10-26	2021.82	2021-10	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	sphenisciformes	TRUE	other	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_15839840.sphenisciformes.south_africa.2_1_1_1_1_1_1_1.2021-10-26	H5N1	2021-10-26	2021.82	2021-10	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	sphenisciformes	TRUE	other	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_15839841.sphenisciformes.south_africa.2_1_1_1_1_1_1_1.2021-10-26	H5N1	2021-10-26	2021.82	2021-10	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	sphenisciformes	TRUE	other	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_15852186.charadriiformes.south_africa.2_1_1_1_1_1_1_1.2021-11-11	H5N1	2021-11-11	2021.86	2021-11	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	charadriiformes	TRUE	charadriiformes-wild	20.6109109128761	-33.016256445291
H5N1.2344b.EPI_ISL_15852340.suliformes.south_africa.2_1_1_1_1_1_1_1.2021-12-06	H5N1	2021-12-06	2021.93	2021-12	2021	southern africa	south africa	-28.9709136281448	25.1981253246192	profile002	2_1_1_1_1_1_1_1	dominant	suliformes	TRUE	other	20.6109109128761	-33.016256445291
