id,tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,virus_species,week_date,clade,collection_original,profile,profile_lab,genome,cluster_profileclass,cluster_profilecolour,collection_tipdate,segment,collection_dateerror,cluster_segment,cluster_number,collection.datemonth,group,location_code,todrop
n2_europe,H5N2.NA.EPI_ISL_603234.anseriformes.bulgaria.NA.2020-02-11,H5N2,EPI_ISL_603234,A/mule_duck/Bulgaria/50-506_20VIR1414-1/2020,2020-02-11,2020.11,2020-02,2020,Aves,anseriformes,anatidae,anas platyrhynchos (domestic type),mallard (domestic type),TRUE,domestic,anseriformes-domestic,eastern europe,bulgaria,bgr,42.7584172195881,25.2179149681535,NA,NA,NA,NA,A,2020-07,NA,NA,NA,NA,NA,NA,NA,2020-02-11,n2,FALSE,n2,profileNA,2020-02-01,1,bulgaria,keep
n2_europe,H5N2.2344b.EPI_ISL_603231.galliformes.bulgaria.1_1_41_12_24_42_11_7.2020-03-02,H5N2,EPI_ISL_603231,a/chicken/bulgaria/201_20vir1723-1/2020,2020-03-02,2020.17,2020-03,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,bulgaria,bgr,42.7584172195881,25.2179149681535,plovdiv,bg.pd,42.2564257629518,24.8255765075979,a,2020-10,2344b,Europe / Bulgaria / Oblast Plovdiv / Trilistnik / NA,1_1_41_12_24_42_11_7,NA,202,minor,#cc6669,2020-03-02,n2,FALSE,n2,profile042,2020-03-01,1,bulgaria,keep
n2_europe,H5N2.NA.EPI_ISL_603232.galliformes.bulgaria.NA.2020-03-11,H5N2,EPI_ISL_603232,A/chicken/Bulgaria/221_20VIR1725-1/2020,2020-03-11,2020.19,2020-03,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,bulgaria,bgr,42.7584172195881,25.2179149681535,NA,NA,NA,NA,A,2020-11,NA,NA,NA,NA,NA,NA,NA,2020-03-11,n2,FALSE,n2,profileNA,2020-03-01,1,bulgaria,keep
n2_europe,H5N2.2344b.EPI_ISL_10434073.anseriformes.germany.30_1_2_1_1_40_1_1.2022-01-30,H5N2,EPI_ISL_10434073,a/swan/germany-bw/ai00997/2022,2022-01-30,2022.08,2022-01,2022,Aves,anseriformes,anatidae,cygnus sp.,swan sp.,TRUE,wild,anseriformes-wild,western europe,germany,deu,51.0533277435649,10.373650933319,baden-württemberg,de.bw,48.5335196122676,9.04442576424602,a,2022-04,2344b,Europe / Germany / Baden-Wuerttemberg / Regierungsbezirk Karlsruhe / Karlsruhe,30_1_2_1_1_40_1_1,NA,171,major,#6667cc,2022-01-30,n2,FALSE,n2,profile040,2022-01-01,2,germany,keep
n2_europe,H5N2.EAnonGsGD.EPI_ISL_1041174.anseriformes.russia.2_1_58_35_6_46_21_1.2020-08-29,H5N2,EPI_ISL_1041174,A/mallard/Omsk_region/45/2020,2020-08-29,2020.66,2020-08,2020,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,central asia,russia,rus,66.0376616061812,95.7970903417469,omsk,ru.om,56.0596108837778,73.3669499849514,A,2020-35,EAnonGsGD,Europe / Russia / Omsk region / NA / NA,2_1_58_35_6_46_21_1,NA,276,minor,#dcdcdc,2020-08-29,n2,FALSE,n2,profile046,2020-08-01,3,omsk,keep
n2_europe,H3N2.NA.EPI_ISL_1041175.anseriformes.russia.NA.2020-08-29,H3N2,EPI_ISL_1041175,A/mallard/Omsk_region/46/2020,2020-08-29,2020.66,2020-08,2020,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,central asia,russia,rus,66.0376616061812,95.7970903417469,omsk,ru.om,56.0596108837778,73.3669499849514,A,2020-35,EAnonGsGD,NA,NA,NA,NA,NA,NA,2020-08-29,n2,FALSE,n2,profileNA,2020-08-01,3,omsk,keep
n2_europe,NA.NA.EPI_ISL_379736.anseriformes.bangladesh.NA.2017-11-28,NA,EPI_ISL_379736,A/duck/Bangladesh/34027/2017,2017-11-28,2017.91,2017-11,2017,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,southern asia,bangladesh,bgd,23.8299093538119,90.2865403636969,NA,NA,NA,NA,A,2017-48,EAnonGsGD,NA,NA,NA,NA,NA,NA,2017-11-28,n2,FALSE,n2,profileNA,2017-11-01,4,bangladesh,keep
n2_europe,H3N2.NA.EPI_ISL_9951121.anseriformes.bangladesh.NA.2021-01-04,H3N2,EPI_ISL_9951121,A/duck/Bangladesh/18D1577/2021,2021-01-04,2021.01,2021-01,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,southern asia,bangladesh,bgd,23.8299093538119,90.2865403636969,NA,NA,NA,NA,A,2021-01,EAnonGsGD,NA,NA,NA,NA,NA,NA,2021-01-04,n2,FALSE,n2,profileNA,2021-01-01,5,bangladesh,keep
n2_europe,H5N2.NA.EPI_ISL_3204257.anseriformes.china.NA.2018-12-20,H5N2,EPI_ISL_3204257,A/whooper_swan/Henan/T874/2018,2018-12-20,2018.97,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-51,EAnonGsGD,NA,NA,NA,NA,NA,NA,2018-12-20,n2,FALSE,n2,profileNA,2018-12-01,6,henan,keep
n2_europe,H4N2.NA.EPI_ISL_189688.anseriformes.united_states.NA.2011-11-07,H4N2,EPI_ISL_189688,A/garganey/Republic_of_Georgia/1/2011,2011-11-07,2011.85,2011-11,2011,Aves,anseriformes,anatidae,spatula querquedula,garganey,TRUE,wild,anseriformes-wild,northern america,united states,usa,44.75294654392,-103.651025114044,georgia,us.ga,32.6403385373358,-83.4405725551842,A,2011-45,NA,NA,NA,NA,NA,NA,NA,2011-11-07,n2,FALSE,n2,profileNA,2011-11-01,7,georgia,keep
n2_europe,H5N2.NA.EPI_ISL_243557.anseriformes.netherlands.NA.2008-12-30,H5N2,EPI_ISL_243557,A/greater_white-fronted_goose/Netherlands/5/2008,2008-12-30,2008.99,2008-12,2008,Aves,anseriformes,anatidae,anser albifrons,greater white-fronted goose,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,A,2008-01,NA,NA,NA,NA,NA,NA,NA,2008-12-30,n2,FALSE,n2,profileNA,2008-12-01,8,netherlands,keep
n2_europe,H6N2.NA.EPI_ISL_144393.anseriformes.sweden.NA.2009-10-02,H6N2,EPI_ISL_144393,A/mallard/Sweden/99966/2009,2009-10-02,2009.75,2009-10,2009,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,NA,NA,NA,NA,A,2009-40,NA,NA,NA,NA,NA,NA,NA,2009-10-02,n2,FALSE,n2,profileNA,2009-10-01,9,sweden,keep
n2_europe,H5N2.NA.EPI_ISL_30874.anseriformes.china.NA.2005-01-01,H5N2,EPI_ISL_30874,A/spotbill_duck/Xuyi/18/2005,2005-01-01,2005,2005-01,2005,Aves,anseriformes,anatidae,anas poecilorhyncha,indian spot-billed duck,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,jiangsu,cn.js,32.9645721858222,119.470797338049,A,2005-53,NA,NA,NA,NA,NA,NA,NA,2005-01-01,n2,FALSE,n2,profileNA,2005-01-01,10,jiangsu,keep
n2_europe,H5N2.NA.EPI_ISL_63510.anseriformes.russia.NA.2007-09-01,H5N2,EPI_ISL_63510,A/garganey/Altai/1213/2007,2007-09-01,2007.67,2007-09,2007,Aves,anseriformes,anatidae,spatula querquedula,garganey,TRUE,wild,anseriformes-wild,central asia,russia,rus,66.0376616061812,95.7970903417469,altay,ru.al,52.6127855839347,82.5936122038562,A,2007-35,NA,NA,NA,NA,NA,NA,NA,2007-09-01,n2,FALSE,n2,profileNA,2007-09-01,11,altay,keep
n2_europe,H5N2.NA.EPI_ISL_174896.anseriformes.bulgaria.NA.2011-11-21,H5N2,EPI_ISL_174896,A/mule_duck/Bulgaria/209/2011,2011-11-21,2011.89,2011-11,2011,Aves,anseriformes,anatidae,anas platyrhynchos (domestic type),mallard (domestic type),TRUE,domestic,anseriformes-domestic,eastern europe,bulgaria,bgr,42.7584172195881,25.2179149681535,NA,NA,NA,NA,A,2011-47,NA,NA,NA,NA,NA,NA,NA,2011-11-21,n2,FALSE,n2,profileNA,2011-11-01,14,bulgaria,keep
