tipnames	virus_subtype	collection_date	collection_datedecimal	collection_datemonth	collection_dateyear	collection_regionname	collection_countryname	collection_countrylat	collection_countrylong	cluster_number	profile	cluster_profileclass	host_order	host_isbird	host_simplifiedhost	tiplocation_lon	tiplocation_lat
H5N6.NA.EPI_ISL_833248.anseriformes.china.NA.2020-08-12	H5N6	2020-08-12	2020.61	2020-08	2020	eastern asia	china	36.6848135465548	103.513718494908	profileNA	NA	NA	anseriformes	TRUE	anseriformes-wild	103.513718494908	36.6848135465548
H5N6.2344b.EPI_ISL_6759148.anseriformes.china.18_12_18_1_4_12_1_11.2021	H5N6	NA	NA	2021-06	2021	eastern asia	china	36.6848135465548	103.513718494908	profile012	18_12_18_1_4_12_1_11	major	anseriformes	TRUE	anseriformes-wild	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_6914131.galliformes.china.18_12_18_1_4_60_1_11.2021-06-10	H5N6	2021-06-10	2021.44	2021-06	2021	eastern asia	china	36.6848135465548	103.513718494908	profile060	18_12_18_1_4_60_1_11	minor	galliformes	TRUE	galliformes-domestic	107.864488420692	30.0551333912638
H5N6.2344b.EPI_ISL_7983813.unknown.china.20_13_27_1_11_24_1_9.2021-12-22	H5N6	2021-12-22	2021.97	2021-12	2021	eastern asia	china	36.6848135465548	103.513718494908	profile024	20_13_27_1_11_24_1_9	major	unknown	FALSE	unknown	120.086382279697	29.1745873279179
H5N6.2344b.EPI_ISL_16208999.unknown.china.3_36_3_1_16_20_1_11.2021-09-19	H5N6	2021-09-19	2021.72	2021-09	2021	eastern asia	china	36.6848135465548	103.513718494908	profile020	3_36_3_1_16_20_1_11	minor	unknown	FALSE	unknown	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_3090099.unknown.china.18_12_18_1_4_12_1_11.2021-07-03	H5N6	2021-07-03	2021.5	2021-07	2021	eastern asia	china	36.6848135465548	103.513718494908	profile012	18_12_18_1_4_12_1_11	major	unknown	FALSE	unknown	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_3770740.unknown.china.20_13_68_1_11_38_1_9.2021-07-14	H5N6	2021-07-14	2021.53	2021-07	2021	eastern asia	china	36.6848135465548	103.513718494908	profile038	20_13_68_1_11_38_1_9	minor	unknown	FALSE	unknown	108.782865094166	23.82591453975
H5N6.2344b.EPI_ISL_6757629.anseriformes.china.26_23_46_1_13_50_1_30.2021	H5N6	NA	NA	2021-03	2021	eastern asia	china	36.6848135465548	103.513718494908	profile050	26_23_46_1_13_50_1_30	minor	anseriformes	TRUE	anseriformes-wild	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_6757630.anseriformes.china.18_12_18_1_4_12_1_11.2021	H5N6	NA	NA	2021-04	2021	eastern asia	china	36.6848135465548	103.513718494908	profile012	18_12_18_1_4_12_1_11	major	anseriformes	TRUE	anseriformes-wild	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_6757631.anseriformes.china.18_12_18_1_4_12_1_11.2021	H5N6	NA	NA	2021-04	2021	eastern asia	china	36.6848135465548	103.513718494908	profile012	18_12_18_1_4_12_1_11	major	anseriformes	TRUE	anseriformes-wild	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_6758007.anseriformes.china.18_12_18_1_4_12_1_11.2021	H5N6	NA	NA	2021-04	2021	eastern asia	china	36.6848135465548	103.513718494908	profile012	18_12_18_1_4_12_1_11	major	anseriformes	TRUE	anseriformes-wild	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_6760430.anseriformes.china.18_40_18_1_4_12_1_11.2021	H5N6	NA	NA	2021-07	2021	eastern asia	china	36.6848135465548	103.513718494908	profile012	18_40_18_1_4_12_1_11	minor	anseriformes	TRUE	anseriformes-wild	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_6760679.anseriformes.china.18_12_18_1_4_12_1_11.2021	H5N6	NA	NA	2021-07	2021	eastern asia	china	36.6848135465548	103.513718494908	profile012	18_12_18_1_4_12_1_11	major	anseriformes	TRUE	anseriformes-wild	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_6760681.anseriformes.china.18_12_18_1_4_12_1_11.2021	H5N6	NA	NA	2021-07	2021	eastern asia	china	36.6848135465548	103.513718494908	profile012	18_12_18_1_4_12_1_11	major	anseriformes	TRUE	anseriformes-wild	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_6760682.galliformes.china.18_12_18_1_4_12_1_11.2021	H5N6	NA	NA	2021-07	2021	eastern asia	china	36.6848135465548	103.513718494908	profile012	18_12_18_1_4_12_1_11	major	galliformes	TRUE	galliformes-domestic	102.711402322843	30.6066264180489
