tipnames	virus_subtype	collection_date	collection_datedecimal	collection_datemonth	collection_dateyear	collection_regionname	collection_countryname	collection_countrylat	collection_countrylong	cluster_number	profile	cluster_profileclass	host_order	host_isbird	host_simplifiedhost	tiplocation_lon	tiplocation_lat
H5N1.2344b.EPI_ISL_9880015.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-01-08	H5N1	2022-01-08	2022.02	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-wild	-79.3865256785998	35.5562842108177
H5N1.2344b.EPI_ISL_9880019.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-01-08	H5N1	2022-01-08	2022.02	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-wild	-79.3865256785998	35.5562842108177
H5N1.2344b.EPI_ISL_9880021.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-01-08	H5N1	2022-01-08	2022.02	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-wild	-79.3865256785998	35.5562842108177
H5N1.2344b.EPI_ISL_9880151.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-01-08	H5N1	2022-01-08	2022.02	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-wild	-79.3865256785998	35.5562842108177
H5N1.2344b.EPI_ISL_9880152.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-01-08	H5N1	2022-01-08	2022.02	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-wild	-79.3865256785998	35.5562842108177
H5N1.2344b.EPI_ISL_9880153.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-01-08	H5N1	2022-01-08	2022.02	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-wild	-79.3865256785998	35.5562842108177
H5N1.2344b.EPI_ISL_12567390.galliformes.united_states.2_1_1_1_1_1_1_1.2022-03-17	H5N1	2022-03-17	2022.21	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	-76.7907951867475	39.0551372724782
H5N1.2344b.EPI_ISL_12567391.galliformes.united_states.2_1_1_1_1_1_1_1.2022-03-25	H5N1	2022-03-25	2022.23	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	-93.4960133625023	42.0765903413827
H5N1.2344b.EPI_ISL_12567392.galliformes.united_states.2_1_1_1_1_1_1_1.2022-03-25	H5N1	2022-03-25	2022.23	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	-93.4960133625023	42.0765903413827
H5N1.2344b.EPI_ISL_12567393.galliformes.united_states.4_1_1_1_2_1_1_1.2022-03-25	H5N1	2022-03-25	2022.23	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_12567529.anseriformes.united_states.4_1_1_1_2_1_1_1.2022-03-25	H5N1	2022-03-25	2022.23	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-domestic	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_12567530.galliformes.united_states.4_1_1_1_2_1_1_1.2022-03-25	H5N1	2022-03-25	2022.23	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_12567531.galliformes.united_states.4_1_1_1_2_1_1_1.2022-03-25	H5N1	2022-03-25	2022.23	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-94.1968042401401	46.3193148536411
H5N1.2344b.EPI_ISL_12567532.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-03-24	H5N1	2022-03-24	2022.22	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	2_1_1_1_1_1_1_1	dominant	anseriformes	TRUE	anseriformes-domestic	-99.7937041398577	41.5381860818162
H5N1.2344b.EPI_ISL_12567533.galliformes.united_states.2_1_1_1_1_1_1_1.2022-03-24	H5N1	2022-03-24	2022.22	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	2_1_1_1_1_1_1_1	dominant	galliformes	TRUE	galliformes-domestic	-99.7937041398577	41.5381860818162
H5N1.2344b.EPI_ISL_12690318.galliformes.united_states.4_1_1_1_2_1_1_1.2022-03-25	H5N1	2022-03-25	2022.23	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-92.4583278415207	38.3563815994258
H5N1.2344b.EPI_ISL_12690319.anseriformes.united_states.4_1_1_1_2_1_1_1.2022-03-25	H5N1	2022-03-25	2022.23	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-92.4583278415207	38.3563815994258
H5N1.2344b.EPI_ISL_12690320.galliformes.united_states.4_1_1_1_2_1_1_1.2022-03-25	H5N1	2022-03-25	2022.23	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-100.227146799835	44.4440561554676
H5N1.2344b.EPI_ISL_12690321.galliformes.united_states.4_1_1_1_2_1_1_1.2022-03-25	H5N1	2022-03-25	2022.23	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-100.227146799835	44.4440561554676
