tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,virus_species,week_date,...1,clade,collection_original,profile,profile_lab,genome,cluster_profileclass,cluster_profilecolour,collection_tipdate,segment,collection_dateerror,cluster_segment,cluster_number
H5N1.2344b.EPI_ISL_9880015.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-01-08,H5N1,EPI_ISL_9880015,a/american_wigeon/north_carolina/ah0182517/2022,2022-01-08,2022.02,2022-01,2022,Aves,anseriformes,anatidae,mareca americana,american wigeon,TRUE,wild,anseriformes-wild,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-01,3436,2344b,North America / United States / North Carolina / Hyde / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-01-08,pb1,FALSE,pb1,profile001
H5N1.2344b.EPI_ISL_9880019.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-01-08,H5N1,EPI_ISL_9880019,a/mallard/north_carolina/ah0182886/2022,2022-01-08,2022.02,2022-01,2022,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-01,3436,2344b,North America / United States / North Carolina / Pamlico / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-01-08,pb1,FALSE,pb1,profile001
H5N1.2344b.EPI_ISL_9880021.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-01-08,H5N1,EPI_ISL_9880021,a/northern_pintail/north_carolina/ah0182892/2022,2022-01-08,2022.02,2022-01,2022,Aves,anseriformes,anatidae,anas acuta,northern pintail,TRUE,wild,anseriformes-wild,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-01,3436,2344b,North America / United States / North Carolina / Pamlico / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-01-08,pb1,FALSE,pb1,profile001
H5N1.2344b.EPI_ISL_9880151.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-01-08,H5N1,EPI_ISL_9880151,a/gadwall/north_carolina/ah0182894/2022,2022-01-08,2022.02,2022-01,2022,Aves,anseriformes,anatidae,mareca strepera,gadwall,TRUE,wild,anseriformes-wild,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-01,3436,2344b,North America / United States / North Carolina / Pamlico / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-01-08,pb1,FALSE,pb1,profile001
H5N1.2344b.EPI_ISL_9880152.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-01-08,H5N1,EPI_ISL_9880152,a/northern_shoveler/north_carolina/ah0182913/2022,2022-01-08,2022.02,2022-01,2022,Aves,anseriformes,anatidae,spatula clypeata,northern shoveler,TRUE,wild,anseriformes-wild,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-01,3436,2344b,North America / United States / North Carolina / Pamlico / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-01-08,pb1,FALSE,pb1,profile001
H5N1.2344b.EPI_ISL_9880153.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-01-08,H5N1,EPI_ISL_9880153,a/american_wigeon/north_carolina/ah0182954/2022,2022-01-08,2022.02,2022-01,2022,Aves,anseriformes,anatidae,mareca americana,american wigeon,TRUE,wild,anseriformes-wild,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-01,3436,2344b,North America / United States / North Carolina / Pamlico / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-01-08,pb1,FALSE,pb1,profile001
H5N1.2344b.EPI_ISL_12567390.galliformes.united_states.2_1_1_1_1_1_1_1.2022-03-17,H5N1,EPI_ISL_12567390,a/chicken/maryland/22-008243-001-original/2022,2022-03-17,2022.21,2022-03,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,maryland,us.md,39.0551372724782,-76.7907951867475,a,2022-11,3423,2344b,North America / United States / Maryland / Cecil / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-03-17,pb1,FALSE,pb1,profile001
H5N1.2344b.EPI_ISL_12567391.galliformes.united_states.2_1_1_1_1_1_1_1.2022-03-25,H5N1,EPI_ISL_12567391,a/chicken/iowa/22-009180-001-original/2022,2022-03-25,2022.23,2022-03,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,iowa,us.ia,42.0765903413827,-93.4960133625023,a,2022-12,3418,2344b,North America / United States / Iowa / Franklin / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-03-25,pb1,FALSE,pb1,profile001
H5N1.2344b.EPI_ISL_12567392.galliformes.united_states.2_1_1_1_1_1_1_1.2022-03-25,H5N1,EPI_ISL_12567392,a/chicken/iowa/22-009180-002-original/2022,2022-03-25,2022.23,2022-03,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,iowa,us.ia,42.0765903413827,-93.4960133625023,a,2022-12,3418,2344b,North America / United States / Iowa / Franklin / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-03-25,pb1,FALSE,pb1,profile001
H5N1.2344b.EPI_ISL_12567393.galliformes.united_states.4_1_1_1_2_1_1_1.2022-03-25,H5N1,EPI_ISL_12567393,a/chicken/minnesota/22-009181-001-original/2022,2022-03-25,2022.23,2022-03,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,minnesota,us.mn,46.3193148536411,-94.1968042401401,a,2022-12,3426,2344b,North America / United States / Minnesota / Mower / NA,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4,major,#66c6cc,2022-03-25,pb1,FALSE,pb1,profile001
