tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,virus_species,week_date,...1,clade,collection_original,profile,profile_lab,genome,cluster_profileclass,cluster_profilecolour,collection_tipdate,segment,collection_dateerror,cluster_segment,cluster_number
H5N8.2344b.EPI_ISL_9594306.galliformes.egypt.6_2_64_12_34_32_1_2.2020-04-01,H5N8,EPI_ISL_9594306,a/chicken/egypt/s18182c/2020,2020-04-01,2020.25,2020-04,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,a,2020-14,3720,2344b,Africa / Egypt / NA / NA / NA,6_2_64_12_34_32_1_2,NA,7,minor,#cc8966,2020-04-01,ha,FALSE,ha,profile012
H5N1.2344b.EPI_ISL_2276068.galliformes.senegal.2_1_1_1_1_1_1_1.2020-12-23,H5N1,EPI_ISL_2276068,a/chicken/senegal/21vir1084-3/2021,2020-12-23,2020.98,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,senegal,sen,14.357700346957,-14.4663797488722,thiès,sn.th,14.831526394723,-16.7546068121427,a,2020-52,3845,2344b,Africa / Senegal / Region de Thies / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,dominant,#66cc7c,2020-12-23,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_2276069.galliformes.senegal.2_1_1_1_1_1_1_1.2020-12-23,H5N1,EPI_ISL_2276069,a/chicken/senegal/21vir1084-4/2021,2020-12-23,2020.98,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,senegal,sen,14.357700346957,-14.4663797488722,thiès,sn.th,14.831526394723,-16.7546068121427,a,2020-52,3845,2344b,Africa / Senegal / Region de Thies / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,dominant,#66cc7c,2020-12-23,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_2276070.galliformes.senegal.2_1_1_1_1_1_1_1.2020-12-23,H5N1,EPI_ISL_2276070,a/chicken/senegal/21vir1084-5/2021,2020-12-23,2020.98,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,senegal,sen,14.357700346957,-14.4663797488722,thiès,sn.th,14.831526394723,-16.7546068121427,a,2020-52,3845,2344b,Africa / Senegal / Region de Thies / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,dominant,#66cc7c,2020-12-23,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_2276071.pelecaniformes.senegal.2_1_1_1_1_1_1_1.2021-01-23,H5N1,EPI_ISL_2276071,a/great-white_pelican/senegal/21-67_21vir1084-8/2021,2021-01-23,2021.06,2021-01,2021,Aves,pelecaniformes,pelecanidae,pelecanus onocrotalus,great white pelican,TRUE,wild,other,western africa,senegal,sen,14.357700346957,-14.4663797488722,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,a,2021-03,3845,2344b,Africa / Senegal / Djoudj bird sanctuary / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,dominant,#66cc7c,2021-01-23,ha,FALSE,ha,profile001
H5N8.2344b.EPI_ISL_4061482.galliformes.nigeria.3_2_3_1_1_2_1_2.2021-02-05,H5N8,EPI_ISL_4061482,a/chicken/nigeria/vrd21-035b_21vir2288-1/2021,2021-02-05,2021.1,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,a,2021-05,3815,2344b,Africa / Nigeria / NA / NA / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-02-05,ha,FALSE,ha,profile001
H5N8.2344b.EPI_ISL_4061483.galliformes.nigeria.3_2_3_1_1_2_1_2.2021-03-01,H5N8,EPI_ISL_4061483,a/chicken/nigeria/vrd21-100_21vir2370-423/2021,2021-03-01,2021.16,2021-03,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,a,2021-09,3815,2344b,Africa / Nigeria / NA / NA / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-03-01,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_4061484.galliformes.nigeria.2_1_1_1_1_1_1_1.2021-03-01,H5N1,EPI_ISL_4061484,a/chicken/nigeria/vrd21-102_21vir2370-424/2021,2021-03-01,2021.16,2021-03,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,a,2021-09,3815,2344b,Africa / Nigeria / NA / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,dominant,#66cc7c,2021-03-01,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_4061485.galliformes.nigeria.2_1_1_1_1_1_1_1.2021-03-01,H5N1,EPI_ISL_4061485,a/chicken/nigeria/vrd21-109_21vir2370-425/2021,2021-03-01,2021.16,2021-03,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,a,2021-09,3815,2344b,Africa / Nigeria / NA / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,dominant,#66cc7c,2021-03-01,ha,FALSE,ha,profile001
H5N8.2344b.EPI_ISL_4061490.galliformes.nigeria.3_2_3_1_1_2_1_2.2021-02-25,H5N8,EPI_ISL_4061490,a/chicken/nigeria/vrd21-88_21vir2288-8/2021,2021-02-25,2021.15,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,a,2021-08,3815,2344b,Africa / Nigeria / NA / NA / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-02-25,ha,FALSE,ha,profile001
