tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,virus_species,week_date,...1,clade,collection_original,profile,profile_lab,genome,cluster_profileclass,cluster_profilecolour,collection_tipdate,segment,collection_dateerror,cluster_segment,cluster_number
H5N6.2344b.EPI_ISL_17964973.accipitriformes.united_states.4_4_8_1_2_97_1_1.2023-05-08,H5N6,EPI_ISL_17964973,a/bald_eagle/minnesota/23-015429-001-original/2023,2023-05-08,2023.35,2023-05,2023,Aves,accipitriformes,accipitridae,haliaeetus leucocephalus,bald eagle,TRUE,wild,other,northern america,united states,usa,44.75294654392,-103.651025114044,minnesota,us.mn,46.3193148536411,-94.1968042401401,a,2023-19,3426,2344b,North America / United States / Minnesota / Washington County / NA,4_4_8_1_2_97_1_1,NA,312,minor,#c199cc,2023-05-08,n6,FALSE,n6,profile097
H4N6.NA.EPI_ISL_4061556.anseriformes.canada.NA.2020-09-02,H4N6,EPI_ISL_4061556,A/Blue-Winged_Teal/Alberta/10/2020,2020-09-02,2020.67,2020-09,2020,Aves,anseriformes,anatidae,spatula discors,blue-winged teal,TRUE,wild,anseriformes-wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2020-36,434,NA,NA,NA,NA,NA,NA,NA,2020-09-02,n6,FALSE,n6,profileNA
NA.NA.EPI_ISL_701662.anseriformes.united_states.NA.2018-11-13,NA,EPI_ISL_701662,A/Mallard/Wisconsin/18OS3330/2018,2018-11-13,2018.87,2018-11,2018,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,northern america,united states,usa,44.75294654392,-103.651025114044,wisconsin,us.wi,44.627499166429,-89.7126755416022,A,2018-46,3452,NA,NA,NA,NA,NA,NA,NA,2018-11-13,n6,FALSE,n6,profileNA
H4N6.NA.EPI_ISL_501683.anseriformes.united_states.NA.2018-07-01,H4N6,EPI_ISL_501683,A/Mallard/Ohio/18OS1777/2018,2018-07-01,2018.5,2018-07,2018,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,northern america,united states,usa,44.75294654392,-103.651025114044,ohio,us.oh,40.470536265191,-82.6389467524245,A,2018-26,3438,NA,NA,NA,NA,NA,NA,NA,2018-07-01,n6,FALSE,n6,profileNA
H4N6.NA.EPI_ISL_376324.anseriformes.united_states.NA.2017-09-09,H4N6,EPI_ISL_376324,A/blue-winged_teal/Missouri/17OS3195/2017,2017-09-09,2017.69,2017-09,2017,Aves,anseriformes,anatidae,spatula discors,blue-winged teal,TRUE,wild,anseriformes-wild,northern america,united states,usa,44.75294654392,-103.651025114044,missouri,us.mo,38.3563815994258,-92.4583278415207,A,2017-36,3428,NA,NA,NA,NA,NA,NA,NA,2017-09-09,n6,FALSE,n6,profileNA
H4N6.NA.EPI_ISL_501809.anseriformes.canada.NA.2019-08-22,H4N6,EPI_ISL_501809,A/Mallard_duck/Alberta/127/2019,2019-08-22,2019.64,2019-08,2019,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2019-34,434,NA,NA,NA,NA,NA,NA,NA,2019-08-22,n6,FALSE,n6,profileNA
H4N6.NA.EPI_ISL_381400.anseriformes.canada.NA.2017-08-13,H4N6,EPI_ISL_381400,A/blue-winged_teal/Alberta/556/2017,2017-08-13,2017.61,2017-08,2017,Aves,anseriformes,anatidae,spatula discors,blue-winged teal,TRUE,wild,anseriformes-wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2017-32,434,NA,NA,NA,NA,NA,NA,NA,2017-08-13,n6,FALSE,n6,profileNA
H4N6.NA.EPI_ISL_381394.anseriformes.canada.NA.2017-08-13,H4N6,EPI_ISL_381394,A/mallard/Alberta/501/2017,2017-08-13,2017.61,2017-08,2017,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2017-32,434,NA,NA,NA,NA,NA,NA,NA,2017-08-13,n6,FALSE,n6,profileNA
H4N6.NA.EPI_ISL_381388.anseriformes.canada.NA.2017-08-12,H4N6,EPI_ISL_381388,A/mallard/Alberta/67/2017,2017-08-12,2017.61,2017-08,2017,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2017-32,434,NA,NA,NA,NA,NA,NA,NA,2017-08-12,n6,FALSE,n6,profileNA
H4N6.NA.EPI_ISL_381375.anseriformes.canada.NA.2017-08-12,H4N6,EPI_ISL_381375,A/mallard/Alberta/94/2017,2017-08-12,2017.61,2017-08,2017,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2017-32,434,NA,NA,NA,NA,NA,NA,NA,2017-08-12,n6,FALSE,n6,profileNA
