tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,cluster_label.x,collection_tipdate,collection_dateerror,cluster_profile,cluster_label.y,clade,number_Conti,number_hostType,Num_Sequence,Range_of_Host,Range_of_HostType,Host_Range_Per_Continent,Continent_of_Earliest_Date,Host_of_Earliest_Sample_Date,Range_of_Continent,Length_Between_First_Last_Sample,number_Mammal,prop_Mammal,group
H5N1|2344b|EPI_ISL_18127710|unknown_avian|gambia|1_1_4_1_4_1_1_4|2023-04-01,H5N1,EPI_ISL_18127710,A/wild_bird/Gambia/23_198_TJ005_23VIR5825-5/2023,2023-04-01,2023-04,2023,avian other,unknown avian,NA,NA,NA,NA,wild,other,western africa,gambia,gmb,13.4527938239197,-15.3731969085987,NA,NA,NA,NA,NA,NA,H5N1/2022/R12_Europe,2023-04-01,FALSE,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_18127711|unknown_avian|gambia|1_1_4_1_4_1_1_4|2023-04-01,H5N1,EPI_ISL_18127711,A/wild_bird/Gambia/23_198_TJ006_23VIR5825-6/2023,2023-04-01,2023-04,2023,avian other,unknown avian,NA,NA,NA,NA,wild,other,western africa,gambia,gmb,13.4527938239197,-15.3731969085987,NA,NA,NA,NA,NA,NA,H5N1/2022/R12_Europe,2023-04-01,FALSE,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_18127712|unknown_avian|gambia|1_1_4_1_4_1_1_4|2023-04-01,H5N1,EPI_ISL_18127712,A/wild_bird/Gambia/23_198_TJ007_23VIR5825-7/2023,2023-04-01,2023-04,2023,avian other,unknown avian,NA,NA,NA,NA,wild,other,western africa,gambia,gmb,13.4527938239197,-15.3731969085987,NA,NA,NA,NA,NA,NA,H5N1/2022/R12_Europe,2023-04-01,FALSE,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_18127713|unknown_avian|gambia|1_1_4_1_4_1_1_4|2023-04-01,H5N1,EPI_ISL_18127713,A/wild_bird/Gambia/23_198_TJ008_23VIR5825-8/2023,2023-04-01,2023-04,2023,avian other,unknown avian,NA,NA,NA,NA,wild,other,western africa,gambia,gmb,13.4527938239197,-15.3731969085987,NA,NA,NA,NA,NA,NA,H5N1/2022/R12_Europe,2023-04-01,FALSE,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_18127714|unknown_avian|gambia|1_1_4_1_4_1_1_4|2023-04-01,H5N1,EPI_ISL_18127714,A/wild_bird/Gambia/23_198_TJ009_23VIR5825-9/2023,2023-04-01,2023-04,2023,avian other,unknown avian,NA,NA,NA,NA,wild,other,western africa,gambia,gmb,13.4527938239197,-15.3731969085987,NA,NA,NA,NA,NA,NA,H5N1/2022/R12_Europe,2023-04-01,FALSE,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_15069398|charadriiformes|netherlands|1_1_4_1_4_1_1_4|2022-08-10,H5N1,EPI_ISL_15069398,a/european_herring_gull/netherlands/12/2022,2022-08-10,2022-08,2022,Aves,charadriiformes,laridae,larus argentatus,herring gull,TRUE,wild,charadriiformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zeeland,nl.ze,51.4517197034959,3.83526799798383,Europe / Netherlands / Neeltje Jans / NA / NA,H5N1/2022/R12_Europe,H5N1/2022/R12_Europe,2022-08-10,FALSE,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_15069401|charadriiformes|netherlands|1_1_4_1_4_1_1_4|2022-08-12,H5N1,EPI_ISL_15069401,a/common_tern/netherlands/26/2022,2022-08-12,2022-08,2022,Aves,charadriiformes,laridae,sterna hirundo,common tern,TRUE,wild,charadriiformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zeeland,nl.ze,51.4517197034959,3.83526799798383,Europe / Netherlands / Weversinlaag / NA / NA,H5N1/2022/R12_Europe,H5N1/2022/R12_Europe,2022-08-12,FALSE,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_15364789|charadriiformes|netherlands|1_1_4_1_4_1_1_4|2022-09-10,H5N1,EPI_ISL_15364789,a/european_herring_gull/netherlands/18/2022,2022-09-10,2022-09,2022,Aves,charadriiformes,laridae,larus argentatus,herring gull,TRUE,wild,charadriiformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,"Europe / Netherlands / Vlieland, eerste Kroonspolder / NA / NA",H5N1/2022/R12_Europe,H5N1/2022/R12_Europe,2022-09-10,FALSE,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_15585748|galliformes|united_kingdom|1_1_4_1_4_1_1_4|2022-10-04,H5N1,EPI_ISL_15585748,a/chicken/england/126673/2022,2022-10-04,2022-10,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern europe,united kingdom,gbr,54.0438440515314,-2.78687513666638,NA,NA,NA,NA,Europe / United Kingdom / England / NA / NA,H5N1/2022/R12_Europe,H5N1/2022/R12_Europe,2022-10-04,FALSE,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_15585843|galliformes|united_kingdom|1_1_4_1_4_1_1_4|2022-10-10,H5N1,EPI_ISL_15585843,a/turkey/england/130119/2022,2022-10-10,2022-10,2022,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,northern europe,united kingdom,gbr,54.0438440515314,-2.78687513666638,NA,NA,NA,NA,Europe / United Kingdom / England / NA / NA,H5N1/2022/R12_Europe,H5N1/2022/R12_Europe,2022-10-10,FALSE,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
