tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,cluster_label.x,collection_tipdate,collection_dateerror,cluster_profile,cluster_label.y,clade,number_Conti,number_hostType,Num_Sequence,Range_of_Host,Range_of_HostType,Host_Range_Per_Continent,Continent_of_Earliest_Date,Host_of_Earliest_Sample_Date,Range_of_Continent,Length_Between_First_Last_Sample,number_Mammal,prop_Mammal,group
H5N1|2344b|EPI_ISL_16698060|galliformes|japan|2_1_2_1_1_1_1_1|2022-11-07,H5N1,EPI_ISL_16698060,a/chicken/hokkaido/hu-e001/2022,2022-11-07,2022-11,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,Asia / Japan / Hokkaido / Atuma / NA,NA,H5N1/2021/R8_Europe,2022-11-07,FALSE,2_1_2_1_1_1_1_1,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_18284461|galliformes|japan|2_1_2_1_1_1_1_1|2022-10-28,H5N1,EPI_ISL_18284461,A/chicken/Hokkaido/22A4T/2022,2022-10-28,2022-10,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,NA,NA,H5N1/2021/R8_Europe,2022-10-28,FALSE,2_1_2_1_1_1_1_1,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_7748188|anseriformes|germany|2_1_2_1_1_1_1_1|2021-10-14,H5N1,EPI_ISL_7748188,a/eurasian_wigeon/germany-sh/ai05950/2021,2021-10-14,2021-10,2021,Aves,anseriformes,anatidae,mareca americana,american wigeon,TRUE,wild,anseriformes-wild,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,Europe / Germany / Schleswig-Holstein / Nordfriesland / NA,H5N1/2021/R6_Europe,H5N1/2021/R8_Europe,2021-10-14,FALSE,2_1_2_1_1_1_1_1,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_7753152|anseriformes|germany|2_1_2_1_1_1_1_1|2021-10-14,H5N1,EPI_ISL_7753152,a/eurasian_wigeon/germany-sh/ai05953/2021,2021-10-14,2021-10,2021,Aves,anseriformes,anatidae,mareca americana,american wigeon,TRUE,wild,anseriformes-wild,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,Europe / Germany / Schleswig-Holstein / Nordfriesland / NA,H5N1/2021/R6_Europe,H5N1/2021/R8_Europe,2021-10-14,FALSE,2_1_2_1_1_1_1_1,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_9261744|anseriformes|netherlands|2_1_2_1_1_1_1_1|2022-01-11,H5N1,EPI_ISL_9261744,a/barnacle_goose/netherlands/2/2022,2022-01-11,2022-01,2022,Aves,anseriformes,anatidae,branta leucopsis,barnacle goose,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,noord-holland,nl.nh,52.5811544669078,4.87272777813315,Europe / Netherlands / Provincie Noord-Holland / Normerven / NA,H5N1/2021/R6_Europe,H5N1/2021/R8_Europe,2022-01-11,FALSE,2_1_2_1_1_1_1_1,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_15581789|anseriformes|netherlands|2_1_2_1_1_1_1_1|2022-10-12,H5N1,EPI_ISL_15581789,a/mallard/netherlands/19/2022,2022-10-12,2022-10,2022,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,gelderland,nl.ge,52.0617180422494,5.94466833784019,Europe / Netherlands / Eendenkooi Wieringen / NA / NA,H5N1/2021/R6_Europe,H5N1/2021/R8_Europe,2022-10-12,FALSE,2_1_2_1_1_1_1_1,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_16115054|accipitriformes|denmark|2_1_2_1_1_1_1_1|2022-08-30,H5N1,EPI_ISL_16115054,a/common_buzzard/denmark/08287-1.01/2022,2022-08-30,2022-08,2022,Aves,accipitriformes,accipitridae,buteo buteo,common buzzard,TRUE,wild,other,northern europe,denmark,dnk,55.9512996898935,10.0707816763207,syddanmark,dk.sd,55.3568797999445,9.45020901930698,Europe / Denmark / Region Syddanmark / Sonderborg Kommune / NA,H5N1/2021/R6_Europe,H5N1/2021/R8_Europe,2022-08-30,FALSE,2_1_2_1_1_1_1_1,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_10993074|anseriformes|netherlands|2_1_2_1_1_1_1_1|2022-02-14,H5N1,EPI_ISL_10993074,a/mallard/netherlands/2/2022,2022-02-14,2022-02,2022,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,Europe / Netherlands / Oud Alblas / NA / NA,H5N1/2021/R6_Europe,H5N1/2021/R8_Europe,2022-02-14,FALSE,2_1_2_1_1_1_1_1,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_15759951|anseriformes|netherlands|2_1_2_1_1_1_1_1|2022-10-18,H5N1,EPI_ISL_15759951,a/mallard/netherlands/24/2022,2022-10-18,2022-10,2022,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,Europe / Netherlands / Oud-Albas / NA / NA,H5N1/2021/R6_Europe,H5N1/2021/R8_Europe,2022-10-18,FALSE,2_1_2_1_1_1_1_1,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_17731667|pelecaniformes|montenegro|2_1_2_1_1_1_1_1|2022-04-04,H5N1,EPI_ISL_17731667,a/pelican/montenegro/833/2022,2022-04-04,2022-04,2022,Aves,pelecaniformes,pelecanidae,pelecanus sp.,pelican sp.,TRUE,wild,other,southern europe,montenegro,mne,42.7762252218833,19.2369211185274,bar,me.ba,42.1643687011219,19.1477916484943,Europe / Montenegro / Skadar lake / NA / NA,NA,H5N1/2021/R8_Europe,2022-04-04,FALSE,2_1_2_1_1_1_1_1,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
