tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,clade.x,collection_original,cluster_profile,cluster_label.x,collection_tipdate,collection_dateerror,cluster_label.y,clade.y,number_Conti,number_hostType,Num_Sequence,Range_of_Host,Range_of_HostType,Host_Range_Per_Continent,Continent_of_Earliest_Date,Host_of_Earliest_Sample_Date,Range_of_Continent,Length_Between_First_Last_Sample,number_Mammal,prop_Mammal,group
H5N1|2344b|EPI_ISL_7748188|anseriformes|germany|2_1_2_1_1_1_1_1|2021-10-14,H5N1,EPI_ISL_7748188,a/eurasian_wigeon/germany-sh/ai05950/2021,2021-10-14,2021.78,2021-10,2021,Aves,anseriformes,anatidae,mareca americana,american wigeon,TRUE,wild,anseriformes-wild,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,2344b,Europe / Germany / Schleswig-Holstein / Nordfriesland / NA,2_1_2_1_1_1_1_1,H5N1/2021/R6_Europe,2021-10-14,FALSE,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_7753152|anseriformes|germany|2_1_2_1_1_1_1_1|2021-10-14,H5N1,EPI_ISL_7753152,a/eurasian_wigeon/germany-sh/ai05953/2021,2021-10-14,2021.78,2021-10,2021,Aves,anseriformes,anatidae,mareca americana,american wigeon,TRUE,wild,anseriformes-wild,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,2344b,Europe / Germany / Schleswig-Holstein / Nordfriesland / NA,2_1_2_1_1_1_1_1,H5N1/2021/R6_Europe,2021-10-14,FALSE,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_9261744|anseriformes|netherlands|2_1_2_1_1_1_1_1|2022-01-11,H5N1,EPI_ISL_9261744,a/barnacle_goose/netherlands/2/2022,2022-01-11,2022.03,2022-01,2022,Aves,anseriformes,anatidae,branta leucopsis,barnacle goose,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,noord-holland,nl.nh,52.5811544669078,4.87272777813315,2344b,Europe / Netherlands / Provincie Noord-Holland / Normerven / NA,2_1_2_1_1_1_1_1,H5N1/2021/R6_Europe,2022-01-11,FALSE,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_15581789|anseriformes|netherlands|2_1_2_1_1_1_1_1|2022-10-12,H5N1,EPI_ISL_15581789,a/mallard/netherlands/19/2022,2022-10-12,2022.78,2022-10,2022,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,gelderland,nl.ge,52.0617180422494,5.94466833784019,2344b,Europe / Netherlands / Eendenkooi Wieringen / NA / NA,2_1_2_1_1_1_1_1,H5N1/2021/R6_Europe,2022-10-12,FALSE,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_15542438|unknown|spain|2_1_2_1_1_1_1_1|2022-09-23,H5N1,EPI_ISL_15542438,a/castillalamancha/3739/2022,2022-09-23,2022.73,2022-09,2022,unknown,unknown,unknown,homo sapiens,unknown,FALSE,wild,unknown,southern europe,spain,esp,40.1894641959532,-3.70568864248137,castilla-la mancha,es.cm,39.5775776627216,-3.0063889993474,2344b,Europe / Spain / Castille-La Mancha / NA / NA,2_1_2_1_1_1_1_1,H5N1/2021/R6_Europe,2022-09-23,FALSE,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_15878543|galliformes|france|2_1_2_1_1_1_1_1|2022-09-09,H5N1,EPI_ISL_15878543,a/laying_hen/spain/3135-17_22vir10586-1/2022,2022-09-09,2022.69,2022-09,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,2344b,Europe / Spain / NA / NA / NA,2_1_2_1_1_1_1_1,H5N1/2021/R6_Europe,2022-09-09,FALSE,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_15878544|galliformes|france|2_1_2_1_1_1_1_1|2022-09-09,H5N1,EPI_ISL_15878544,a/laying_hen/spain/3135-41_22vir10586-2/2022,2022-09-09,2022.69,2022-09,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,2344b,Europe / Spain / NA / NA / NA,2_1_2_1_1_1_1_1,H5N1/2021/R6_Europe,2022-09-09,FALSE,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_15878545|galliformes|france|2_1_2_1_1_1_1_1|2022-09-19,H5N1,EPI_ISL_15878545,a/laying_hen/spain/3232-35_22vir10586-3/2022,2022-09-19,2022.72,2022-09,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,2344b,Europe / Spain / NA / NA / NA,2_1_2_1_1_1_1_1,H5N1/2021/R6_Europe,2022-09-19,FALSE,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_15878546|galliformes|france|2_1_2_1_1_1_1_1|2022-09-19,H5N1,EPI_ISL_15878546,a/laying_hen/spain/3232-37_22vir10586-4/2022,2022-09-19,2022.72,2022-09,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,2344b,Europe / Spain / NA / NA / NA,2_1_2_1_1_1_1_1,H5N1/2021/R6_Europe,2022-09-19,FALSE,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
H5N1|2344b|EPI_ISL_16115054|accipitriformes|denmark|2_1_2_1_1_1_1_1|2022-08-30,H5N1,EPI_ISL_16115054,a/common_buzzard/denmark/08287-1.01/2022,2022-08-30,2022.66,2022-08,2022,Aves,accipitriformes,accipitridae,buteo buteo,common buzzard,TRUE,wild,other,northern europe,denmark,dnk,55.9512996898935,10.0707816763207,syddanmark,dk.sd,55.3568797999445,9.45020901930698,2344b,Europe / Denmark / Region Syddanmark / Sonderborg Kommune / NA,2_1_2_1_1_1_1_1,H5N1/2021/R6_Europe,2022-08-30,FALSE,H5N1/2021/R8_Europe,2.3.4.4b,2,4,17,"Anseriformes, Accipitriformes, Pelecaniformes, Galliformes, Phoenicopteriformes, Charadriiformes, Suliformes","Anseriformes wild, Avian other, Galliformes, Charadriiformes","Anseriformes wild - Europe, Avian other - Europe, Galliformes - Asia, Charadriiformes - Europe, Galliformes - Europe",Europe,Anseriformes wild,"Europe, Asia",2.4186241485142546,0,0,dominant
