tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,clade.x,collection_original,cluster_profile,cluster_label.x,collection_tipdate,collection_dateerror,cluster_label.y,clade.y,number_Conti,number_hostType,Num_Sequence,Range_of_Host,Range_of_HostType,Host_Range_Per_Continent,Continent_of_Earliest_Date,Host_of_Earliest_Sample_Date,Range_of_Continent,Length_Between_First_Last_Sample,number_Mammal,prop_Mammal,group
H5N1|2344b|EPI_ISL_18127710|unknown_avian|gambia|1_1_4_1_4_1_1_4|2023-04-01,H5N1,EPI_ISL_18127710,A/wild_bird/Gambia/23_198_TJ005_23VIR5825-5/2023,2023-04-01,2023.24657534247,2023-04,2023,avian other,unknown avian,NA,NA,NA,NA,wild,other,western africa,gambia,gmb,13.4527938239197,-15.3731969085987,NA,NA,NA,NA,2344b,NA,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2023-04-01,FALSE,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_18127711|unknown_avian|gambia|1_1_4_1_4_1_1_4|2023-04-01,H5N1,EPI_ISL_18127711,A/wild_bird/Gambia/23_198_TJ006_23VIR5825-6/2023,2023-04-01,2023.24657534247,2023-04,2023,avian other,unknown avian,NA,NA,NA,NA,wild,other,western africa,gambia,gmb,13.4527938239197,-15.3731969085987,NA,NA,NA,NA,2344b,NA,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2023-04-01,FALSE,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_18127712|unknown_avian|gambia|1_1_4_1_4_1_1_4|2023-04-01,H5N1,EPI_ISL_18127712,A/wild_bird/Gambia/23_198_TJ007_23VIR5825-7/2023,2023-04-01,2023.24657534247,2023-04,2023,avian other,unknown avian,NA,NA,NA,NA,wild,other,western africa,gambia,gmb,13.4527938239197,-15.3731969085987,NA,NA,NA,NA,2344b,NA,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2023-04-01,FALSE,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_18127713|unknown_avian|gambia|1_1_4_1_4_1_1_4|2023-04-01,H5N1,EPI_ISL_18127713,A/wild_bird/Gambia/23_198_TJ008_23VIR5825-8/2023,2023-04-01,2023.24657534247,2023-04,2023,avian other,unknown avian,NA,NA,NA,NA,wild,other,western africa,gambia,gmb,13.4527938239197,-15.3731969085987,NA,NA,NA,NA,2344b,NA,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2023-04-01,FALSE,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_18127714|unknown_avian|gambia|1_1_4_1_4_1_1_4|2023-04-01,H5N1,EPI_ISL_18127714,A/wild_bird/Gambia/23_198_TJ009_23VIR5825-9/2023,2023-04-01,2023.24657534247,2023-04,2023,avian other,unknown avian,NA,NA,NA,NA,wild,other,western africa,gambia,gmb,13.4527938239197,-15.3731969085987,NA,NA,NA,NA,2344b,NA,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2023-04-01,FALSE,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_18033232|charadriiformes|poland|1_1_4_1_4_1_1_4|2023,H5N1,EPI_ISL_18033232,A/black-headed_gull/Poland/MB209-NJ/2023,NA,NA,NA,2023,charadriiformes,charadriiformes,NA,NA,NA,NA,wild,charadriiformes-wild,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,NA,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2023,FALSE,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_18033240|charadriiformes|poland|1_1_4_1_4_1_1_4|2023,H5N1,EPI_ISL_18033240,A/tern/Poland/MB245-M/2023,NA,NA,NA,2023,charadriiformes,charadriiformes,NA,NA,NA,NA,wild,charadriiformes-wild,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,NA,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2023,FALSE,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_17699034|charadriiformes|sweden|1_1_4_1_4_1_1_4|2023-05-07,H5N1,EPI_ISL_17699034,A/lesser black-backed gull /Sweden/SVA230509SZ0608/FB001430/AB-2023,2023-05-07,2023.34520547945,2023-05,2023,charadriiformes,charadriiformes,NA,NA,NA,NA,wild,charadriiformes-wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,stockholm,se.st,59.4623673036598,18.1712252623315,2344b,NA,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2023-05-07,FALSE,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_17699037|charadriiformes|sweden|1_1_4_1_4_1_1_4|2023-05-07,H5N1,EPI_ISL_17699037,A/black-headed gull /Sweden/SVA230509SZ0614/FB001431/AB-2023,2023-05-07,2023.34520547945,2023-05,2023,charadriiformes,charadriiformes,NA,NA,NA,NA,wild,charadriiformes-wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,stockholm,se.st,59.4623673036598,18.1712252623315,2344b,NA,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2023-05-07,FALSE,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
H5N1|2344b|EPI_ISL_17785741|charadriiformes|sweden|1_1_4_1_4_1_1_4|2023-05-08,H5N1,EPI_ISL_17785741,A/lesser black-backed gull/Sweden/SVA230509SZ0608/FB001412/AB-2023,2023-05-08,2023.34794520548,2023-05,2023,charadriiformes,charadriiformes,NA,NA,NA,NA,wild,charadriiformes-wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,stockholm,se.st,59.4623673036598,18.1712252623315,2344b,NA,1_1_4_1_4_1_1_4,H5N1/2022/R12_Europe,2023-05-08,FALSE,H5N1/2022/R12_Europe,2.3.4.4b,2,6,882,"Charadriiformes, Galliformes, Mammal, Falconiformes, Accipitriformes, Passeriformes, Anseriformes, Ciconiiformes, Strigiformes, Columbiformes, Podicipediformes, unknown avian, Suliformes, Pelecaniformes","Charadriiformes, Galliformes, Mammal, Avian other, Anseriformes wild, Anseriformes domestic","Charadriiformes - Europe, Galliformes - Europe, Mammal - Europe, Avian other - Europe, Anseriformes wild - Europe, Anseriformes domestic - Europe, Avian other - Africa",Europe,Charadriiformes,"Europe, Africa",1.5068493150683937,121,0.13718820861678005,dominant
